 DIVIPOLA,"EXÁMENES MÉDICO LEGALES POR PRESUNTO DELITO SEXUAL EN COLOMBIA AÑO 2020

CASOS Y TASAS X 100.00 HABITANTES",PRESUNTO DELITO SEXUAL (CASOS),PRESUNTO DELITO SEXUAL (CASOS).1,PRESUNTO DELITO SEXUAL (CASOS).2,PRESUNTO DELITO SEXUAL (CASOS).3,PRESUNTO DELITO SEXUAL (CASOS).4,PRESUNTO DELITO SEXUAL (CASOS).5,PRESUNTO DELITO SEXUAL (CASOS).6,PRESUNTO DELITO SEXUAL (TASAS),PRESUNTO DELITO SEXUAL (TASAS).1,PRESUNTO DELITO SEXUAL (TASAS).2,PRESUNTO DELITO SEXUAL (TASAS).3,PRESUNTO DELITO SEXUAL (TASAS).4,PRESUNTO DELITO SEXUAL (TASAS).5,PRESUNTO DELITO SEXUAL (TASAS).6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,(TASA X 100.000 HAB.)
5190,Cisneros,1,-,1,5,-,5,6,79.74481658692186,0,21.114864864864867,402.5764895330112,0,96.15384615384616,60.386473429951685
5101,Ciudad Bolívar,-,-,-,12,1,13,13,0,0,0,346.12056533025674,10.315659170621004,98.77668870146645,49.405236955117246
5197,Cocorná,-,-,-,2,1,3,3,0,0,0,89.48545861297539,18.85014137606032,39.787798408488065,20.225173599406727
5209,Concordia,6,1,7,8,1,9,16,191.69329073482427,12.971851083149565,64.5816034689547,269.99662504218696,12.6806999746386,82.95695455802378,73.77351530800443
5212,Copacabana,4,-,4,19,2,21,25,44.71771939631079,0,10.071761299257208,221.88485343921522,5.962673662870431,49.87531172069825,30.5548765582987
5234,Dabeiba,7,-,7,16,1,17,24,138.55898653998418,0,58.764271323035594,337.55274261603375,14.583637159107482,146.5896352504958,102.08856182738525
5240,Ebéjico,1,-,1,3,-,3,4,68.30601092896175,0,16.20482903905364,212.6151665485471,0,50.31024652020795,32.96522169111587
5250,El Bagre,1,-,1,2,-,2,3,9.075233687267447,0,3.748266426777615,18.674136321195142,0,7.3618728604557,5.5714444898414
5148,El Carmen de Viboral,8,1,9,30,4,34,43,90.07994595203243,4.540707442219498,29.122443696608855,345.821325648415,17.389792191983307,107.33339647062537,68.71095060801201
5697,El Santuario,4,-,4,2,3,5,9,66.96802276912774,0,22.99246996608611,34.88574917146346,22.263450834879407,26.030820491461892,24.58680508127305
5264,Entrerríos,2,-,2,2,5,7,9,118.69436201780415,0,34.14717432132491,111.11111111111111,122.81994595922379,119.23011412025208,76.73942701227831
5266,Envigado,4,2,6,10,7,17,23,18.64541089824267,2.2210130040311387,5.381069397858334,49.426650850138394,6.336963508142999,13.007383603045257,9.496401689533727
5282,Fredonia,3,-,3,5,-,5,8,105.15247108307045,0,24.111879119112682,174.64198393293748,0,40.61078622482131,32.318009210632624
5284,Frontino,-,-,-,1,-,1,1,0,0,0,26.867275658248257,0,9.664637092877163,4.830917874396135
5308,Girardota,3,-,3,6,2,8,11,45.94180704441041,0,11.241428410836736,98.7004441519987,9.22807179439856,28.826751225136928,20.20610224287735
5310,Gómez Plata,-,-,-,7,-,7,7,0,0,0,573.7704918032787,0,140.64697609001408,70.55740348755165
5313,Granada,-,-,-,6,-,6,6,0,0,0,393.7007874015748,0,122.4239951030402,61.45022531749284
5318,Guarne,4,-,4,20,3,23,27,55.12679162072767,0,13.866259923042259,309.02348578491967,13.134851138353767,78.46615720524018,46.42445709176568
5321,Guatapé,-,-,-,1,-,1,1,0,0,0,93.45794392523365,0,22.46686137946529,11.482374555057985
5347,Heliconia,-,-,-,1,-,1,1,0,0,0,169.2047377326565,0,38.75968992248062,18.535681186283597
5353,Hispania,1,-,1,1,-,1,2,135.31799729364008,0,35.86800573888092,132.6259946949602,0,35.67606136282554,35.77177606868181
5360,Itagüí,11,1,12,50,18,68,80,35.393674185141094,0.93406439439935,8.68696520870434,169.09601271602014,14.719471407426791,44.77926456643135,27.586777657468776
5361,Ituango,1,-,1,6,-,6,7,24.624476729869492,0,5.885468777588135,159.53203935123636,0,55.56584552694943,25.1898233113822
5364,Jardín,1,-,1,6,3,9,10,51.3083632632119,0,13.548299688389108,336.1344537815126,52.96610169491525,120.82158679017317,67.43088334457181
5368,Jericó,8,-,8,10,4,14,22,495.9702417854929,0,117.54334410813989,645.9948320413437,74.73841554559044,202.8985507246377,160.51364365971108
5376,La Ceja,7,-,7,18,7,25,32,85.24111056989771,0,21.152509594173992,224.32701894317051,25.72772713907674,70.95821980018165,46.834979875594584
5380,La Estrella,4,-,4,16,3,19,23,47.60204688801619,0,10.934040401279283,203.74379218133197,9.652199092693285,48.80053423742744,30.456718354807528
5400,La Unión,-,-,-,1,1,2,2,0,0,0,33.244680851063826,12.004801920768308,17.639795378373613,8.932160242954758
5411,Liborina,-,-,-,1,-,1,1,0,0,0,73.74631268436578,0,20.403999183840032,9.910802775024777
5440,Marinilla,3,-,3,9,-,9,12,31.014163134498084,0,8.986609951172753,100.87424344317418,0,26.07939727615184,17.674870752507623
5001,Medellín,76,8,84,412,114,526,610,26.332748931098283,0.8838050458639581,7.036407545374358,147.47837043559812,10.751978269686022,39.2644851239108,24.07808562640916
5467,Montebello,2,-,2,3,1,4,6,239.23444976076553,0,59.32957579353308,355.8718861209964,41.203131437989285,122.32415902140671,90.34783918084626
5480,Mutatá,3,-,3,13,1,14,17,96.96186166774402,0,41.174855888004394,441.1265693926026,24.06159769008662,197.09981697874136,118.14580582389326
5483,Nariño,-,-,-,1,-,1,1,0,0,0,68.68131868131869,0,20.559210526315788,10.053282396702523
5495,Nechí,1,-,1,-,-,-,1,17.53463089601964,0,7.093204709887927,0,0,0,3.655772464721796
5490,Necoclí,4,-,4,15,-,15,19,42.9138504452312,0,18.36800293888047,169.85618842713168,0,67.14113065664026,43.066322136089575
5541,Peñol,-,-,-,6,2,8,8,0,0,0,207.32550103662751,24.277737314882252,71.86489399928135,36.74950617851073
5576,Pueblorrico,-,-,-,1,-,1,1,0,0,0,81.03727714748784,0,22.8675966155957,11.448196908986835
5579,Puerto Berrío,2,-,2,16,-,16,18,33.96739130434783,0,9.811135638950208,282.5357584319265,0,78.70916961826052,44.211922481762585
5591,Puerto Triunfo,-,-,-,7,2,9,9,0,0,0,253.16455696202533,34.46493193175943,105.04201680672269,47.44333157617291
5604,Remedios,1,-,1,3,-,3,4,18.12907904278463,0,6.7517385726824655,57.94861889124976,0,20.24564718585504,13.500286881096223
5607,Retiro,1,-,1,5,3,8,9,34.223134839151264,0,8.265829062654984,188.11136192626034,29.997000299970004,63.19614503515285,36.353354606777884
5615,Rionegro,4,2,6,20,1,21,27,24.1196333815726,3.736711320366945,8.558346527450897,128.10658467845246,1.745931978490118,28.811326967402042,18.88177908318473
5631,Sabaneta,5,-,5,13,3,16,21,58.795860771401685,0,12.210608576731463,161.55088852988692,7.695070025137229,34.01866774392448,23.868789852354485
5642,Salgar,2,-,2,15,4,19,21,76.65772326561901,0,21.81262951248773,570.342205323194,61.90034045187249,208.9749230092389,114.99917857729588
5647,San Andrés de Cuerquía,3,-,3,1,2,3,6,228.83295194508008,0,80.32128514056225,81.69934640522877,86.13264427217915,84.60236886632825,82.40626287597857
5649,San Carlos,1,-,1,8,3,11,12,41.00041000410004,0,12.417732522041476,350.2626970227671,54.80453050785532,141.78912090745038,75.89652773385617
5656,San Jerónimo,1,-,1,3,-,3,4,47.37091425864519,0,12.682308180088777,136.36363636363637,0,36.89129365469749,24.973465692701506
5659,San Juan de Urabá,1,-,1,1,-,1,2,22.24694104560623,0,9.689922480620154,23.668639053254438,0,9.407337723424272,9.546539379474941
5660,San Luis,1,-,1,11,1,12,13,43.066322136089575,0,15.49426712116517,499.09255898366604,22.396416573348265,179.9370220422852,99.06271431837233
5664,San Pedro de los Milagros,2,1,3,5,3,8,11,61.50061500615006,12.843565373747753,27.17883674578728,155.56938394523957,34.75037646241168,67.52764412931545,48.06641905178064
5665,San Pedro de Urabá,1,1,2,1,1,2,4,15.969338869370809,9.801999607920015,12.147716229348882,17.65536723163842,9.981036031540073,12.752662118217177,12.442840700531931
5667,San Rafael,2,-,2,4,2,6,8,86.76789587852494,0,25.529742149604292,195.59902200488995,34.57814661134164,76.63814024779666,51.07578369405605
5670,San Roque,-,-,-,5,1,6,6,0,0,0,157.67896562598548,13.328002132480341,56.21135469364812,27.78163633838033
5674,San Vicente Ferrer,-,-,-,3,-,3,3,0,0,0,103.05736860185503,0,27.782922763474716,13.351729048911835
5679,Santa Bárbara,4,-,4,11,2,13,17,118.8001188001188,0,29.65818936753911,361.961171437973,18.76172607879925,94.89743776918023,62.532185683807846
5042,Santa Fé de Antioquia,1,-,1,10,3,13,14,25.7864878803507,0,7.460459564309162,273.2987154960372,30.184123151222455,95.60229445506693,51.8480112584253
5686,Santa Rosa de Osos,-,-,-,15,2,17,17,0,0,0,263.2964718272775,14.98576352465158,89.27164837473087,44.89159998943727
5690,Santo Domingo,2,-,2,4,-,4,6,118.55364552459987,0,31.338138514572233,255.59105431309905,0,67.31740154830024,48.685491723466406
5736,Segovia,3,-,3,15,3,18,21,43.6808386721025,0,15.261738820776312,232.2700526478786,22.61761158021713,91.26863401277761,53.32791589425836
5756,Sonsón,2,-,2,8,4,12,14,36.69724770642202,0,10.855995223362102,156.89350853108454,30.527360146531326,65.92682122843644,38.225255972696246
5790,Tarazá,1,-,1,12,1,13,14,17.62114537444934,0,7.221780891167762,220.4261572373255,11.488970588235293,91.88577890867967,50.00893016610108
5809,Titiribí,-,-,-,1,-,1,1,0,0,0,82.71298593879239,0,18.351991191044227,9.329228472805298
5819,Toledo,-,-,-,1,1,2,2,0,0,0,125.47051442910914,63.41154090044388,84.24599831508003,39.6589331746976
5837,Turbo,1,1,2,12,3,15,17,3.7999696002431977,2.756415557209405,3.1951433820592694,47.10870333294076,7.121999857560002,22.190662169359133,13.057738246115324
5842,Uramita,1,-,1,9,-,9,10,80.97165991902834,0,28.18489289740699,791.55672823219,0,268.5765443151298,144.94854326714017
5847,Urrao,-,-,-,11,1,12,12,0,0,0,211.53846153846152,9.709680551509855,77.42434995806181,38.8651379712398
5854,Valdivia,1,-,1,10,-,10,11,37.07823507601038,0,14.19849495953429,397.7724741447892,0,141.66312508853946,78.003120124805
5856,Valparaíso,-,-,-,1,-,1,1,0,0,0,138.50415512465375,0,31.347962382445143,15.451174289245982
5858,Vegachí,1,-,1,1,-,1,2,50.05005005005005,0,16.772895001677288,56.561085972850684,0,16.45548790521639,16.61267547138467
5861,Venecia,1,-,1,10,1,11,12,76.21951219512195,0,17.513134851138354,804.5052292839904,20.999580008399832,183.18068276436304,102.43277848911652
5885,Yalí,1,-,1,1,-,1,2,82.57638315441783,0,25.195263290501387,87.41258741258741,0,26.939655172413794,26.038276266111183
5887,Yarumal,3,-,3,20,5,25,28,45.39951573849879,0,14.450867052023122,305.9039461609055,32.50975292587776,114.06150196185783,65.60757298842495
5890,Yolombó,1,-,1,9,3,12,13,27.54820936639118,0,8.34306691139663,268.65671641791045,36.74219228413962,104.21189752496743,55.31679502999873
5893,Yondó,1,-,1,9,-,9,10,25.86652871184687,0,9.689922480620154,239.55283470854403,0,91.93054136874362,49.72650422675286
5895,Zaragoza,-,-,-,1,1,2,2,0,0,0,19.727756954034326,12.784454103809768,15.514700178419051,7.7811928568649575
81,Arauca,39,2,41,158,29,187,228,75.08663842895649,2.0904757922903254,27.775519605452132,316.13277576582163,30.016043057496244,127.56320176814876,77.4967199853164
81001,Arauca,16,1,17,59,12,71,88,102.6167265264238,3.076449776957391,35.34523982784789,388.18343312060006,35.80165881019154,145.7396801937722,90.8959448013717
81065,Arauquita,5,-,5,22,1,23,28,45.91789879695106,0,17.081169718502323,221.23893805309734,5.884776084269993,85.3844154879905,49.81408671209237
81220,Cravo Norte,-,-,-,5,-,5,5,0,0,0,794.912559618442,0,252.39777889954567,120.68549360366883
81300,Fortul,3,1,4,11,1,12,16,78.84362680683311,16.002560409665545,39.78516013526954,288.25995807127885,15.928639694170117,118.8825044580939,79.41234862021044
81591,Puerto Rondón,-,-,-,6,-,6,6,0,0,0,756.6204287515762,0,252.4190155658393,121.97601138442774
81736,Saravena,5,-,5,27,8,35,40,45.96433167861739,0,16.200628584389072,248.55012427506213,37.59751856377479,108.89518061043526,63.488032505872646
81794,Tame,10,-,10,28,7,35,45,108.34236186348862,0,40.61408496466575,320.54951345163136,44.83730463745837,143.754877397626,91.89487226612755
88,"Archipiélago de San Andrés, Providencia y Santa Catalina",3,-,3,20,5,25,28,34.62204270051933,0,9.759906304899474,239.23444976076553,20.33016182808815,75.86332463433877,43.961565031715125
88001,San Andrés,3,-,3,20,5,25,28,38.61003861003861,0,10.833062506770663,267.379679144385,22.461814914645103,84.06186953597849,48.75245938746017
8,Atlántico,92,4,96,586,94,680,776,22.17118565235099,0.43906203178150516,7.239895443843299,146.05089350247988,9.448071789263775,48.705647419818334,28.507109144022618
8078,Baranoa,1,-,1,10,4,14,15,9.670244657189826,0,2.9891791713995337,100.71507704703394,16.901170406050618,41.67162757471128,22.371364653243848
8001,Barranquilla,46,2,48,313,58,371,419,25.62217320589087,0.4638778331338659,7.860090391039496,177.29391706269863,11.908990671975065,55.909700559097,32.88208750245242
8137,Campo de la Cruz,1,-,1,6,-,6,7,23.86634844868735,0,8.491126772522714,151.13350125944584,0,50.89058524173028,29.70255017609369
8141,Candelaria,2,-,2,7,-,7,9,64.04098623118796,0,22.880677268047137,242.38227146814404,0,82.80104092737166,52.340796743239316
8296,Galapa,2,-,2,18,3,21,23,17.01982809973619,0,5.950432893993038,166.77476141943853,13.264358668258389,62.85543250523796,34.31760194565882
8372,Juan de Acosta,-,-,-,4,-,4,4,0,0,0,123.60939431396785,0,36.41992169716835,17.58087201125176
8421,Luruaco,1,-,1,5,-,5,6,18.975332068311197,0,6.615506747816882,96.46922631680494,0,32.89906566653507,19.792834993732267
8433,Malambo,6,-,6,26,2,28,34,25.58526288857618,0,8.661258192106708,113.45289523061483,4.221635883905013,39.83383599840665,24.36123411145981
8436,Manatí,1,-,1,7,1,8,9,23.86634844868735,0,9.138261902586128,185.72565667285753,14.858841010401187,76.19773311743975,41.97369648353698
8520,Palmar de Varela,-,-,-,7,-,7,7,0,0,0,148.33651197287563,0,45.21963824289406,22.552999548940008
8549,Piojó,-,-,-,1,1,2,2,0,0,0,95.32888465204957,42.86326618088298,59.13660555884093,28.21272393849626
8558,Polonuevo,1,-,1,8,1,9,10,31.289111389236545,0,10.12555690562981,261.6088947024199,15.126304643775526,93.0809804529941,51.16398055768739
8560,Ponedera,1,-,1,5,-,5,6,21.477663230240548,0,7.628346937218705,115.10128913443832,0,39.62279102940011,23.32089552238806
8573,Puerto Colombia,1,-,1,6,3,9,10,12.738853503184712,0,3.8309772823047155,80.31053406505153,14.9439601494396,32.6726203441516,18.63967641521743
8606,Repelón,1,-,1,1,-,1,2,20.169423154497782,0,7.1199715201139195,21.496130696474633,0,7.113893433876361,7.116931179275497
8634,Sabanagrande,2,-,2,12,3,15,17,35.810205908683976,0,11.452130096197893,214.24745581146223,24.960479241201433,85.1305334846765,48.45513624444191
8638,Sabanalarga,3,1,4,23,2,25,29,18.05923428846617,3.0294768093550246,8.061103161967715,144.57225469859827,5.7939105999594425,49.57563258507178,28.98579695948985
8675,Santa Lucía,1,-,1,3,-,3,4,31.94888178913738,0,11.730205278592376,101.11223458038423,0,34.96911061895326,23.386342376052387
8685,Santo Tomás,2,-,2,6,1,7,9,42.61666311527807,0,12.658227848101266,130.77593722755014,8.61178091629349,43.20987654320988,28.124999999999996
8758,Soledad,20,1,21,108,14,122,143,18.89144972985227,0.4580243577353444,6.4775429754130975,107.16199321307376,5.832312678614576,35.79560124873835,21.503080353853488
8770,Suan,-,-,-,1,-,1,1,0,0,0,45.998160073597056,0,15.566625155666252,7.954183900731785
8832,Tubará,-,-,-,3,1,4,4,0,0,0,107.87486515641855,15.795293002685199,43.89815627743635,21.224663058473947
8849,Usiacurí,-,-,-,6,-,6,6,0,0,0,314.6303093864709,0,93.603744149766,45.64820450395618
11,"Bogotá, D.C.",495,48,543,2494,478,2972,3515,54.53253499170996,1.7142104114712104,14.644652759910224,284.59306273029046,15.127645043417607,73.6351300024256,45.39024309929487
11001,"Bogotá, D.C.",495,48,543,2494,478,2972,3515,54.53253499170996,1.7142104114712104,14.644652759910224,284.59306273029046,15.127645043417607,73.6351300024256,45.39024309929487
13,Bolívar,67,8,75,468,80,548,623,18.535219683850016,1.1110324129818583,6.934652458334296,136.09754820848516,10.587892744646497,49.84305803532854,28.56519283109947
13030,Altos del Rosario,-,-,-,8,-,8,8,0,0,0,343.0531732418525,0,143.80729822038467,69.05481225722917
13052,Arjona,2,-,2,16,-,16,18,16.342539630658603,0,5.488624825050083,133.4445371142619,0,42.905794963932316,24.413400244134003
13074,Barranco de Loba,-,-,-,3,-,3,3,0,0,0,100.1001001001001,0,40.49676025917927,19.761544035307292
13140,Calamar,-,-,-,3,-,3,3,0,0,0,78.55459544383346,0,26.20774001921901,12.988699831146901
13001,Cartagena de Indias,38,2,40,253,54,307,347,24.27618633889556,0.590777374408115,8.079681822129844,168.78143804453697,14.070964564620907,57.526509977195516,33.730714196839614
13188,Cicuco,3,-,3,11,1,12,15,107.10460549803642,0,41.50525733259546,416.50889814464216,22.558087074216107,169.63528413910092,104.88043630261501
13222,Clemencia,-,-,-,4,1,5,5,0,0,0,145.1378809869376,20.48340843916428,65.46216286986123,32.35617679415
13212,Córdoba,1,-,1,4,-,4,5,35.1741118536757,0,11.428571428571429,153.55086372360844,0,51.78663904712584,30.350855894136213
13244,El Carmen de Bolívar,2,1,3,21,2,23,26,15.807777426493836,4.032258064516129,8.010253123998718,176.32241813602013,8.608444884431627,65.44688842728281,35.81513878366278
13248,El Guamo,-,-,-,1,1,2,2,0,0,0,80,33.433634236041456,47.15868898844612,22.26179875333927
13268,El Peñón,-,-,-,2,-,2,2,0,0,0,136.79890560875512,0,52.083333333333336,24.76780185758514
13300,Hatillo de Loba,-,-,-,1,-,1,1,0,0,0,39.308176100628934,0,15.723270440251572,7.68521364893944
13430,Magangué,14,1,15,45,4,49,64,56.89437964806763,2.195196909162752,21.379398811305425,195.5501477490005,8.513717727688737,70.00500035716837,45.66340363594852
13433,Mahates,-,-,-,7,-,7,7,0,0,0,149.5726495726496,0,48.84175272118336,23.84602282405042
13442,María la Baja,-,-,-,14,2,16,16,0,0,0,163.3605600933489,12.942470717660003,66.60283894601007,33.01896526817591
13468,Mompós,-,-,-,2,1,3,3,0,0,0,24.940765681506424,6.501527859046876,12.820512820512821,6.464402689191518
13458,Montecristo,-,-,-,1,-,1,1,0,0,0,30.67484662576687,0,12.623074981065388,5.680527152919791
13473,Morales,-,-,-,2,-,2,2,0,0,0,47.85833931562575,0,18.256503879507072,8.566044200788077
13490,Norosí,-,-,-,1,-,1,1,0,0,0,51.440329218107,0,21.4638334406525,10.047221943132724
13549,Pinillos,-,-,-,2,-,2,2,0,0,0,43.67765887748416,0,17.027073046143368,8.095199546668825
13620,San Cristóbal,-,-,-,2,-,2,2,0,0,0,147.92899408284023,0,46.8055230517201,23.339946318123467
13650,San Fernando,1,-,1,3,-,3,4,40.16064257028113,0,14.887598630340925,132.7433628318584,0,47.55865567533291,30.71017274472169
13655,San Jacinto del Cauca,1,-,1,-,1,1,2,50.505050505050505,0,17.72735330615139,0,32.23726627981947,19.99200319872051,18.79169407122052
13654,San Jacinto,1,-,1,4,1,5,6,25.35496957403651,0,7.973845785822502,104.0582726326743,12.244398187829068,41.62850720173175,24.437927663734115
13657,San Juan Nepomuceno,1,1,2,2,1,3,5,16.998130205677377,7.2500543754078155,10.164667615368977,35.34817956875221,7.578628268283441,15.912586856203259,12.977237924680113
13667,San Martín de Loba,-,-,-,16,1,17,17,0,0,0,604.001510003775,22.527596305474205,239.84198645598192,114.1169362958985
13673,Santa Catalina,-,1,1,4,2,6,7,0,20.70393374741201,13.442667025137789,164.13623307345097,39.43217665615142,79.9041150619257,46.82900722504683
13688,Santa Rosa del Sur,-,-,-,2,-,2,2,0,0,0,31.39224611520954,0,11.89131339556454,5.785697755149271
13683,Santa Rosa,-,-,-,3,2,5,5,0,0,0,79.28118393234672,26.641800985746638,44.28305730227615,22.31246374224642
13744,Simití,-,-,-,-,1,1,1,0,0,0,0,17.114495978093444,11.015642211940955,5.22384161312229
13760,Soplaviento,-,-,-,4,-,4,4,0,0,0,245.09803921568627,0,72.55577725376384,36.903773410831256
13780,Talaigua Nuevo,-,-,-,5,-,5,5,0,0,0,202.34722784297855,0,76.30093087135663,37.93338896897048
13810,Tiquisio,-,-,-,2,-,2,2,0,0,0,50.645733096986575,0,22.14103841470165,10.507512871703268
13836,Turbaco,2,2,4,13,5,18,22,11.2139052425007,5.244250989852374,7.14643035803616,76.91397467755294,12.325592861016615,31.321779077051577,19.393511988716504
13838,Turbaná,-,-,-,1,-,1,1,0,0,0,37.93626707132018,0,11.738466956215518,5.743165632896853
13873,Villanueva,1,-,1,2,-,2,3,22.143489813994687,0,7.753741180119407,45.93477262287551,0,16.215339711366955,11.890135151202886
13894,Zambrano,-,-,-,4,-,4,4,0,0,0,207.14655618850335,0,69.68641114982579,32.462262619704596
15,Boyacá,32,11,43,323,88,411,454,17.8957905745108,2.539002541310725,7.02552389168276,192.1761118548267,19.022831721436567,65.16806542810345,36.532443465239055
15022,Almeida,-,-,-,1,-,1,1,0,0,0,588.2352941176471,0,115.74074074074073,55.34034311012728
