 DIVIPOLA,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE ,Menores de Edad (<18 años)/Hombre/VIOLENCIA DE PAREJA (CASOS),Mayores de Edad (>18 años)/Hombre/VIOLENCIA DE PAREJA (CASOS),TOTAL/HOMBRE/VIOLENCIA DE PAREJA (CASOS),Menores de Edad (<18 años)/Mujer/VIOLENCIA DE PAREJA (CASOS),Mayores de Edad (>18 años)/Mujer/VIOLENCIA DE PAREJA (CASOS),TOTAL/MUJER/VIOLENCIA DE PAREJA (CASOS),/TOTAL/VIOLENCIA DE PAREJA (CASOS),Menores de Edad (<18 años)/Hombre (Tasa x 100.000 Hab.)/VIOLENCIA DE PAREJA (TASAS),Mayores de Edad (>18 años)/Hombre (Tasa x 100.000 Hab.)/VIOLENCIA DE PAREJA (TASAS),TOTAL/HOMBRE (TASA X 100.000 HAB.)/VIOLENCIA DE PAREJA (TASAS),Menores de Edad (<18 años)/Mujer (Tasa x 100.000 Hab.)/VIOLENCIA DE PAREJA (TASAS),Mayores de Edad (>18 años)/Mujer (Tasa x 100.000 Hab.)/VIOLENCIA DE PAREJA (TASAS),TOTAL/MUJER (TASA X 100.000 HAB.)/VIOLENCIA DE PAREJA (TASAS),(TASA X 100.000 HAB.)/TOTAL/VIOLENCIA DE PAREJA (TASAS)
52254,El Peñol,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,68.61063464837049,59.8623166716552,29.801817910892566
52258,El Tablón de Gómez,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.758206715438003,16.129032258064516,7.9636855936927615
52260,El Tambo,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,54.80453050785532,48.192771084337345,24.539877300613497
52520,Francisco Pizarro,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,22.593764121102577,17.674089784376104,0.0,22.727272727272727,18.188432157148053,17.92757260666906
52287,Funes,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,225.7336343115124,36.496350364963504,62.833804586867736,31.665611146295124
52320,Guaitarilla,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.588660492432798,19.766752322593398,9.953219866626855
52354,Imués,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,64.55777921239509,57.12653527563553,29.895366218236177
52356,Ipiales,0.0,1.0,1.0,1.0,46.0,47.0,48.0,0.0,2.532030181799767,2.141419332733736,14.432096983691729,102.9174870234473,91.04116222760291,48.81868942160023
52385,La Llanada,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,42.680324370465215,36.68378576669112,18.58390633711206
52399,La Unión,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,16.257519102584943,14.238929232521716,7.221780891167762
52001,Pasto,0.0,46.0,46.0,4.0,382.0,386.0,432.0,0.0,32.91898351903934,28.588119771792226,19.409937888198755,233.57485707297684,209.60831482517256,125.19598097716623
52560,Potosí,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,26.03488674824265,22.857142857142858,11.77440244907571
52585,Pupiales,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.421690222094028,12.830382345393893,6.652474720596062
52678,Samaniego,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.217439395335974,8.076239702794378,4.0934954357525895
52835,San Andrés de Tumaco,0.0,12.0,12.0,1.0,104.0,105.0,117.0,0.0,15.00168768986511,11.95457262402869,5.057145746940427,121.36063947721571,99.55531957257583,56.83777914879353
52696,Santa Bárbara,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25.900025900025902,20.181634712411707,9.886307464162135
52786,Taminango,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,28.10567734682406,24.786218862312552,12.492192379762647
52788,Tangua,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,19.036740909956215,16.795431642593215,8.54481756814492
52838,Túquerres,0.0,2.0,2.0,0.0,13.0,13.0,15.0,0.0,12.32134056185313,10.555760806460125,0.0,74.7599056875036,65.22502634087603,38.58223159627553
52885,Yacuanquer,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,46.62004662004662,40.51863857374392,20.863759649488838
54,Norte de Santander,0.0,56.0,56.0,11.0,581.0,592.0,648.0,0.0,10.248170427074202,8.517447077755167,10.43079169708981,99.91092279172786,86.17489719422103,48.19818379127806
54003,Ábrego,0.0,1.0,1.0,0.0,6.0,6.0,7.0,0.0,9.070294784580499,7.359434795407713,0.0,54.0784136998648,44.12738103993528,25.749494206363803
54128,Cáchira,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,56.72149744753262,46.008741660915575,21.76515398846447
54125,Cácota,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,108.57763300760044,91.65902841429882,41.77109440267335
54172,Chinácota,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,172.41379310344828,146.6992665036675,75.38635506973237
54174,Chitagá,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,99.32952570151478,82.16926869350863,39.45551390806865
54206,Convención,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.926201760324982,13.422818791946307,6.502373366278691
54001,Cúcuta,0.0,37.0,37.0,6.0,351.0,357.0,394.0,0.0,14.032160194174756,11.795648362158285,12.444776305145915,120.02421001159207,104.79841716228195,60.2143569977794
54223,Cucutilla,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.4735721887194,29.325513196480937,13.96063102052213
54239,Durania,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,58.927519151443725,50.838840874428065,24.53385672227674
