CÓDIGOS,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE ,Menores de Edad (<18 años)/Hombre/VIOLENCIA INTERPERSONAL (CASOS),Mayores de Edad (>18 años)/Hombre/VIOLENCIA INTERPERSONAL (CASOS),TOTAL/HOMBRE/VIOLENCIA INTERPERSONAL (CASOS),Menores de Edad (<18 años)/Mujer/VIOLENCIA INTERPERSONAL (CASOS),Mayores de Edad (>18 años)/Mujer/VIOLENCIA INTERPERSONAL (CASOS),TOTAL/MUJER/VIOLENCIA INTERPERSONAL (CASOS),/TOTAL/VIOLENCIA INTERPERSONAL (CASOS),Menores de Edad (<18 años)/Hombre (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),Mayores de Edad (>18 años)/Hombre (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),TOTAL/HOMBRE (TASA X 100.000 HAB.)/VIOLENCIA INTERPERSONAL (TASAS),Menores de Edad (<18 años)/Mujer (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),Mayores de Edad (>18 años)/Mujer (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),TOTAL/MUJER (TASA X 100.000 HAB.)/VIOLENCIA INTERPERSONAL (TASAS),(TASA X 100.000 HAB.)/TOTAL/VIOLENCIA INTERPERSONAL (TASAS)
85430,Trinidad,2,7,9,-,3,3,12.0,79.96801279488204,162.33766233766235,132.1003963011889,0.0,70.70469007777515,45.20795660036166,89.22596475574393
85440,Villanueva,-,25,25,-,2,2,27.0,0.0,203.23550930818635,136.6642978188378,0.0,16.380016380016382,11.178804985747023,74.61861596285651
85001,Yopal,24,239,263,12,134,146,409.0,88.02171202229883,394.3959471278404,299.32282478802705,44.97245437169733,212.22679759265125,162.54188793516136,230.17874026383325
19,Cauca,53,530,583,38,332,370,953.0,23.50530643380152,103.43057759147264,79.0077815211234,17.558775691261275,61.75376986304427,49.06934028261287,63.87669184422667
19022,Almaguer,-,1,1,1,-,1,2.0,0.0,15.167602002123465,11.053387863380125,40.88307440719542,0.0,10.95290251916758,11.00291577267976
19050,Argelia,-,2,2,-,-,-,2.0,0.0,20.460358056265985,14.371945961483185,0.0,0.0,0.0,7.522190461862494
19075,Balboa,-,1,1,-,1,1,2.0,0.0,13.073604392731077,9.301460329271697,0.0,13.020833333333334,9.358038555118847,9.329663665624853
19100,Bolívar,-,5,5,1,5,6,11.0,0.0,35.842293906810035,26.67520273154076,22.624434389140273,36.153289949385396,32.87671232876713,29.734551548899823
19110,Buenos Aires,-,4,4,1,4,5,9.0,0.0,38.05537056417087,25.087807325639737,19.496977968414896,36.44314868804665,31.04625892579944,28.08199943836001
19130,Cajibío,1,8,9,-,1,1,10.0,14.634860237084736,53.12084993359893,41.10903028365231,0.0,6.855419208884624,4.7755491881566385,23.346485186655148
19137,Caldono,-,3,3,-,1,1,4.0,0.0,22.615906520919715,14.114326040931546,0.0,7.843137254901961,4.874482086278333,9.576250897773521
19142,Caloto,1,15,16,1,4,5,21.0,20.81165452653486,146.82850430696948,106.51754210771587,22.222222222222225,37.40065451145395,32.90556103981573,69.49960285941224
19212,Corinto,-,9,9,-,-,-,9.0,0.0,100.1780943900267,70.45009784735812,0.0,0.0,0.0,35.37735849056604
19256,El Tambo,1,5,6,1,5,6,12.0,13.257324671881214,25.006251562890725,21.78807466046917,13.871549452073797,26.28535380086216,22.873699058366057,22.317692350610947
19290,Florencia,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,51.73305742369374,38.565368299267256,18.857250612860643
19300,Guachené,-,16,16,-,14,14,30.0,0.0,249.33769674302633,172.00602021070736,0.0,179.05102954341987,130.6213845866766,149.85014985014985
19318,Guapí,1,8,9,1,2,3,12.0,17.5284837861525,99.52724558347848,65.48788474132286,18.528812303131367,23.37540906965872,21.50075252633842,43.327556325823224
19355,Inzá,-,3,3,-,1,1,4.0,0.0,31.952284588348064,20.177562550443906,0.0,10.851871947911015,6.862005077883757,13.586495023946199
19392,La Sierra,-,2,2,-,4,4,6.0,0.0,49.15212582944212,36.75794890645102,0.0,104.03120936280884,76.71653241273494,56.311590802440165
19397,La Vega,-,2,2,-,-,-,2.0,0.0,21.961128802020426,15.975716910296349,0.0,0.0,0.0,8.116224332440549
19418,López de Micay,-,1,1,-,-,-,1.0,0.0,18.737118231216037,10.431879824744419,0.0,0.0,0.0,5.282062117050496
19450,Mercaderes,-,1,1,-,-,-,1.0,0.0,11.68360789811894,8.598452278589853,0.0,0.0,0.0,4.329566610382301
19455,Miranda,1,6,7,-,1,1,8.0,22.32142857142857,53.53796734183992,44.62293618920125,0.0,8.31739166597355,6.099420555047271,24.936101240571038
19473,Morales,-,3,3,-,2,2,5.0,0.0,22.57166503649086,14.817741776153314,0.0,15.38935056940597,10.081661457808247,12.473805009480092
19513,Padilla,-,4,4,-,5,5,9.0,0.0,119.65300628178284,84.8356309650053,0.0,127.7791975466394,94.75080538184574,90.0720576461169
19517,Páez,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,7.518231711901361,4.366430879399179,2.1394035342946385
19532,Patía,8,25,33,6,19,25,58.0,151.6012886109532,193.36375589759456,181.25892562891354,115.16314779270634,134.9623526069044,129.6142679386147,154.69141729343363
19533,Piamonte,-,1,1,-,1,1,2.0,0.0,32.299741602067186,20.964360587002094,0.0,37.16090672612412,22.276676319893074,21.600604816934876
19548,Piendamó,1,3,4,2,1,3,7.0,16.616816218012627,20.442930153321974,19.33020828299425,34.170510849137194,6.539794650447976,14.188422247446084,16.731601214236203
19001,Popayán,30,271,301,16,185,201,502.0,76.02635580334517,231.79232775948338,192.48601119104717,42.47073500915775,140.7604105638786,118.86317134037444,154.23516869087524
19573,Puerto Tejada,4,21,25,2,15,17,42.0,66.30200563567048,157.3505170088416,129.00562464523452,34.66204506065858,90.12256669069934,75.84545373427322,100.49529825568875
19585,Puracé,-,2,2,-,1,1,3.0,0.0,33.59650596337981,22.84669865204478,0.0,16.54807214959457,11.344299489506524,17.075530764414594
19622,Rosas,-,3,3,-,1,1,4.0,0.0,66.38636866563398,50.830227041680786,0.0,23.16423442205235,17.739932588256163,34.66504896438166
19693,San Sebastián,-,1,1,-,3,3,4.0,0.0,24.00384061449832,18.13236627379873,0.0,72.01152184349496,54.08328826392645,36.15982643283312
19701,Santa Rosa,-,3,3,1,2,3,6.0,0.0,152.5165226232842,106.49627263045794,118.76484560570071,116.0092807424594,116.91348402182386,111.4620100315809
19698,Santander de Quilichao,1,54,55,2,33,35,90.0,6.019382411364594,140.39831522021734,99.86382206082615,12.855122766422419,77.88897280966768,60.421917619031184,79.6453128733374
19743,Silvia,1,6,7,1,4,5,12.0,15.386982612709648,48.38709677419355,37.038996772316,15.915963711602739,31.053489635897837,26.09058651638489,31.526679452486665
19760,Sotara,-,2,2,-,2,2,4.0,0.0,38.46153846153846,28.32058906825262,0.0,37.94346423828495,27.979854504756577,28.149190710767066
19780,Suárez,-,4,4,-,1,1,5.0,0.0,36.26802067277178,24.32350258437215,0.0,9.243852837862821,6.218518748834027,15.372317530590912
19785,Sucre,1,2,3,-,2,2,5.0,73.42143906020557,56.36978579481398,61.099796334012225,0.0,55.370985603543744,42.02563563773902,51.711655807218946
19807,Timbío,1,19,20,-,6,6,26.0,20.990764063811923,143.91758824420543,111.32138483802738,0.0,43.59514640703335,32.74930407728836,71.65100449196682
19809,Timbiquí,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,13.157894736842104,7.594167679222356,3.7584094411245164
19821,Toribío,-,1,1,-,-,-,1.0,0.0,8.303578842481109,5.403652869339673,0.0,0.0,0.0,2.72524118384477
19824,Totoró,-,5,5,1,-,1,6.0,0.0,61.18453255017131,39.01373283395755,22.391401701746528,0.0,7.814942169427946,23.426518819303453
19845,Villa Rica,1,8,9,1,3,4,13.0,32.701111837802486,117.16461628588166,91.0378312765527,32.74394237066143,35.7653791130186,34.958923265163435,60.95273818454614
20,Cesar,82,563,645,38,307,345,990.0,35.234719089053606,138.24092717183126,100.78361211590897,17.004291346158148,71.07649636861613,52.63944876579565,76.4250374598479
20011,Aguachica,3,51,54,6,31,37,91.0,15.087507543753771,134.88138372431303,93.59563220383049,31.173689406141214,74.32270438743707,60.69852518988796,76.69487239995955
20013,Agustín Codazzi,1,12,13,4,10,14,27.0,8.545547769612032,57.811822517704876,40.05052527804307,35.0938761186173,48.033046736154475,43.45531862060403,41.74655204403488
20032,Astrea,1,2,3,-,1,1,4.0,23.820867079561694,30.40900106431504,27.842227378190255,0.0,15.75795776867318,9.72100709633518,18.991548760801443
20045,Becerril,-,2,2,-,-,-,2.0,0.0,28.739761459979885,16.903313049357674,0.0,0.0,0.0,8.58074480864939
20060,Bosconia,4,10,14,-,2,2,16.0,48.088482808367395,74.31076763022962,64.29391504018369,0.0,14.6864444118079,9.2803118184771,36.92932650140793
20175,Chimichagua,-,5,5,-,2,2,7.0,0.0,45.943214187264545,27.595341906286215,0.0,18.057060310581438,11.043622308117063,19.321537994424357
20178,Chiriguaná,3,29,32,2,13,15,47.0,53.52363960749331,318.64630260410945,217.5982592139263,37.27171077152441,135.98326359832635,100.49577917727456,158.6123110151188
20228,Curumaní,-,4,4,-,1,1,5.0,0.0,32.54943445357637,20.302507359658918,0.0,7.742934572202865,5.008765339343852,12.604936092974008
20238,El Copey,-,2,2,-,-,-,2.0,0.0,20.112630732099756,12.618296529968456,0.0,0.0,0.0,6.3191153238546605
20250,El Paso,-,7,7,1,12,13,20.0,0.0,59.18160297598918,34.469174709474096,12.338062924120914,96.42426677380475,63.2603406326034,48.95002202750991
20295,Gamarra,-,6,6,-,-,-,6.0,0.0,109.86998718183483,75.54772097708386,0.0,0.0,0.0,37.821482602118
20383,La Gloria,-,1,1,-,3,3,4.0,0.0,16.178611875101115,10.52188552188552,0.0,50.9078567792296,33.54203935599284,21.682567215958368
20400,La Jagua de Ibirico,3,17,20,-,13,13,33.0,30.175015087507543,110.34661820070102,78.90168849613381,0.0,81.28556243356469,50.78521759512462,64.77446708279354
20621,La Paz,1,16,17,-,2,2,19.0,18.08972503617945,172.09852640636765,114.67116357504216,0.0,21.081479919890377,13.533631073216943,64.18268418741344
20443,Manaure Balcón del Cesar,-,1,1,-,4,4,5.0,0.0,27.59381898454746,18.224895206852562,0.0,113.57183418512209,74.79431563201196,46.14674665436087
20517,Pailitas,-,1,1,-,-,-,1.0,0.0,16.10305958132045,10.345541071798054,0.0,0.0,0.0,5.074854097944685
20550,Pelaya,1,7,8,-,2,2,10.0,23.529411764705884,100.76291924571757,71.44770920782352,0.0,27.658691743880514,18.02776275464215,44.86115472612265
20570,Pueblo Bello,1,7,8,-,1,1,9.0,14.16029453412631,89.41116362242943,53.7237257403801,0.0,13.32267519317879,6.874742197167606,30.57376770730713
20614,Río de Oro,-,5,5,-,2,2,7.0,0.0,79.50389569088885,55.49389567147614,0.0,32.346757237586935,22.771262666514858,39.341313999887596
20710,San Alberto,-,2,2,-,-,-,2.0,0.0,21.468441391155004,14.117314886708549,0.0,0.0,0.0,7.029135767757355
20750,San Diego,2,3,5,-,-,-,5.0,53.61930294906167,45.82951420714941,48.65706500583885,0.0,0.0,0.0,24.42598925256473
20770,San Martín,-,2,2,-,-,-,2.0,0.0,20.852882911062455,13.677084045681461,0.0,0.0,0.0,6.951927421877715
20787,Tamalameque,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,19.428793471925395,12.21597849987784,6.177033788374823
20001,Valledupar,62,371,433,25,207,232,665.0,68.13111943824792,220.2630094695283,166.90050725419755,28.80184331797235,110.8611825192802,84.82012284293653,124.77577886354597
27,Chocó,14,209,223,14,96,110,333.0,12.82532819098746,130.90972865983514,82.95791466867055,13.337779259753251,56.14429082742648,39.86186053422141,61.12738727228671
27050,Atrato,-,1,1,1,3,4,5.0,0.0,52.43838489774515,31.89792663476874,100.80645161290322,144.16146083613646,130.16596160104132,80.54123711340206
27075,Bahía Solano,-,2,2,-,2,2,4.0,0.0,61.95786864931846,38.40245775729647,0.0,62.77463904582549,39.4399526720568,38.914291273470184
27077,Bajo Baudó,-,1,1,-,1,1,2.0,0.0,11.889192723814054,6.520605112154407,0.0,11.74674027957242,6.606765327695561,6.563402467839328
27099,Bojayá,1,2,3,-,-,-,3.0,32.520325203252035,62.44146113019045,47.785919082510354,0.0,0.0,0.0,24.33879604088918
27160,Cértegui,-,-,-,-,4,4,4.0,0.0,0.0,0.0,0.0,195.1219512195122,129.5756397797214,69.44444444444444
27205,Condoto,-,7,7,-,6,6,13.0,0.0,200.34344590726963,119.71951428082777,0.0,138.69625520110958,92.02453987730061,105.11846041885663
27245,El Carmen de Atrato,-,1,1,-,-,-,1.0,0.0,37.993920972644375,24.563989191844755,0.0,0.0,0.0,12.177301509985387
27250,El Litoral del San Juan,-,1,1,-,-,-,1.0,0.0,15.97444089456869,8.593280054996992,0.0,0.0,0.0,4.36871996505024
27361,Istmina,1,13,14,1,6,7,21.0,17.445917655268666,142.34096134895435,94.18096199125462,17.68033946251768,58.3373845405931,43.91192522426448,68.16853859637733
27372,Juradó,-,1,1,-,1,1,2.0,0.0,51.51983513652757,28.546959748786755,0.0,54.4069640914037,29.958058717795087,29.235491887151
27413,Lloró,1,2,3,-,2,2,5.0,42.40882103477523,76.21951219512195,60.21678040947411,0.0,84.49514152936206,40.55972419387548,50.43881771411277
27425,Medio Atrato,-,1,1,-,1,1,2.0,0.0,28.74389192296637,17.705382436260624,0.0,28.901734104046245,18.93222264293828,18.298261665141812
27430,Medio Baudó,-,1,1,-,-,-,1.0,0.0,23.19647413593134,12.682308180088777,0.0,0.0,0.0,6.376331059108589
27450,Medio San Juan,-,1,1,-,1,1,2.0,0.0,31.94888178913738,19.022256039566294,0.0,28.145229383619476,17.95654516071108,18.474043968224645
27491,Nóvita,-,3,3,-,-,-,3.0,0.0,108.26416456153014,65.94856012310397,0.0,0.0,0.0,32.948929159802304
27495,Nuquí,-,1,1,-,-,-,1.0,0.0,21.404109589041095,12.042389210019268,0.0,0.0,0.0,6.008893161879582
27001,Quibdó,11,162,173,10,60,70,243.0,45.42263699054383,447.74881844061804,286.4333256068082,41.18446521971912,130.0221037576388,99.39369843951894,185.74431492451748
27615,Riosucio,-,2,2,-,1,1,3.0,0.0,9.91178511249876,6.717946995398206,0.0,6.018295618680789,3.9275755076391343,5.431633835457705
27660,San José del Palmar,-,2,2,-,-,-,2.0,0.0,125.0,78.36990595611285,0.0,0.0,0.0,40.31445273130417
27787,Tadó,-,4,4,2,7,9,13.0,0.0,81.16883116883118,47.89845527481739,58.96226415094339,113.452188006483,94.12256850031373,72.57299168201864
27810,Unión Panamericana,-,1,1,-,1,1,2.0,0.0,45.02476361999099,29.291154071470416,0.0,41.66666666666667,28.026905829596412,28.64508736751647
23,Córdoba,24,244,268,13,169,182,450.0,8.025923733659722,39.9604326208148,29.462366773486067,4.545120812807451,26.685994274354126,19.79741371808483,24.604321503028796
23079,Buenavista,-,1,1,-,2,2,3.0,0.0,14.14227124876255,9.165062780680048,0.0,28.868360277136258,18.975332068311197,13.985361987786117
23090,Canalete,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,20.408163265306122,13.197835554968986,6.477942605428517
23162,Cereté,2,10,12,-,7,7,19.0,12.938284383490748,26.641800985746638,22.644500217009792,0.0,17.32801940738174,12.631730908040998,17.52622014777371
23182,Chinú,-,1,1,-,2,2,3.0,0.0,5.602868668758404,4.039914353815699,0.0,11.550678602367888,8.353869930245185,6.160923317041114
23189,Ciénaga de Oro,-,6,6,-,4,4,10.0,0.0,28.207418551078934,19.650225977598744,0.0,18.907165815844206,13.339113615900224,16.52319029758266
23300,Cotorra,-,1,1,-,-,-,1.0,0.0,14.622020763269482,10.218679746576743,0.0,0.0,0.0,5.115351168857742
23350,La Apartada,2,7,9,-,9,9,18.0,75.15971439308531,140.53402931138325,117.77021722062287,0.0,177.7251184834123,118.7961985216473,118.28098304639244
23417,Lorica,-,14,14,3,5,8,22.0,0.0,35.883634499551455,24.710969905568792,17.42362643744918,12.022698855439069,13.604054008094412,19.054052883657686
23419,Los Córdobas,-,1,1,-,-,-,1.0,0.0,15.487068297971195,10.156408693885842,0.0,0.0,0.0,5.177591384487936
23464,Momil,-,3,3,-,-,-,3.0,0.0,42.857142857142854,29.91026919242273,0.0,0.0,0.0,14.912760351941143
23466,Montelíbano,5,39,44,3,45,48,92.0,32.33943470668133,146.62205346065642,104.61245839277223,20.05079534821548,155.90894917368257,109.52652595550485,107.1199860278279
23001,Montería,6,112,118,4,67,71,189.0,7.884466287336233,66.1391283807724,48.07711895827476,5.466646622295718,35.881836293138534,27.3187248696589,37.40100606727432
23500,Moñitos,-,1,1,-,-,-,1.0,0.0,10.130685847431872,6.4441293981183145,0.0,0.0,0.0,3.2701111837802483
23555,Planeta Rica,1,2,3,-,3,3,6.0,9.521995810321844,9.369875849144998,9.420039564166169,0.0,13.111888111888112,9.110510492271251,9.262689885142645
23570,Pueblo Nuevo,-,4,4,-,-,-,4.0,0.0,32.26326826907566,21.62629757785467,0.0,0.0,0.0,10.963109137751466
23580,Puerto Libertador,-,1,1,-,-,-,1.0,0.0,7.272198385571959,4.450180232299408,0.0,0.0,0.0,2.294999196750281
23586,Purísima de la Concepción,-,2,2,-,1,1,3.0,0.0,33.32222592469177,22.479487467685736,0.0,16.501650165016503,11.507479861910241,17.058054244612496
23660,Sahagún,6,17,23,3,18,21,44.0,36.56752803510483,44.41425436304734,42.059834686562795,18.944177822682494,45.325208370055144,37.80446092638932,39.91545181569947
23670,San Andrés de Sotavento,-,2,2,-,-,-,2.0,0.0,12.492192379762647,8.01667468334135,0.0,0.0,0.0,4.163024020648599
23672,San Antero,-,1,1,-,3,3,4.0,0.0,8.875477056891809,5.76269232985651,0.0,25.07732174203795,16.966406515100104,11.41715427429713
23675,San Bernardo del Viento,-,1,1,-,-,-,1.0,0.0,8.171937566396993,5.376344086021505,0.0,0.0,0.0,2.6972353337828725
23678,San Carlos,1,3,4,-,1,1,5.0,22.461814914645103,31.529164477141354,28.638934631631706,0.0,10.908694229300753,7.462129691814044,18.269511838643673
23682,San José de Uré,-,5,5,-,-,-,5.0,0.0,117.12344811431248,69.27126627874758,0.0,0.0,0.0,36.19516432604604
23686,San Pelayo,-,4,4,-,-,-,4.0,0.0,20.81382037673015,14.94377405013636,0.0,0.0,0.0,7.548024304638261
23807,Tierralta,1,4,5,-,-,-,5.0,5.243288590604027,13.80548077586802,10.406693585314073,0.0,0.0,0.0,5.253370036878658
23815,Tuchín,-,2,2,-,-,-,2.0,0.0,12.023566189731875,7.047464674583319,0.0,0.0,0.0,3.6391426179992
23855,Valencia,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,8.196049504139005,5.502063273727648,2.751561511157582
25,Cundinamarca,269,2767,3036,202,1506,1708,4744.0,59.144276856778504,241.04740192367498,189.42714510955392,46.52962693374366,124.86112723232793,104.12907127598349,146.28434976390682
25001,Agua de Dios,-,2,2,-,1,1,3.0,0.0,43.78283712784589,33.59650596337981,0.0,19.573302016050107,15.693659761456372,24.34077079107505
25019,Albán,-,9,9,1,6,7,16.0,0.0,346.68721109399075,253.592561284869,113.12217194570137,245.29844644317254,210.21021021021022,232.59194650385228
25035,Anapoima,3,35,38,1,13,14,52.0,145.1378809869376,593.5221298965575,477.1471622300351,49.70178926441351,213.53482260183966,172.83950617283952,323.7051792828685
25040,Anolaima,-,8,8,1,6,7,15.0,0.0,142.98480786416442,106.36883393165802,56.947608200455576,113.20754716981132,99.2063492063492,102.90183165260342
25599,Apulo,1,3,4,-,1,1,5.0,81.9000819000819,91.6030534351145,88.9679715302491,0.0,32.03074951953875,23.52387673488591,57.16245569909683
25053,Arbeláez,-,3,3,-,1,1,4.0,0.0,71.15749525616698,53.86963548213323,0.0,24.6669955599408,18.552875695732837,36.499680627794504
25086,Beltrán,-,4,4,-,-,-,4.0,0.0,568.9900426742532,406.50406504065046,0.0,0.0,0.0,212.20159151193633
25095,Bituima,-,4,4,-,1,1,5.0,0.0,369.68576709796673,287.7697841726619,0.0,114.8105625717566,84.88964346349745,194.70404984423675
25099,Bojacá,-,5,5,1,3,4,9.0,0.0,127.38853503184713,89.96041741633681,61.91950464396285,76.55014034192395,72.28044813877847,81.13956004327443
25120,Cabrera,-,4,4,-,-,-,4.0,0.0,203.87359836901123,140.2032947774273,0.0,0.0,0.0,79.02015013828526
25123,Cachipay,-,18,18,1,17,18,36.0,0.0,441.39283962726824,330.45713236644025,71.99424046076314,439.6172743728989,342.4657534246575,336.3542931888256
25126,Cajicá,32,115,147,6,44,50,197.0,248.13895781637717,362.66162093976664,329.55207819575844,49.03964037597057,121.79593644466588,103.38909451831022,211.90314842901245
25148,Caparrapí,-,10,10,-,7,7,17.0,0.0,192.23375624759709,145.58159848595136,0.0,153.7785588752197,114.36039862767521,130.8698999230177
25151,Cáqueza,4,41,45,1,21,22,67.0,149.03129657228018,637.041640770665,493.4210526315789,41.631973355537056,326.39104755983834,248.9814395654142,373.13432835820896
25154,Carmen de Carupa,-,14,14,-,2,2,16.0,0.0,483.59240069084626,338.9009924957638,0.0,74.26661715558856,52.507219742714625,201.51133501259446
25168,Chaguaní,-,10,10,-,2,2,12.0,0.0,538.2131324004306,414.5936981757877,0.0,137.45704467353954,102.45901639344262,274.9770852428964
25175,Chía,8,101,109,10,71,81,190.0,42.95302013422819,188.7180253741662,151.08671545797293,56.37932006540001,118.94989026453786,104.616020458244,127.03082168884134
25178,Chipaque,2,30,32,-,9,9,41.0,132.4503311258278,836.1204013377926,627.6971361318164,0.0,254.3091268719977,181.45161290322582,407.6357128653808
25181,Choachí,4,20,24,3,4,7,31.0,258.23111684958036,477.6689754000477,418.41004184100416,206.7539627842867,92.14466712739,120.85635359116021,268.9104788341429
25183,Chocontá,6,41,47,1,18,19,66.0,165.38037486218303,543.838705398594,420.88295871765024,28.74389192296637,235.84905660377356,171.00171001710018,296.2563964449232
25200,Cogua,1,15,16,-,9,9,25.0,28.264556246466928,176.2632197414806,132.80212483399734,0.0,101.33993919603648,72.66268367511707,102.31644429892772
25214,Cota,2,15,17,1,4,5,22.0,37.174721189591075,117.35252699108122,93.60202620856734,20.842017507294706,28.506271379703534,26.55337227827934,59.47231833910035
25224,Cucunubá,-,5,5,-,1,1,6.0,0.0,186.56716417910448,119.78917105893628,0.0,36.53635367190354,24.49179524859172,72.66561705219813
25245,El Colegio,2,38,40,5,24,29,69.0,61.72839506172839,394.0273745333886,310.4625892579944,160.25641025641025,235.94180102241447,218.17634667469156,263.6002444987775
25260,El Rosal,-,5,5,1,2,3,8.0,0.0,59.05279319711823,40.07694773966015,26.652452025586353,23.4192037470726,24.406117800195247,32.299741602067186
25269,Facatativá,28,218,246,15,104,119,365.0,128.71787799383995,400.09543560849374,322.66526757607556,70.85498346717053,177.57137003141648,149.23875692894228,234.00736001230942
25279,Fómeque,2,14,16,1,8,9,25.0,104.49320794148382,300.1715265866209,243.2350258437215,58.309037900874635,177.38359201773835,144.57831325301206,195.26673435913457
25281,Fosca,2,12,14,2,-,2,16.0,206.82523267838678,566.8398677373642,453.9559014267186,208.55057351407717,0.0,67.70480704129993,264.98840675720436
25286,Funza,1,20,21,1,16,17,38.0,7.120985544399345,53.88947269150972,41.050903119868636,7.217610970768675,39.92514036182158,31.522343778972743,36.16085872523457
25288,Fúquene,-,5,5,-,2,2,7.0,0.0,279.3296089385475,194.85580670303975,0.0,103.78827192527244,75.61436672967864,134.33122241412397
25290,Fusagasugá,14,150,164,9,101,110,274.0,73.71524852569503,272.18784590538746,221.31955034345015,50.217609641781046,162.5885383129427,137.42785037855128,177.75701783408914
25293,Gachalá,-,1,1,-,-,-,1.0,0.0,57.110222729868646,43.23389537397319,0.0,0.0,0.0,22.701475595913735
25295,Gachancipá,2,14,16,2,6,8,24.0,65.98482349059717,210.81162475530795,165.42597187758477,68.21282401091405,88.60011813349084,82.44023083264634,123.86457473162675
25297,Gachetá,-,1,1,1,-,1,2.0,0.0,31.318509238960228,23.607176581680832,94.6969696969697,0.0,23.239600278875205,23.42194636374283
25299,Gama,1,-,1,-,-,-,1.0,215.98272138228944,0.0,61.05006105006105,0.0,0.0,0.0,31.113876789047914
25307,Girardot,1,110,111,7,78,85,196.0,7.404664938911514,275.6892230576441,207.84570733077427,54.61070369792479,179.02637196171588,150.74396580772165,178.51938210434275
25312,Granada,-,8,8,-,1,1,9.0,0.0,298.84198729921553,202.53164556962025,0.0,36.114120621162876,25.119316754584275,113.4787542554533
25317,Guachetá,1,15,16,1,8,9,25.0,40.306328093510686,315.2585119798235,221.0250034535157,42.10526315789474,172.89820618111088,128.53470437017995,175.5494698406011
25320,Guaduas,5,69,74,6,22,28,102.0,128.36970474967907,478.8673745575682,404.2832167832168,164.69942355201758,195.29516200621393,187.81862087469815,307.11790918944956
25322,Guasca,-,8,8,-,2,2,10.0,0.0,130.84723585214263,94.49562957713206,0.0,33.123550844650545,23.618327822390174,59.05279319711823
25324,Guataquí,-,1,1,-,-,-,1.0,0.0,91.40767824497257,69.58942240779402,0.0,0.0,0.0,36.075036075036074
25326,Guatavita,-,11,11,-,3,3,14.0,0.0,447.8827361563518,321.0741389375365,0.0,122.39902080783352,88.62629246676515,205.54984583761563
25328,Guayabal de Síquima,-,1,1,1,3,4,5.0,0.0,55.52470849528041,41.631973355537056,163.13213703099512,173.61111111111111,170.86715079026058,105.41851149061775
25335,Guayabetal,-,11,11,1,9,10,21.0,0.0,467.687074829932,315.1862464183381,88.33922261484099,424.1281809613572,307.31407498463426,311.38790035587186
25339,Gutiérrez,-,8,8,-,3,3,11.0,0.0,595.2380952380952,420.16806722689074,0.0,270.02700270027003,180.3968731208659,308.3823941687693
25368,Jerusalén,-,1,1,-,-,-,1.0,0.0,107.06638115631692,80.06405124099278,0.0,0.0,0.0,43.196544276457885
25372,Junín,-,2,2,-,-,-,2.0,0.0,89.92805755395683,67.56756756756756,0.0,0.0,0.0,32.927230819888045
25377,La Calera,1,6,7,-,1,1,8.0,23.940627244433802,49.89190088142358,43.20187619576622,0.0,7.892659826361483,5.983008256551394,24.30355135644196
25386,La Mesa,2,69,71,3,19,22,93.0,44.44444444444445,504.57038391224864,390.64649243466295,71.20816520294326,138.27232370278728,122.53536816308345,257.4109441169144
25394,La Palma,1,16,17,2,11,13,30.0,85.6898029134533,408.7889626980072,334.5798071245818,184.33179723502303,301.8660812294182,274.8995559314866,305.81039755351685
25398,La Peña,-,3,3,-,2,2,5.0,0.0,115.3846153846154,89.33889219773674,0.0,95.64801530368246,73.07270734380708,82.03445447087778
25402,La Vega,1,9,10,2,6,8,18.0,39.5882818685669,133.86880856760374,108.11979673478213,80.90614886731392,86.69267446900737,85.16980730331098,96.55616350177019
25407,Lenguazaque,-,19,19,-,13,13,32.0,0.0,516.8661588683352,340.9294814283151,0.0,375.18037518037517,248.99444550852326,296.4609968501019
25426,Machetá,1,7,8,-,2,2,10.0,134.58950201884252,281.2374447569305,247.52475247524754,0.0,85.98452278589853,65.65988181221273,159.28639694170118
25430,Madrid,2,38,40,1,10,11,51.0,10.848340203948796,86.13654909783298,63.9467962655071,5.567618729469405,21.447721179624665,17.03155482612331,40.11389199137945
25436,Manta,1,7,8,-,1,1,9.0,231.48148148148147,451.6129032258065,403.6326942482341,0.0,64.59948320413437,52.32862375719519,231.18417672745952
25438,Medina,1,3,4,-,6,6,10.0,70.72135785007072,103.91409767925182,93.00162752848175,0.0,222.71714922048997,153.4526854219949,121.78784557301181
25473,Mosquera,4,32,36,2,15,17,53.0,18.69333582577811,61.191318481690416,48.85131559306855,9.756573491389824,26.561365608343813,22.08595333367978,35.177380280755315
