CÓDIGOS,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE ,Menores de Edad (<18 años)/Hombre/VIOLENCIA INTERPERSONAL (CASOS),Mayores de Edad (>18 años)/Hombre/VIOLENCIA INTERPERSONAL (CASOS),TOTAL/HOMBRE/VIOLENCIA INTERPERSONAL (CASOS),Menores de Edad (<18 años)/Mujer/VIOLENCIA INTERPERSONAL (CASOS),Mayores de Edad (>18 años)/Mujer/VIOLENCIA INTERPERSONAL (CASOS),TOTAL/MUJER/VIOLENCIA INTERPERSONAL (CASOS),/TOTAL/VIOLENCIA INTERPERSONAL (CASOS),Menores de Edad (<18 años)/Hombre (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),Mayores de Edad (>18 años)/Hombre (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),TOTAL/HOMBRE (TASA X 100.000 HAB.)/VIOLENCIA INTERPERSONAL (TASAS),Menores de Edad (<18 años)/Mujer (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),Mayores de Edad (>18 años)/Mujer (Tasa x 100.000 Hab.)/VIOLENCIA INTERPERSONAL (TASAS),TOTAL/MUJER (TASA X 100.000 HAB.)/VIOLENCIA INTERPERSONAL (TASAS),(TASA X 100.000 HAB.)/TOTAL/VIOLENCIA INTERPERSONAL (TASAS)
8573,Puerto Colombia,2,19,21,3,8,11,32.0,25.477707006369425,104.09247794883032,80.45052292839902,40.155267032525764,39.85056039850561,39.93320264285195,59.64696452869578
8606,Repelón,1,2,3,-,4,4,7.0,20.169423154497782,22.009464069549907,21.35991456034176,0.0,42.53056884635832,28.455573735505443,24.90925912746424
8634,Sabanagrande,1,18,19,1,10,11,30.0,17.905102954341988,151.52790638942673,108.79523591387998,17.853954650955185,83.20159747067144,62.42905788876277,85.50906396077984
8638,Sabanalarga,5,56,61,12,27,39,100.0,30.098723814110283,169.65070132388135,122.93182322000766,75.42900245144257,78.21779309945248,77.33798683271199,99.95102399824086
8675,Santa Lucía,-,3,3,-,-,-,3.0,0.0,55.60704355885078,35.19061583577712,0.0,0.0,0.0,17.539756782039287
8685,Santo Tomás,1,10,11,-,2,2,13.0,21.308331557639036,90.03331232556046,69.62025316455696,0.0,17.22356183258698,12.345679012345679,40.625
8758,Soledad,26,249,275,13,113,126,401.0,24.558884648807947,114.04806507610076,84.82496753517151,12.899128812684804,47.07509519167479,36.96922751918879,60.29884770556117
8832,Tubará,-,1,1,-,-,-,1.0,0.0,14.520110352838682,10.273268954181221,0.0,0.0,0.0,5.306165764618487
8849,Usiacurí,-,6,6,-,-,-,6.0,0.0,125.68077084206116,89.1000891000891,0.0,0.0,0.0,45.64820450395618
11,"Bogotá, D.C.",845,11059,11904,411,4525,4936,16840.0,93.09089306665638,394.94693625958575,321.04962514543513,46.89965869372469,143.2062632248215,122.29576099999085,217.45994133488637
11001,"Bogotá, D.C.",845,11059,11904,411,4525,4936,16840.0,93.09089306665638,394.94693625958575,321.04962514543513,46.89965869372469,143.2062632248215,122.29576099999085,217.45994133488637
13,Bolívar,84,891,975,53,531,584,1559.0,23.23818587228957,123.74123499585446,90.15048195834585,15.412756527884003,70.27713809259112,53.117419512101954,71.48175862549611
13006,Achí,-,2,2,-,-,-,2.0,0.0,23.529411764705884,15.196413646379455,0.0,0.0,0.0,8.032128514056225
13030,Altos del Rosario,-,2,2,-,-,-,2.0,0.0,55.005500550055004,33.211557622052474,0.0,0.0,0.0,17.263703064307293
13042,Arenal,-,8,8,-,2,2,10.0,0.0,320.25620496397113,199.0049751243781,0.0,84.92569002123143,53.262316910785614,128.61736334405145
13052,Arjona,-,21,21,3,8,11,32.0,0.0,86.77327383165985,57.630560663025875,25.0208507089241,31.619303584838544,29.49773403770347,43.401600434016004
13074,Barranco de Loba,1,1,2,-,-,-,2.0,32.50975292587776,21.290185224611456,25.730091341824263,0.0,0.0,0.0,13.17436269020486
13140,Calamar,2,8,10,-,2,2,12.0,48.74482086278333,106.0023850536637,85.83690987124463,0.0,26.219192448872576,17.47182667947934,51.954799324587604
13160,Cantagallo,-,2,2,-,-,-,2.0,0.0,66.18133686300463,43.421623968736434,0.0,0.0,0.0,22.999080036798528
13001,Cartagena de Indias,63,644,707,37,415,452,1159.0,40.24736156185317,190.230314559413,142.808376206145,24.68345141362793,108.13796841329028,84.69701143222272,112.66252955082743
13188,Cicuco,-,6,6,-,4,4,10.0,0.0,135.5319629545968,83.01051466519093,0.0,90.23234829686443,56.54509471303364,69.92029086841
13222,Clemencia,-,7,7,-,-,-,7.0,0.0,140.14014014014012,89.57133717210492,0.0,0.0,0.0,45.29864751181
13212,Córdoba,-,1,1,-,1,1,2.0,0.0,16.929067208396816,11.428571428571429,0.0,19.535065442469232,12.94665976178146,12.140342357654486
13244,El Carmen de Bolívar,2,23,25,3,13,16,41.0,15.807777426493836,92.74193548387098,66.75210936665599,25.188916876574307,55.95489174880558,45.528270210283694,56.477718851160546
13248,El Guamo,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,33.433634236041456,23.57934449422306,11.130899376669635
13268,El Peñón,-,4,4,-,3,3,7.0,0.0,153.72790161414298,94.45100354191264,0.0,126.1564339781329,78.125,86.68730650154798
13300,Hatillo de Loba,-,1,1,-,-,-,1.0,0.0,24.25418384671356,15.033072760072159,0.0,0.0,0.0,7.68521364893944
13430,Magangué,8,35,43,7,32,39,82.0,32.51107408461007,76.83189182069631,61.287609925742224,30.418911872066747,68.1097418215099,55.71826559039931,58.50623590855904
13433,Mahates,-,5,5,-,2,2,7.0,0.0,49.53437685753914,33.28230047260867,0.0,20.721094073767095,13.954786491766678,23.84602282405042
13440,Margarita,-,1,1,-,-,-,1.0,0.0,25.687130747495505,17.23543605653223,0.0,0.0,0.0,9.000900090009
13442,María la Baja,1,16,17,1,7,8,25.0,10.794473229706389,105.4713249835201,69.57518212327085,11.668611435239207,45.29864751181,33.30141947300503,51.592133231524855
13468,Mompós,-,1,1,-,-,-,1.0,0.0,6.787944610371979,4.346314325452017,0.0,0.0,0.0,2.154800896397173
13458,Montecristo,-,1,1,-,-,-,1.0,0.0,16.531658125309967,10.32844453625284,0.0,0.0,0.0,5.680527152919791
13580,Regidor,-,1,1,-,-,-,1.0,0.0,44.82294935006723,27.647221454243848,0.0,0.0,0.0,13.83700013837
13600,Río Viejo,-,1,1,-,-,-,1.0,0.0,26.838432635534083,17.611835153222966,0.0,0.0,0.0,9.314456035767511
13620,San Cristóbal,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,34.23485107839781,23.40276152586005,11.669973159061733
13647,San Estanislao,-,1,1,1,1,2,3.0,0.0,15.506280043417584,10.447137484329295,33.211557622052474,15.278838808250573,20.92925910422771,15.683814303638643
13654,San Jacinto,1,10,11,-,4,4,15.0,25.35496957403651,116.31964638827498,87.71230364404752,0.0,48.97759275131627,33.3028057613854,61.09481915933529
13657,San Juan Nepomuceno,-,2,2,-,2,2,4.0,0.0,14.500108750815631,10.164667615368977,0.0,15.157256536566882,10.608391237468838,10.38179033974409
13670,San Pablo,-,6,6,-,2,2,8.0,0.0,67.46120980436248,41.245617653124356,0.0,23.014959723820482,14.09046075806679,27.83480045927421
13673,Santa Catalina,1,5,6,-,1,1,7.0,38.328861632809506,103.51966873706004,80.65600215082672,0.0,19.71608832807571,13.317352510320948,46.82900722504683
13688,Santa Rosa del Sur,-,2,2,-,-,-,2.0,0.0,18.045655508436344,11.268240464251507,0.0,0.0,0.0,5.785697755149271
13683,Santa Rosa,1,14,15,-,4,4,19.0,26.281208935611037,191.4399015451935,134.91635186184567,0.0,53.283601971493276,35.426445841820914,84.7873622205364
13760,Soplaviento,-,4,4,-,-,-,4.0,0.0,106.49627263045794,75.10326699211416,0.0,0.0,0.0,36.903773410831256
13780,Talaigua Nuevo,-,1,1,-,-,-,1.0,0.0,23.946360153256705,15.087507543753771,0.0,0.0,0.0,7.586677793794098
13810,Tiquisio,-,1,1,-,-,-,1.0,0.0,17.310022503029252,9.99900009999,0.0,0.0,0.0,5.253756435851634
13836,Turbaco,3,26,29,1,20,21,50.0,16.82085786375105,68.17526286808086,51.811620095762166,5.916459590580996,49.30237144406646,36.54207558989351,44.07616361071933
13838,Turbaná,-,12,12,-,2,2,14.0,0.0,196.6246108471244,134.93759136399416,0.0,33.996260411354754,23.476933912431036,80.40431886055593
13873,Villanueva,1,11,12,-,2,2,14.0,22.143489813994687,131.24925426560074,93.0448941614329,0.0,25.06265664160401,16.215339711366955,55.487297372280125
13894,Zambrano,-,5,5,-,2,2,7.0,0.0,114.65260261407934,75.96475235490732,0.0,52.507219742714625,34.84320557491289,56.80895958448304
15,Boyacá,55,930,985,41,486,527,1512.0,30.75839004994044,214.66112394717953,160.93351240250044,24.393871783430015,105.05791155247925,83.56099873627863,121.66752096793273
15022,Almeida,-,1,1,-,-,-,1.0,0.0,134.04825737265415,106.04453870625663,0.0,0.0,0.0,55.34034311012728
15047,Aquitania,-,5,5,-,-,-,5.0,0.0,92.7643784786642,63.09148264984228,0.0,0.0,0.0,32.162614177280325
15051,Arcabuco,-,2,2,-,-,-,2.0,0.0,97.0402717127608,66.91201070592172,0.0,0.0,0.0,33.45600535296086
15087,Belén,-,3,3,-,1,1,4.0,0.0,118.2033096926714,83.42602892102336,0.0,34.59010722933241,25.406504065040654,53.10674455655868
15104,Boyacá,-,1,1,-,1,1,2.0,0.0,53.56186395286556,37.73584905660377,0.0,56.72149744753262,40.51863857374392,39.07776475185619
15106,Briceño,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,138.31258644536655,100.50251256281408,46.23208506703652
15131,Caldas,-,1,1,-,-,-,1.0,0.0,88.9679715302491,64.64124111182934,0.0,0.0,0.0,31.98976327575176
15162,Cerinza,-,8,8,1,1,2,10.0,0.0,596.1251862891207,446.1795872838818,236.96682464454977,67.0690811535882,104.54783063251438,269.83270372369134
15172,Chinavita,-,1,1,-,-,-,1.0,0.0,83.05647840531562,63.61323155216285,0.0,0.0,0.0,31.308703819661865
15176,Chiquinquirá,8,76,84,6,63,69,153.0,92.5925925925926,399.34843150648936,303.56691120667847,72.74490785645006,286.15552325581393,227.99365582870738,264.0890653318374
15232,Chíquiza,-,1,1,-,-,-,1.0,0.0,60.313630880579005,41.10152075626798,0.0,0.0,0.0,21.079258010118043
15183,Chita,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,40.71661237785016,26.308866087871614,12.832028743744385
15185,Chitaraque,-,2,2,-,-,-,2.0,0.0,93.94081728511038,65.76783952647156,0.0,0.0,0.0,34.10059676044331
15187,Chivatá,-,3,3,-,1,1,4.0,0.0,322.5806451612903,211.41649048625794,0.0,108.93246187363836,70.67137809187278,141.14326040931547
15236,Chivor,-,2,2,-,-,-,2.0,0.0,201.00502512562815,145.87892049598833,0.0,0.0,0.0,79.1765637371338
15189,Ciénega,-,2,2,-,-,-,2.0,0.0,127.06480304955528,86.76789587852494,0.0,0.0,0.0,42.964554242749735
15204,Cómbita,-,21,21,-,3,3,24.0,0.0,309.141763580156,253.83778556750877,0.0,82.5536598789213,59.916117435590174,180.72289156626508
15215,Corrales,-,2,2,-,1,1,3.0,0.0,217.6278563656148,153.25670498084293,0.0,103.7344398340249,80.64516129032258,117.87819253438114
15223,Cubará,-,2,2,-,1,1,3.0,0.0,70.89684509039348,37.14020427112349,0.0,35.0140056022409,18.63932898415657,27.906976744186046
15224,Cucaita,-,2,2,-,-,-,2.0,0.0,150.82956259426848,104.1124414367517,0.0,0.0,0.0,52.812252442566674
15226,Cuítiva,-,1,1,-,-,-,1.0,0.0,171.82130584192439,113.76564277588167,0.0,0.0,0.0,55.24861878453039
15238,Duitama,12,130,142,3,62,65,207.0,71.17015598125853,299.05682079595124,235.36821866039017,19.0500381000762,122.55144195607915,97.98157946306094,163.41675219073184
15272,Firavitoba,-,5,5,-,2,2,7.0,0.0,207.98668885191347,150.7386192342478,0.0,75.67158531971245,57.38880918220947,102.91090855630696
15293,Gachantivá,-,1,1,-,-,-,1.0,0.0,97.27626459143968,68.54009595613434,0.0,0.0,0.0,35.99712023038157
15296,Gámeza,-,1,1,-,-,-,1.0,0.0,61.31207847946045,40.306328093510686,0.0,0.0,0.0,20.614306328592043
15299,Garagoa,1,9,10,-,1,1,11.0,42.716787697565145,141.02162331557506,114.63945890175398,0.0,13.6332651670075,10.417751849150953,60.037113852199546
15322,Guateque,-,1,1,-,-,-,1.0,0.0,25.44529262086514,19.319938176197837,0.0,0.0,0.0,9.17094644167278
15325,Guayatá,-,-,-,1,-,1,1.0,0.0,0.0,0.0,294.9852507374631,0.0,58.927519151443725,29.48982601002654
15332,Güicán,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,71.78750897343862,46.992481203007515,23.250406882120437
15362,Iza,-,3,3,-,2,2,5.0,0.0,439.2386530014641,302.4193548387097,0.0,267.7376171352075,199.40179461615153,250.62656641604008
15377,Labranzagrande,-,6,6,-,7,7,13.0,0.0,412.37113402061857,317.79661016949154,0.0,588.7300252312868,436.13707165109037,372.17291726309764
15425,Macanal,-,1,1,-,1,1,2.0,0.0,51.975051975051976,38.895371450797356,0.0,53.13496280552603,39.98400639744102,39.43217665615142
15442,Maripí,-,2,2,-,-,-,2.0,0.0,88.49557522123894,63.61323155216285,0.0,0.0,0.0,35.192679922576104
15455,Miraflores,-,3,3,-,1,1,4.0,0.0,92.53547193090685,66.34232640424591,0.0,28.571428571428573,22.256843979523705,44.37049362174154
15466,Monguí,-,3,3,-,1,1,4.0,0.0,218.8183807439825,148.44136566056406,0.0,62.5,44.03346543372963,93.19664492078284
15469,Moniquirá,-,14,14,-,7,7,21.0,0.0,169.65584100824043,122.63489838822706,0.0,80.3581678337734,60.24096385542169,91.16166001041847
15476,Motavita,-,9,9,-,1,1,10.0,0.0,492.07217058501914,320.85561497326205,0.0,52.11047420531526,34.50655624568668,175.34630896019638
15480,Muzo,-,5,5,-,-,-,5.0,0.0,149.7454327643007,110.32656663724624,0.0,0.0,0.0,59.56635692161067
15491,Nobsa,-,9,9,1,12,13,22.0,0.0,161.98704103671707,113.89521640091115,45.04504504504504,189.75332068311195,152.15355805243445,133.77112975799585
15494,Nuevo Colón,-,2,2,-,1,1,3.0,0.0,104.76689366160294,74.487895716946,0.0,54.734537493158186,39.494470774091624,57.50431282346176
15500,Oicatá,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,95.23809523809524,70.32348804500704,34.602076124567475
15507,Otanche,-,2,2,1,3,4,6.0,0.0,70.72135785007072,48.721071863581,81.49959250203749,112.2754491017964,102.59040779687098,74.96251874062968
15516,Paipa,-,19,19,-,8,8,27.0,0.0,160.75810136221338,113.6091844056446,0.0,59.73269618457403,44.555834029518245,77.85691628939705
15531,Pauna,-,2,2,-,-,-,2.0,0.0,72.15007215007215,53.31911490269261,0.0,0.0,0.0,27.731558513588467
15537,Paz de Río,-,2,2,-,-,-,2.0,0.0,134.22818791946307,97.08737864077669,0.0,0.0,0.0,47.64173415912339
15542,Pesca,-,3,3,-,-,-,3.0,0.0,131.11888111888112,87.71929824561404,0.0,0.0,0.0,44.576523031203564
15572,Puerto Boyacá,4,44,48,8,45,53,101.0,53.06447333510214,268.52190894666177,200.63534525998998,108.22510822510823,265.40843409023887,217.68595720211937,209.23535870398376
15599,Ramiriquí,-,8,8,1,3,4,12.0,0.0,228.83295194508008,160.28851933480266,65.01950585175553,84.57851705666761,78.66273352999016,119.09487892020643
15600,Ráquira,-,2,2,-,-,-,2.0,0.0,66.44518272425249,47.16981132075472,0.0,0.0,0.0,24.912805181863476
15632,Saboyá,-,4,4,-,2,2,6.0,0.0,86.22547962923043,59.06674542232723,0.0,40.609137055837564,28.260562385191463,43.32442775651671
15638,Sáchica,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,52.71481286241434,36.04902667627974,17.61493746697199
15646,Samacá,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,15.903307888040713,10.670081092616304,5.314061005420342
15664,San José de Pare,-,4,4,-,-,-,4.0,0.0,207.68431983385253,153.25670498084293,0.0,0.0,0.0,80.01600320064013
15676,San Miguel de Sema,-,2,2,-,1,1,3.0,0.0,204.08163265306123,132.1003963011889,0.0,90.74410163339383,66.8002672010688,99.63467286615742
15681,San Pablo de Borbur,-,4,4,2,4,6,10.0,0.0,153.9645881447267,109.70927043335162,194.17475728155338,196.078431372549,195.4397394136808,148.89815366289457
15690,Santa María,-,1,1,-,1,1,2.0,0.0,73.09941520467837,55.09641873278236,0.0,83.61204013377926,59.41770647653001,57.17552887364208
15693,Santa Rosa de Viterbo,-,9,9,-,2,2,11.0,0.0,167.31734523145568,129.3103448275862,0.0,41.36504653567735,31.421838177533385,82.5515947467167
15696,Santa Sofía,-,2,2,-,1,1,3.0,0.0,174.67248908296943,122.54901960784314,0.0,87.10801393728222,63.29113924050633,93.39975093399751
15686,Santana,-,6,6,-,-,-,6.0,0.0,211.864406779661,150.564617314931,0.0,0.0,0.0,77.82101167315176
15740,Siachoque,-,2,2,-,1,1,3.0,0.0,89.60573476702508,57.2573718866304,0.0,47.34848484848485,30.478512648582747,44.286979627989375
15757,Socha,-,1,1,-,-,-,1.0,0.0,35.98416696653472,24.869435463814973,0.0,0.0,0.0,12.367054167697255
15755,Socotá,-,7,7,1,1,2,9.0,0.0,269.7495183044316,183.77526909950117,85.6898029134533,44.742729306487696,58.78894767783657,124.80931909582581
15759,Sogamoso,13,162,175,6,110,116,291.0,75.09242144177449,358.87552336013823,280.2107184602821,37.08511032820323,209.63162007127477,168.9681291149566,221.95949811220015
15761,Somondoco,-,1,1,-,-,-,1.0,0.0,86.73026886383347,70.97232079489,0.0,0.0,0.0,34.72222222222222
15762,Sora,-,1,1,-,-,-,1.0,0.0,94.5179584120983,62.93266205160479,0.0,0.0,0.0,32.49918752031199
15764,Soracá,1,12,13,-,3,3,16.0,96.99321047526674,604.2296072507553,430.89161418627776,0.0,149.402390438247,98.32841691248771,263.67831245880024
15763,Sotaquirá,-,8,8,-,4,4,12.0,0.0,277.6813606386671,188.1025158711498,0.0,144.4043321299639,98.71668311944718,144.4912703190849
15790,Tasco,-,4,4,-,-,-,4.0,0.0,201.1060834590246,137.1742112482853,0.0,0.0,0.0,69.06077348066297
15798,Tenza,-,1,1,-,-,-,1.0,0.0,70.07708479327259,53.163211057947905,0.0,0.0,0.0,26.171159382360635
15804,Tibaná,-,1,1,-,-,-,1.0,0.0,31.70577045022194,22.256843979523705,0.0,0.0,0.0,10.96611470555982
15806,Tibasosa,-,14,14,-,4,4,18.0,0.0,297.49256268593285,211.83234982599487,0.0,78.81773399014779,58.936201561809334,134.3684681994625
15808,Tinjacá,-,1,1,-,-,-,1.0,0.0,83.61204013377926,59.95203836930455,0.0,0.0,0.0,29.84183825723665
15814,Toca,-,3,3,-,1,1,4.0,0.0,101.52284263959392,66.59267480577137,0.0,33.523298692591354,22.789425706472198,44.97919712133138
15816,Togüí,-,3,3,-,-,-,3.0,0.0,197.3684210526316,134.04825737265415,0.0,0.0,0.0,69.20415224913495
15820,Tópaga,-,5,5,-,1,1,6.0,0.0,410.84634346754314,280.8988764044944,0.0,75.41478129713424,52.16484089723526,162.2937516905599
15822,Tota,-,2,2,-,1,1,3.0,0.0,116.82242990654204,76.16146230007617,0.0,57.2737686139748,38.35826620636747,57.32849226065354
15001,Tunja,16,233,249,8,112,120,369.0,66.23338990768721,385.0730481919746,294.100277564519,34.70715835140998,156.53826801587746,126.85257616440093,205.84281195784965
15837,Tuta,-,1,1,2,-,2,3.0,0.0,35.41076487252125,24.271844660194173,154.320987654321,0.0,46.072333563695,35.456801796477954
15842,Úmbita,-,5,5,-,-,-,5.0,0.0,180.96272167933404,128.5677552069941,0.0,0.0,0.0,66.20762711864407
15861,Ventaquemada,-,3,3,-,1,1,4.0,0.0,56.89360895126114,37.54223501439119,0.0,17.6522506619594,12.342631449024932,24.855527247871745
15407,Villa de Leyva,-,5,5,-,1,1,6.0,0.0,83.9348665435622,60.20469596628537,0.0,15.513496742165684,11.536686663590217,35.35026218111118
15879,Viracachá,-,1,1,-,-,-,1.0,0.0,96.61835748792271,68.9655172413793,0.0,0.0,0.0,35.5998576005696
17,Caldas,26,317,343,21,169,190,533.0,21.080967129907407,85.80345325065164,69.60467386253178,17.789675211358283,41.45977665691912,36.14434911636578,52.334275612129375
17013,Aguadas,1,11,12,-,3,3,15.0,32.62642740619902,130.6258164113526,104.47501305937664,0.0,34.570177460244295,25.94706798131811,65.08156889968761
17042,Anserma,2,26,28,4,17,21,49.0,42.81738385784629,190.22534386889083,152.68008070232838,91.24087591240875,121.70675830469645,114.42894507410635,133.5477365021395
17050,Aranzazu,1,3,4,-,-,-,4.0,69.54102920723227,84.91367110104727,80.46670690002011,0.0,0.0,0.0,37.893141341417206
17088,Belalcázar,1,3,4,-,5,5,9.0,58.71990604815032,81.10300081103001,74.04664938911515,0.0,134.04825737265415,95.27439024390243,84.50704225352113
17174,Chinchiná,-,12,12,3,10,13,25.0,0.0,63.79585326953748,47.8831650772116,49.809065249875474,47.20766652504366,47.7835771520988,47.83132760632904
17380,La Dorada,1,20,21,-,11,11,32.0,9.837678307919331,77.7937687191256,58.53821709315939,0.0,39.15426781519186,28.847162488198887,43.239737318595786
17388,La Merced,-,1,1,1,-,1,2.0,0.0,44.1306266548985,33.45600535296086,147.92899408284023,0.0,34.566194262011756,34.002040122407344
17001,Manizales,11,148,159,10,79,89,248.0,23.605150214592275,90.43469759370379,75.62281811523205,22.027402088197718,41.46807483150314,37.726891219383994,55.58544020082481
17433,Manzanares,-,1,1,-,-,-,1.0,0.0,15.375153751537516,11.154489682097045,0.0,0.0,0.0,5.619871866921434
17442,Marmato,-,8,8,-,1,1,9.0,0.0,256.49246553382494,171.45306472353192,0.0,32.123353678124,22.217285047767163,98.17824806370677
17444,Marquetalia,-,-,-,-,1,1,1.0,0.0,0.0,0.0,0.0,20.79434393844874,14.929829799940281,7.412898443291327
17486,Neira,-,1,1,-,-,-,1.0,0.0,13.080444735120993,9.456264775413713,0.0,0.0,0.0,4.7361939945060145
17513,Pácora,-,3,3,-,-,-,3.0,0.0,50.34401745259272,38.839979285344384,0.0,0.0,0.0,19.57713390759593
17524,Palestina,-,4,4,-,5,5,9.0,0.0,69.02502157031924,50.48592704783542,0.0,87.50437521876093,64.44960041247745,57.394298832982585
17614,Riosucio,3,20,23,2,4,6,29.0,41.77691129369169,108.11979673478213,89.56735075353401,29.347028613352897,20.55287226389888,22.833656810138145,55.81646008160752
17616,Risaralda,2,3,5,-,-,-,5.0,139.86013986013987,73.2243104710764,90.46499004885109,0.0,0.0,0.0,47.31264193792581
17653,Salamina,1,18,19,-,6,6,25.0,42.14075010535188,244.33283561829782,195.0718685831622,0.0,80.1924619085806,62.15684243240443,128.91249419893776
17665,San José,-,1,1,-,-,-,1.0,0.0,53.61930294906167,39.5882818685669,0.0,0.0,0.0,20.34174125305126
17777,Supía,1,22,23,1,8,9,32.0,24.03268445085316,215.5805977462028,160.10023666991506,26.253609871357312,71.50518412584913,60.0120024004801,108.98068998399346
17873,Villamaría,2,10,12,-,17,17,29.0,23.972192256981902,41.459369817578775,36.96516033638296,0.0,62.605877587095826,48.61865812503574,43.00820121906005
17877,Viterbo,-,2,2,-,2,2,4.0,0.0,43.946385409800044,32.808398950131235,0.0,37.90750568612585,29.598934438360217,31.12113903368863
18,Caquetá,9,187,196,5,91,96,292.0,11.936497831536228,141.78589571533638,94.55443633977848,6.9886085680341035,69.10272765931596,47.2364232186702,71.1291261591977
18029,Albania,-,1,1,-,-,-,1.0,0.0,69.44444444444444,44.82294935006723,0.0,0.0,0.0,22.74795268425842
18094,Belén de los Andaquíes,-,1,1,-,-,-,1.0,0.0,29.59455460195324,18.011527377521613,0.0,0.0,0.0,8.943743851176102
18150,Cartagena del Chairá,-,7,7,-,8,8,15.0,0.0,75.21220586655205,44.066729619137554,0.0,89.78675645342312,52.40403511070353,48.15254726975057
18205,Curillo,-,2,2,-,2,2,4.0,0.0,85.94757198109154,51.612903225806456,0.0,84.92569002123143,51.32152938157557,51.4668039114771
18247,El Doncello,-,1,1,-,-,-,1.0,0.0,16.564518800728838,10.536297545042672,0.0,0.0,0.0,5.185646131507986
18256,El Paujíl,-,-,-,-,3,3,3.0,0.0,0.0,0.0,0.0,52.41090146750524,33.171163202122955,16.24783362218371
18001,Florencia,9,138,147,5,68,73,220.0,32.409074540871444,238.53147578386975,171.68083714846304,18.983977522970612,111.38593588756574,83.53645279046083,127.15954476882972
18410,La Montañita,-,1,1,-,1,1,2.0,0.0,21.52389151958674,13.017443374121324,0.0,23.78686964795433,14.265335235378032,13.612850530901172
18460,Milán,-,1,1,-,-,-,1.0,0.0,34.79471120389701,19.42124684404739,0.0,0.0,0.0,10.04823151125402
18592,Puerto Rico,-,3,3,-,-,-,3.0,0.0,36.5141187925998,22.552999548940008,0.0,0.0,0.0,11.414656418841792
18610,San José del Fragua,-,5,5,-,1,1,6.0,0.0,125.4075746175069,75.31254707034192,0.0,25.627883136852894,15.479876160990713,45.80502328422017
18753,San Vicente del Caguán,-,19,19,-,7,7,26.0,0.0,113.45315578909654,69.3810480189885,0.0,46.01932811780948,27.76896223421136,49.43623676154621
18756,Solano,-,6,6,-,1,1,7.0,0.0,163.44320348678835,95.54140127388536,0.0,34.940600978336825,19.146084625694044,60.85369034165
18785,Solita,-,2,2,-,-,-,2.0,0.0,100.50251256281408,62.22775357809583,0.0,0.0,0.0,31.51591553734636
85,Casanare,40,437,477,26,221,247,724.0,55.1853538070996,297.81579037039563,217.59162112600242,37.45156504328536,150.79765820107264,114.36402950314154,166.36220544813244
85010,Aguazul,5,38,43,5,21,26,69.0,80.69722401549387,296.20391300958767,226.01839684625492,86.62508662508662,158.93438280481345,136.95022386094286,181.53117600631413
85015,Chámeza,-,4,4,-,-,-,4.0,0.0,441.98895027624314,292.39766081871346,0.0,0.0,0.0,151.86028853454823
85125,Hato Corozal,-,6,6,-,-,-,6.0,0.0,155.48069448043535,94.9667616334283,0.0,0.0,0.0,49.554013875123886
85139,Maní,2,17,19,2,14,16,35.0,65.68144499178982,279.3755135579293,208.105147864184,72.7802037845706,250.6714413607878,192.0076803072123,200.42375307793623
85162,Monterrey,3,25,28,5,18,23,51.0,105.85744530698659,409.2322802422655,313.09404003130936,177.9359430604982,287.7237851662404,253.69512464151776,283.19173746460103
85225,Nunchía,1,6,7,-,1,1,8.0,66.62225183211193,188.38304552590267,149.38113529662826,0.0,37.764350453172206,24.832381425378696,91.81682543326065
85230,Orocué,-,1,1,-,-,-,1.0,0.0,25.22704339051463,15.386982612709648,0.0,0.0,0.0,7.903888713246918
85250,Paz de Ariporo,-,17,17,1,8,9,26.0,0.0,140.14839241549876,89.7002954833263,15.292858235204159,67.47638326585695,48.92633867898885,69.61737221195813
85263,Pore,-,17,17,1,7,8,25.0,0.0,433.4523202447731,275.0809061488673,47.25897920604915,186.02179112410312,136.07756421160062,207.31403930674188
85279,Recetor,-,2,2,-,-,-,2.0,0.0,282.88543140028287,202.22446916076845,0.0,0.0,0.0,111.35857461024499
85300,Sabanalarga,1,7,8,-,2,2,10.0,179.85611510791367,555.9968228752979,440.7713498622589,0.0,156.00624024961,114.02508551881414,280.1905295601009
85325,San Luis de Palenque,-,3,3,-,1,1,4.0,0.0,105.52233556102709,69.6217219772569,0.0,38.28483920367535,24.770869457517957,47.92715073088905
85400,Támara,-,5,5,-,2,2,7.0,0.0,229.25263640531864,143.51320321469575,0.0,104.1124414367517,64.87187804086928,106.59357393025735
85410,Tauramena,2,18,20,-,8,8,28.0,45.74565416285453,214.5666944808678,156.7275291905023,0.0,96.71179883945841,64.45375443119562,111.23028641798753
