 DIVIPOLA,"COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA DE PAREJA EN COLOMBIA AÑO 2021

NÚMERO DE CASOS",VIOLENCIA DE PAREJA (CASOS),VIOLENCIA DE PAREJA (CASOS).1,VIOLENCIA DE PAREJA (CASOS).2,VIOLENCIA DE PAREJA (CASOS).3,VIOLENCIA DE PAREJA (CASOS).4,VIOLENCIA DE PAREJA (CASOS).5,VIOLENCIA DE PAREJA (CASOS).6,VIOLENCIA DE PAREJA (TASAS),VIOLENCIA DE PAREJA (TASAS).1,VIOLENCIA DE PAREJA (TASAS).2,VIOLENCIA DE PAREJA (TASAS).3,VIOLENCIA DE PAREJA (TASAS).4,VIOLENCIA DE PAREJA (TASAS).5,VIOLENCIA DE PAREJA (TASAS).6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,(TASA X 100.000 HAB.)
15131,Caldas,-,-,-,-,1,1,1,0,0,0,0,85.76329331046313,72.93946024799416,36.941263391207976
15162,Cerinza,-,-,-,-,1,1,1,0,0,0,0,66.62225183211193,58.78894767783657,30.395136778115504
15176,Chiquinquirá,-,7,7,2,52,54,61,0,36.27694859038142,29.78723404255319,50.68423720223011,233.55041545025827,206.0203731257869,122.70925952002575
15185,Chitaraque,-,-,-,-,3,3,3,0,0,0,0,153.76729882111738,128.04097311139563,61.63961372508733
15187,Chivatá,-,-,-,-,1,1,1,0,0,0,0,108.10810810810811,90.57971014492753,44.543429844098
15204,Cómbita,-,-,-,-,4,4,4,0,0,0,0,109.14051841746249,93.65488176071177,33.96162336559688
15223,Cubará,-,1,1,-,1,1,2,0,35.038542396636295,26.427061310782243,0,34.57814661134164,26.301946344029457,26.36435539151068
15224,Cucaita,-,-,-,-,1,1,1,0,0,0,0,76.80491551459293,64.72491909385113,31.857279388340235
15226,Cuítiva,-,-,-,-,1,1,1,0,0,0,0,152.20700152207002,128.36970474967907,67.34006734006735
15238,Duitama,-,16,16,1,141,142,158,0,36.32565953775598,30.765089314899917,13.335111348179758,275.61671683803115,242.08534360775354,142.77452468734185
15272,Firavitoba,-,1,1,-,3,3,4,0,41.084634346754314,34.96503496503497,0,112.69722013523666,99.60159362549801,68.11989100817438
15276,Floresta,-,-,-,-,1,1,1,0,0,0,0,75.18796992481204,66.53359946773121,35.22367030644593
15299,Garagoa,-,2,2,-,11,11,13,0,30.98853424233034,26.73082063619353,0,148.22800161703276,130.4399383374837,81.68394596292806
15322,Guateque,-,-,-,-,1,1,1,0,0,0,0,22.22716159146477,19.66568338249754,10.334849111202976
15367,Jenesano,-,-,-,-,1,1,1,0,0,0,0,37.59398496240602,31.84713375796178,16.17599482368166
15380,La Capilla,-,-,-,-,1,1,1,0,0,0,0,97.27626459143968,85.5431993156544,42.462845010615716
15377,Labranzagrande,-,-,-,-,1,1,1,0,0,0,0,83.40283569641367,72.8862973760933,33.288948069241016
15425,Macanal,-,-,-,-,2,2,2,0,0,0,0,105.42962572482868,92.20839096357768,45.248868778280546
15442,Maripí,-,-,-,-,1,1,1,0,0,0,0,55.74136008918617,46.2962962962963,20.508613617719444
15455,Miraflores,-,3,3,-,2,2,5,0,91.37983551629607,77.7000777000777,0,56.65722379603399,49.85044865403788,63.50819255683983
15466,Monguí,-,-,-,1,2,3,3,0,0,0,343.64261168384877,123.76237623762377,157.31515469323546,83.40283569641367
15469,Moniquirá,-,3,3,-,11,11,14,0,35.97122302158274,30.627871362940276,0,125.01420615979089,108.45986984815619,70.22119676982494
15476,Motavita,-,-,-,-,4,4,4,0,0,0,0,207.0393374741201,170.43033659991477,86.9943453675511
15480,Muzo,-,-,-,-,1,1,1,0,0,0,0,36.72420124862284,30.77870113881194,13.900472616068948
15491,Nobsa,-,-,-,-,6,6,6,0,0,0,0,94.13241292751805,81.14687584527995,42.64089261601876
15494,Nuevo Colón,-,-,-,-,2,2,2,0,0,0,0,108.69565217391305,92.72137227630968,44.91354143274197
15500,Oicatá,-,-,-,-,2,2,2,0,0,0,0,189.2147587511826,162.60162601626016,81.56606851549756
15507,Otanche,-,-,-,-,1,1,1,0,0,0,0,36.99593044765076,30.845157310302284,14.88981536628946
15516,Paipa,-,7,7,-,35,35,42,0,58.48930481283422,49.11591355599214,0,258.85659344723024,223.2712426639449,140.33680834001603
15531,Pauna,-,-,-,-,3,3,3,0,0,0,0,116.50485436893204,98.61932938856016,47.221784983472375
15533,Paya,-,-,-,-,1,1,1,0,0,0,0,129.70168612191958,102.98661174047373,47.3260766682442
15542,Pesca,-,-,-,-,1,1,1,0,0,0,0,42.69854824935952,36.075036075036074,17.853954650955185
15572,Puerto Boyacá,-,6,6,5,45,50,56,0,36.175087423127934,30.156815440289503,159.1849729385546,262.4212736179146,246.43895707033366,139.35548090083364
15600,Ráquira,-,-,-,-,1,1,1,0,0,0,0,36.48303538854432,31.259768677711783,14.688601645123384
15632,Saboyá,-,-,-,-,3,3,3,0,0,0,0,60.39863096436481,50.45408678102926,25.86652871184687
15638,Sáchica,-,1,1,-,-,-,1,0,50.96839959225281,42.35493434985175,0,0,0,21.50537634408602
15646,Samacá,-,-,-,-,2,2,2,0,0,0,0,31.51591553734636,26.133542401672546,13.086435909180134
15664,San José de Pare,-,-,-,1,5,6,6,0,0,0,380.22813688212926,278.24151363383413,291.2621359223301,139.82754602656723
15667,San Luis de Gaceno,-,-,-,-,2,2,2,0,0,0,0,101.67768174885613,87.22197993894461,42.58037044922291
15693,Santa Rosa de Viterbo,-,-,-,-,9,9,9,0,0,0,0,184.3506759524785,160.54227613271496,76.29058235144528
15696,Santa Sofía,-,-,-,-,1,1,1,0,0,0,0,86.35578583765111,75.07507507507508,37.28560775540641
15686,Santana,-,-,-,-,1,1,1,0,0,0,0,36.98224852071006,31.357792411414234,15.23229246001523
15720,Sativanorte,-,-,-,-,1,1,1,0,0,0,0,126.58227848101266,108.8139281828074,52.770448548812666
15740,Siachoque,-,1,1,-,1,1,2,0,44.36557231588288,36.20564808110065,0,46.97040864255519,38.109756097560975,37.13330857779428
15757,Socha,-,-,-,-,1,1,1,0,0,0,0,34.78260869565218,29.3513354857646,14.838996883810655
15755,Socotá,-,-,-,1,-,1,1,0,0,0,207.4688796680498,0,36.58982802780827,17.108639863130882
15759,Sogamoso,-,36,36,-,183,183,219,0,78.62493720925154,66.81762500464012,0,345.1657927496322,302.90490772159234,191.61278468497633
15764,Soracá,-,-,-,-,7,7,7,0,0,0,0,345.8498023715415,281.12449799196787,141.01531023368253
15790,Tasco,-,1,1,-,3,3,4,0,49.800796812749006,41.511000415110004,0,143.81591562799616,121.5066828675577,82.00082000820008
15804,Tibaná,-,-,-,-,1,1,1,0,0,0,0,29.09514111143439,25.106703489831784,12.906556530717605
15806,Tibasosa,-,-,-,-,2,2,2,0,0,0,0,39.05487209529389,33.863867253640365,17.371666811430558
15814,Toca,-,-,-,-,4,4,4,0,0,0,0,132.89036544850498,110.92623405435387,55.2791597567717
15816,Togüí,-,-,-,-,1,1,1,0,0,0,0,69.97900629811056,58.07200929152149,28.034763106251752
15820,Tópaga,-,-,-,-,1,1,1,0,0,0,0,74.68259895444362,62.34413965087282,32.615786040443574
15001,Tunja,-,58,58,5,278,283,341,0,94.54723286331404,79.6626697982337,46.091445427728615,384.31231596555017,340.205565907315,218.6009538950715
15832,Tununguá,-,1,1,-,1,1,2,0,170.35775127768315,145.34883720930233,0,196.078431372549,167.50418760469012,155.64202334630352
15837,Tuta,-,-,-,-,1,1,1,0,0,0,0,32.56268316509281,27.502750275027502,14.190435646374343
15839,Tutazá,-,-,-,-,1,1,1,0,0,0,0,130.3780964797914,112.48593925759282,59.241706161137444
15842,Úmbita,-,-,-,-,1,1,1,0,0,0,0,38.729666924864446,32.605151613955,15.661707126076742
15861,Ventaquemada,-,-,-,-,3,3,3,0,0,0,0,52.576235541535226,44.208664898320066,22.55978342607911
15407,Villa de Leyva,-,-,-,-,1,1,1,0,0,0,0,15.360983102918587,13.368983957219251,6.87616035205941
15879,Viracachá,-,1,1,1,6,7,8,0,95.96928982725528,78.92659826361484,578.0346820809249,601.2024048096192,597.7796754910332,328.1378178835111
15897,Zetaquira,-,-,-,-,1,1,1,0,0,0,0,59.73715651135006,50.89058524173028,25.201612903225804
17,Caldas,-,28,28,11,292,303,331,0,7.496412431193643,6.512248842331478,20.322199231451375,70.77861322396583,64.92643813131855,36.915554831866935
17013,Aguadas,-,1,1,-,3,3,4,0,11.768859597505003,10.183299389002038,0,34.14911781445646,29.761904761904766,20.100502512562816
17042,Anserma,-,-,-,-,8,8,8,0,0,0,0,56.7013962718832,49.61855734044533,24.914356898162566
17088,Belalcázar,-,1,1,-,2,2,3,0,26.75943270002676,22.57336343115124,0,52.96610169491525,45.22840343735866,33.890646181653864
17174,Chinchiná,-,2,2,1,22,23,25,0,10.517458981909972,9.136592051164916,34.35245620061835,102.53064268071026,94.38608010505581,54.044705780621726
17380,La Dorada,-,2,2,2,55,57,59,0,7.695859627520394,6.569438969911969,44.58314757021846,193.16545499244899,172.9421402348372,93.0555336498273
17388,La Merced,-,1,1,-,-,-,1,0,43.72540445999125,38.13882532418002,0,0,0,19.26782273603083
17001,Manizales,-,20,20,6,129,135,155,0,12.078461687119528,10.651839306352224,27.8732695345164,66.89101949173195,62.97317342811962,38.543982413997185
17442,Marmato,-,-,-,-,1,1,1,0,0,0,0,31.826861871419474,26.75943270002676,13.326226012793176
17444,Marquetalia,-,-,-,-,2,2,2,0,0,0,0,41.04247896572953,35.26093088857546,17.530020159523183
17446,Marulanda,-,-,-,-,1,1,1,0,0,0,0,112.23344556677891,97.94319294809011,46.79457182966776
17486,Neira,-,-,-,-,1,1,1,0,0,0,0,12.442453651860149,10.876658690450293,5.48065329387263
17495,Norcasia,-,-,-,-,3,3,3,0,0,0,0,137.11151736745887,114.94252873563218,58.6281024037522
17513,Pácora,-,-,-,-,1,1,1,0,0,0,0,16.764459346186086,14.876524843796489,7.368110816386678
17524,Palestina,-,-,-,-,6,6,6,0,0,0,0,103.8781163434903,89.63250672243801,44.62293618920125
17541,Pensilvania,-,-,-,-,1,1,1,0,0,0,0,13.917884481558804,11.914690813773383,5.925223677193815
17614,Riosucio,-,-,-,-,8,8,8,0,0,0,0,40.73112366987424,35.47671840354767,17.99167884853255
17616,Risaralda,-,-,-,-,1,1,1,0,0,0,0,26.191723415400734,22.82583884957772,10.88613106901807
17653,Salamina,-,-,-,-,10,10,10,0,0,0,0,131.8044022670357,116.33317822242904,58.33625014584063
17662,Samaná,-,-,-,-,1,1,1,0,0,0,0,14.24298532972511,12.113870381586917,5.976571838393498
17665,San José,-,-,-,-,1,1,1,0,0,0,0,57.33944954128441,49.554013875123886,23.957834211787254
17777,Supía,-,1,1,-,10,10,11,0,9.682416731216112,8.263779852904719,0,88.6053517632465,77.08317274339011,43.87014437265694
17867,Victoria,-,-,-,-,2,2,2,0,0,0,0,52.60389268805891,44.99437570303712,22.716946842344388
17873,Villamaría,-,-,-,2,22,24,24,0,0,0,56.80204487361545,80.0961153384061,77.4493352265393,40.537801499898656
17877,Viterbo,-,-,-,-,2,2,2,0,0,0,0,37.43215422047539,32.77613897082924,17.491691446562882
18,Caquetá,-,22,22,13,250,263,285,0,16.420851495790288,13.127274897070231,40.67966329755609,186.14347939391683,158.18407092420395,85.36716868552531
18094,Belén de los Andaquíes,-,1,1,-,4,4,5,0,29.11208151382824,22.537750732476898,0,109.22992900054614,84.45945945945947,54.507794614629894
18150,Cartagena del Chairá,-,-,-,-,13,13,13,0,0,0,0,142.76301339775972,110.48784633690295,54.13959686823255
18205,Curillo,-,-,-,-,1,1,1,0,0,0,0,41.54549231408392,32.84072249589491,16.363933889707084
18247,El Doncello,-,1,1,1,3,4,5,0,16.294606485253382,12.992074834351046,68.11989100817438,44.923629829290206,49.10385465259023,31.559679353657767
18256,El Paujíl,-,-,-,1,4,5,5,0,0,0,69.63788300835655,68.56359273225917,68.7757909215956,33.83865728207905
18001,Florencia,-,15,15,3,144,147,162,0,25.4993625159371,21.04642842109694,25.060563027316014,231.6900501995109,198.319010293701,111.4213791490708
18410,La Montañita,-,-,-,1,2,3,3,0,0,0,77.39938080495357,46.56577415599534,53.69608018614641,25.70033410434336
18460,Milán,-,-,-,1,8,9,9,0,0,0,110.25358324145535,297.6190476190476,250.34770514603616,119.07912146070387
18592,Puerto Rico,-,2,2,2,10,12,14,0,23.99808015358771,18.66368047779022,89.52551477170994,121.03606874848704,114.32926829268293,66.00037714501225
18610,San José del Fragua,-,-,-,1,5,6,6,0,0,0,82.64462809917354,125.53351744915892,115.54015020219525,57.306590257879655
18753,San Vicente del Caguán,-,3,3,3,47,50,53,0,17.67200754005655,13.98014818957081,71.5307582260372,301.9983293709439,253.07485954345296,128.59083850931677
18756,Solano,-,-,-,-,5,5,5,0,0,0,0,170.82336863682954,127.38853503184713,57.03855806525212
18785,Solita,-,-,-,-,4,4,4,0,0,0,0,205.02306509482315,158.9825119236884,78.33920877399137
85,Casanare,-,104,104,12,552,564,668,0,69.9394754539341,57.645193831964264,39.42181340341656,370.9378275945488,314.64084082743847,185.72786974581973
85010,Aguazul,-,13,13,1,85,86,99,0,99.97692840113821,82.67616382599847,38.431975403535745,633.7608112138383,537.0300986636693,311.9289180162581
85015,Chámeza,-,1,1,-,3,3,4,0,108.8139281828074,89.36550491510278,0,341.29692832764505,283.28611898017,183.65472910927457
85125,Hato Corozal,-,2,2,-,6,6,8,0,51.13781641523907,39.88831272437176,0,173.3102253032929,133.7792642140468,84.21939151489632
85139,Maní,-,9,9,2,33,35,44,0,145.96172559195588,120.49805864238854,175.5926251097454,582.1132474863292,514.1010575793184,308.1879946767528
85162,Monterrey,-,1,1,-,8,8,9,0,16.155088852988694,13.487995683841381,0,125.92475995592633,105.58268443975189,60.03602161296778
85225,Nunchía,-,1,1,-,5,5,6,0,31.036623215394165,25.900025900025902,0,186.35855385762207,153.18627450980392,84.21052631578948
85230,Orocué,-,-,-,-,1,1,1,0,0,0,0,26.73082063619353,20.859407592824365,10.06238679814852
85250,Paz de Ariporo,-,7,7,1,42,43,50,0,56.896691863773064,46.10419548178884,36.710719530102786,348.8082385183955,291.22925838130715,166.95605716575398
85263,Pore,-,1,1,-,11,11,12,0,25.163563160543532,20.20610224287735,0,287.95811518324604,232.1654706627269,123.87736141220192
85279,Recetor,-,-,-,-,1,1,1,0,0,0,0,170.94017094017093,143.67816091954023,66.05019815059445
85300,Sabanalarga,-,1,1,-,2,2,3,0,78.30853563038372,64.59948320413437,0,154.08320493066256,131.75230566534916,97.84735812133071
85325,San Luis de Palenque,-,-,-,-,1,1,1,0,0,0,0,37.65060240963856,30.61849357011635,14.836795252225519
85400,Támara,-,-,-,-,1,1,1,0,0,0,0,51.3347022587269,39.87240829346093,18.846588767433094
85410,Tauramena,-,6,6,2,37,39,45,0,70.78810759792356,57.29564553093965,108.28370330265295,439.5343311950582,379.93180711154406,217.00342383179824
85430,Trinidad,-,-,-,-,5,5,5,0,0,0,0,115.9823706796567,94.53582907922103,46.69842159335014
85440,Villanueva,-,1,1,-,4,4,5,0,8.01153661272232,6.6489361702127665,0,32.30234999596221,26.737967914438503,16.666666666666668
85001,Yopal,-,61,61,6,307,313,374,0,99.29355080248723,83.00561988869083,50.770011846336104,478.8345759116574,412.21092556497916,250.29948936227171
19,Cauca,-,57,57,9,474,483,540,0,10.970927043335163,9.169028629889747,9.158534227477638,86.87094167001138,75.01094880308617,42.66872319376973
19022,Almaguer,-,1,1,-,-,-,1,0,14.976785981728321,12.651821862348179,0,0,0,6.289703754953141
19050,Argelia,-,-,-,-,4,4,4,0,0,0,0,45.12126339537507,37.58691975192633,17.74701628288744
19100,Bolívar,-,-,-,-,7,7,7,0,0,0,0,49.87531172069825,43.34096959940561,21.443450557529715
19110,Buenos Aires,-,-,-,-,2,2,2,0,0,0,0,17.92757260666906,14.838996883810655,7.527853056308341
19130,Cajibío,-,-,-,-,8,8,8,0,0,0,0,53.97746440860941,44.900937307066286,22.041603526656566
19137,Caldono,-,-,-,-,2,2,2,0,0,0,0,15.409507666230065,12.307692307692307,6.0421135313132535
19142,Caloto,-,-,-,-,11,11,11,0,0,0,0,101.40117994100295,84.85690040885598,43.11189496374681
19212,Corinto,-,-,-,-,6,6,6,0,0,0,0,65.58810668998689,55.0357732526142,27.376009490349958
19256,El Tambo,-,-,-,-,2,2,2,0,0,0,0,10.356255178127588,8.816009873931058,4.301907896151944
19290,Florencia,-,-,-,-,3,3,3,0,0,0,0,152.9831718510964,131.86813186813185,64.79481641468682
19300,Guachené,-,-,-,-,3,3,3,0,0,0,0,37.78813452575891,32.15778754421696,17.417556897352533
19318,Guapí,-,-,-,1,3,4,4,0,0,0,43.15925766076823,34.494653328734046,36.31741420010895,18.373909049150207
19355,Inzá,-,-,-,-,1,1,1,0,0,0,0,10.676916506512919,8.53315129277242,4.245743641998897
19392,La Sierra,-,-,-,-,1,1,1,0,0,0,0,25.614754098360656,22.13858755811379,10.777023386140748
19397,La Vega,-,1,1,-,3,3,4,0,10.837758751490192,9.266123054114159,0,33.325927571650745,28.40371141829199,18.731853516905495
19450,Mercaderes,-,1,1,-,6,6,7,0,11.524720525527256,9.825112988799372,0,68.57142857142857,59.10747709585262,34.43356780953318
19455,Miranda,-,-,-,-,14,14,14,0,0,0,0,114.69768966082255,98.11479430934193,50.51416200613386
19473,Morales,-,-,-,-,3,3,3,0,0,0,0,22.70491182925906,18.60234389533081,9.217722608000983
19513,Padilla,-,-,-,-,4,4,4,0,0,0,0,100.78105316200555,86.69267446900737,46.051116739580934
19532,Patía,-,-,-,-,5,5,5,0,0,0,0,34.9870547897278,29.81692408611128,15.377518068583731
19533,Piamonte,-,2,2,1,2,3,5,0,63.61323155216285,51.3083632632119,126.74271229404309,73.09941520467837,85.1063829787234,67.35821096591674
19548,Piendamó,-,1,1,-,-,-,1,0,6.720430107526882,5.670863105364637,0,0,0,2.788933511825078
19001,Popayán,-,36,36,4,249,253,289,0,30.389748524830953,26.356248627278717,22.89639381797367,186.97062533789872,167.9433904650638,100.61412914815692
19573,Puerto Tejada,-,5,5,-,15,15,20,0,36.97131026323573,30.8413520848754,0,88.89942511705091,76.76168056905992,55.93936173188264
19585,Puracé,-,-,-,-,2,2,2,0,0,0,0,32.557382386456126,27.270248159258248,13.69206544807284
19622,Rosas,-,1,1,-,1,1,2,0,21.85792349726776,19.083969465648856,0,22.815423226100844,19.976028765481423,19.519812609798947
19693,San Sebastián,-,-,-,-,1,1,1,0,0,0,0,23.63507445048452,20.263424518743665,10.15744032503809
19701,Santa Rosa,-,-,-,-,1,1,1,0,0,0,0,57.142857142857146,46.554934823091244,22.104332449160033
19698,Santander de Quilichao,-,8,8,1,57,58,66,0,20.505459578612808,17.233950883239984,14.273479874393377,132.66303588884233,116.06499639798287,68.47041248236368
19743,Silvia,-,1,1,-,12,12,13,0,7.951653944020356,6.502373366278691,0,91.70806266717616,76.04562737642586,41.721492987579836
19760,Sotara,-,-,-,-,4,4,4,0,0,0,0,74.72445357743321,64.23638991488679,32.323232323232325
19780,Suárez,-,-,-,-,7,7,7,0,0,0,0,63.65372374283895,52.348190248279984,25.95765194496978
19785,Sucre,-,-,-,-,1,1,1,0,0,0,0,27.292576419213972,23.380874444704233,11.667250029168125
19807,Timbío,-,-,-,1,23,24,24,0,0,0,46.403712296983755,164.78005444906148,148.94805436603986,75.6882903907408
19809,Timbiquí,-,-,-,-,1,1,1,0,0,0,0,12.933264355923434,10.032102728731942,4.992760497278946
19821,Toribío,-,-,-,-,1,1,1,0,0,0,0,8.250144377526606,6.639224538573894,3.309066843150232
19824,Totoró,-,-,-,1,2,3,3,0,0,0,50.175614651279474,23.607176581680832,28.66698518872432,14.483657606334186
19845,Villa Rica,-,-,-,-,7,7,7,0,0,0,0,82.25616921269095,70.67851373182552,38.556871385293306
20,Cesar,-,53,53,16,577,593,646,0,12.670756372434171,10.186391749407074,16.328196754770897,129.99916638316185,109.44210365071544,60.82055019060558
20011,Aguachica,-,12,12,-,83,83,95,0,30.851501439736733,25.132469055647476,0,193.7577328010832,161.3593063493915,95.78061198769976
20013,Agustín Codazzi,-,-,-,1,24,25,25,0,0,0,20.20610224287735,112.02389843166542,94.7939180222197,47.381687925250645
20032,Astrea,-,1,1,-,2,2,3,0,14.821402104639098,11.657729074376311,0,30.670142616163165,24.29838415745353,17.84758165268606
20045,Becerril,-,-,-,-,1,1,1,0,0,0,0,14.19647927314026,11.106175033318525,5.505395287381634
20060,Bosconia,-,3,3,2,43,45,48,0,21.677866897897246,17.023208307325653,56.41748942172073,306.7703502889349,256.23505295524427,136.4217706408981
20175,Chimichagua,-,-,-,-,3,3,3,0,0,0,0,26.322716504343248,20.69108214359611,10.374161421951726
20178,Chiriguaná,-,-,-,-,23,23,23,0,0,0,0,233.88244864754932,189.22254216371863,96.4805570703469
20228,Curumaní,-,2,2,1,6,7,9,0,15.85288522511097,12.532898859506203,31.113876789047914,45.19093168637493,42.44739554908738,27.73583161268452
20238,El Copey,-,-,-,-,4,4,4,0,0,0,0,38.78223773511731,31.15022194533136,15.583606046439145
20250,El Paso,-,-,-,1,7,8,8,0,0,0,28.768699654775602,54.82026783616571,49.245921822099106,25.116162250408138
20295,Gamarra,-,1,1,-,3,3,4,0,17.89228842368939,14.854426619132502,0,54.18096442116669,44.82964734010759,29.797377830750893
20383,La Gloria,-,-,-,-,1,1,1,0,0,0,0,16.534391534391535,13.616557734204795,6.5772165219679035
20400,La Jagua de Ibirico,-,1,1,-,6,6,7,0,6.3271116735210375,4.974629390110437,0,36.43872221547431,29.167274318214965,17.21043444053795
20621,La Paz,-,-,-,1,10,11,11,0,0,0,43.4593654932638,102.45901639344262,91.20305115662052,45.75707154742096
20443,Manaure Balcón del Cesar,-,1,1,-,2,2,3,0,26.888948642108094,21.743857360295713,0,55.18763796909492,44.812906116961685,33.10527477378062
20550,Pelaya,-,-,-,-,3,3,3,0,0,0,0,40.40948275862069,32.733224222585925,16.488046166529266
20570,Pueblo Bello,-,-,-,-,3,3,3,0,0,0,0,38.905459732849174,28.576871785101922,14.069314824368055
20710,San Alberto,-,1,1,-,-,-,1,0,10.448229025180233,8.596234849136078,0,0,0,4.264937945152898
20750,San Diego,-,2,2,-,3,3,5,0,29.83293556085919,24.122542515981184,0,43.6808386721025,35.77817531305903,29.98320940273447
20770,San Martín,-,-,-,-,1,1,1,0,0,0,0,10.583130489998942,8.539709649871904,4.201680672268908
20001,Valledupar,-,29,29,10,349,359,388,0,16.738333670023952,13.612083775334906,26.255677790322153,182.00402599163513,156.19493475924662,87.60699681860159
27,Chocó,-,12,12,1,97,98,110,0,7.385206201111473,5.703611812180063,2.1654864765369544,55.74552455389213,44.50822948079788,25.547114685642754
27050,Atrato,-,2,2,-,-,-,2,0,102.9336078229542,78.83326763894362,0,0,0,39.246467817896395
27077,Bajo Baudó,-,-,-,-,1,1,1,0,0,0,0,11.523392486748097,8.56971462850287,4.269672516118014
27205,Condoto,-,-,-,-,4,4,4,0,0,0,0,90.88843444671666,74.17022065640646,39.83270264887472
27135,El Cantón del San Pablo,-,-,-,-,1,1,1,0,0,0,0,49.164208456243855,39.635354736424894,20.370747606437156
27361,Istmina,-,1,1,-,2,2,3,0,10.756157900397978,8.463100880162491,0,19.142419601837673,15.411882561454881,12.100189569636592
27413,Lloró,-,-,-,-,1,1,1,0,0,0,0,41.459369817578775,31.298904538341155,14.90757304710793
27425,Medio Atrato,-,-,-,-,1,1,1,0,0,0,0,28.473804100227788,22.79981760145919,11.08278842956888
27491,Nóvita,-,1,1,-,2,2,3,0,35.44842254519674,27.96420581655481,0,67.75067750677506,54.929964295523206,41.56851877511431
27001,Quibdó,-,7,7,1,64,65,72,0,19.04554606301355,14.952153110047846,9.366804046459348,136.31813244158556,112.79826464208243,68.93844371463314
27615,Riosucio,-,1,1,-,1,1,2,0,4.872819413312542,3.971405877680699,0,5.926979611190138,4.729026766291497,4.317230065190174
27787,Tadó,-,-,-,-,15,15,15,0,0,0,0,238.96765971005254,193.2242689681824,105.16721587323845
27800,Unguía,-,-,-,-,3,3,3,0,0,0,0,78.20646506777894,60.47167909695626,29.446407538280326
27810,Unión Panamericana,-,-,-,-,2,2,2,0,0,0,0,81.93363375665712,67.56756756756756,34.71017007983339
23,Córdoba,-,21,21,8,373,381,402,0,3.398432189949703,2.8042063094641962,6.363094054483993,58.122593483101596,49.64350490962537,26.51108222590212
23068,Ayapel,-,-,-,-,1,1,1,0,0,0,0,6.66000666000666,5.3662463107056615,2.6404731727925643
23079,Buenavista,-,-,-,-,1,1,1,0,0,0,0,14.251104460595695,11.607661056297156,5.70515746234596
23162,Cereté,-,-,-,2,18,20,20,0,0,0,30.06162633398467,43.99257014370906,42.0441884420526,21.639869295189456
23182,Chinú,-,-,-,-,9,9,9,0,0,0,0,51.34934672220003,44.00332469564367,21.651791084273583
23189,Ciénaga de Oro,-,-,-,-,5,5,5,0,0,0,0,23.353573096683792,19.683489489016612,9.784161399526447
23350,La Apartada,-,-,-,1,8,9,9,0,0,0,91.24087591240875,155.64202334630352,144.3232841565106,72.23113964686999
23417,Lorica,-,-,-,-,15,15,15,0,0,0,0,35.57705991176889,30.14590618593995,15.46646869586736
23464,Momil,-,-,-,-,5,5,5,0,0,0,0,69.63788300835655,58.20721769499418,29.30488805532763
23466,Montelíbano,-,1,1,-,10,10,11,0,3.7085110328203226,2.9667428130655353,0,34.12619868272873,27.804037146193625,15.788038407991618
23001,Montería,-,13,13,4,231,235,248,0,7.570772160523665,6.3447131457575825,12.361703442734408,121.99372603694668,105.99336075629647,58.13312955483619
23555,Planeta Rica,-,1,1,-,7,7,8,0,4.6251329725729615,3.7943464238284954,0,30.16721254956042,25.239777889954567,14.790437981844736
23570,Pueblo Nuevo,-,-,-,-,2,2,2,0,0,0,0,16.305233980107616,13.41381623071764,6.628442647399993
23574,Puerto Escondido,-,-,-,-,1,1,1,0,0,0,0,12.725884448969204,10.338054378166028,4.999500049995
23580,Puerto Libertador,-,-,-,-,3,3,3,0,0,0,0,22.993791676247415,18.21161901293025,8.807985907222548
23586,Purísima de la Concepción,-,1,1,-,1,1,2,0,16.47717910693689,13.66120218579235,0,16.297262059973924,13.726835964310226,13.693940431359124
23660,Sahagún,-,4,4,1,28,29,33,0,10.332980289840098,8.671334735199116,14.023278642546627,69.58250497017893,61.218889193810554,35.294117647058826
23670,San Andrés de Sotavento,-,-,-,-,2,2,2,0,0,0,0,13.647219379051519,10.941517588489523,5.236561673605111
23672,San Antero,-,-,-,-,7,7,7,0,0,0,0,57.72719775688603,47.978067169294036,24.5743373705459
23675,San Bernardo del Viento,-,-,-,-,3,3,3,0,0,0,0,23.63693665300977,19.62066710268149,9.821896280775276
23678,San Carlos,-,-,-,-,3,3,3,0,0,0,0,32.36944324557618,26.838432635534083,13.186233572150675
23682,San José de Uré,-,-,-,-,3,3,3,0,0,0,0,76.76560900716478,59.276822762299936,28.206092515983453
23686,San Pelayo,-,-,-,-,5,5,5,0,0,0,0,25.73472643985794,22.079929344226098,10.97646645591851
