 DIVIPOLA,"COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA DE PAREJA EN COLOMBIA AÑO 2021

NÚMERO DE CASOS",VIOLENCIA DE PAREJA (CASOS),VIOLENCIA DE PAREJA (CASOS).1,VIOLENCIA DE PAREJA (CASOS).2,VIOLENCIA DE PAREJA (CASOS).3,VIOLENCIA DE PAREJA (CASOS).4,VIOLENCIA DE PAREJA (CASOS).5,VIOLENCIA DE PAREJA (CASOS).6,VIOLENCIA DE PAREJA (TASAS),VIOLENCIA DE PAREJA (TASAS).1,VIOLENCIA DE PAREJA (TASAS).2,VIOLENCIA DE PAREJA (TASAS).3,VIOLENCIA DE PAREJA (TASAS).4,VIOLENCIA DE PAREJA (TASAS).5,VIOLENCIA DE PAREJA (TASAS).6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,(TASA X 100.000 HAB.)
23807,Tierralta,-,1,1,-,1,1,2,0,3.411455668133593,2.700440171747995,0,3.4528002209792144,2.737176328899108,2.7186841568680755
23815,Tuchín,-,-,-,-,4,4,4,0,0,0,0,25.314853490285422,19.760893192372293,9.593936632048544
25,Cundinamarca,3,480,483,49,2862,2911,3394,1.4290341634434007,40.0543738124504,34.29659668409426,24.454636649016077,227.4079859773021,199.53362186082407,118.3731194665188
25001,Agua de Dios,-,1,1,-,2,2,3,0,20.977554017201594,18.358729575913348,0,37.474236462432074,33.467202141900934,26.262803116519304
25019,Albán,-,2,2,-,7,7,9,0,73.96449704142012,63.43165239454488,0,274.61749705766965,235.92854735422986,147.05882352941177
25035,Anapoima,-,11,11,-,36,36,47,0,178.8327101284344,155.03875968992247,0,566.393958464443,496.1411245865491,327.5033098738764
25040,Anolaima,-,-,-,-,3,3,3,0,0,0,0,54.210336104083844,47.08836917281432,22.893772893772894
25599,Apulo,-,-,-,-,3,3,3,0,0,0,0,91.93993257738278,79.95735607675905,38.905459732849174
25053,Arbeláez,-,-,-,-,7,7,7,0,0,0,0,165.0943396226415,143.6192039392696,70.43670758703965
25086,Beltrán,-,-,-,-,1,1,1,0,0,0,0,148.14814814814815,125.31328320802004,60.42296072507553
25099,Bojacá,-,-,-,-,5,5,5,0,0,0,0,122.18963831867057,102.75380189066995,51.17707267144319
25123,Cachipay,-,7,7,-,18,18,25,0,165.01650165016503,142.74061990212073,0,445.98612487611496,388.098318240621,261.9995808006707
25126,Cajicá,-,14,14,-,103,103,117,0,42.28329809725158,35.89099392416746,0,273.209549071618,238.53635942566004,142.35828050664946
25148,Caparrapí,-,2,2,-,12,12,14,0,37.09886848451122,32.02562049639712,0,252.15381382643412,217.31256791017745,118.97679952409281
25151,Cáqueza,-,7,7,-,20,20,27,0,104.22870756402621,88.66371120962636,0,298.37386244964944,256.73940949935815,172.13898629263628
25154,Carmen de Carupa,-,-,-,-,6,6,6,0,0,0,0,214.13276231263384,180.34265103697024,86.60508083140878
25168,Chaguaní,-,-,-,-,6,6,6,0,0,0,0,394.21813403416553,342.4657534246575,151.70670037926675
25175,Chía,-,17,17,1,89,90,107,0,30.334933352367017,26.010189874386086,11.396011396011396,143.19041106910143,126.88566192020302,78.50963760831762
25178,Chipaque,-,1,1,1,18,19,20,0,26.78093197643278,22.680880018144705,155.76323987538942,487.1447902571042,438.09084620705556,228.67596615595698
25181,Choachí,-,-,-,-,16,16,16,0,0,0,0,352.9671299360247,302.97292179511453,154.36565364206464
25183,Chocontá,-,5,5,2,36,38,43,0,63.58087487283825,52.47691015952981,125.07817385866166,451.97740112994353,397.32329569217904,225.22522522522522
25200,Cogua,-,1,1,1,6,7,8,0,11.26126126126126,9.527439024390244,62.893081761006286,64.86486486486486,64.57564575645756,37.49531308586427
25214,Cota,-,2,2,2,5,7,9,0,14.958863126402393,12.482057043000687,86.28127696289906,34.21376762009032,41.34183793999527,27.309968138370504
25224,Cucunubá,-,4,4,-,15,15,19,0,143.2151808091658,118.55364552459987,0,523.9259517988124,442.08664898320075,280.7743460913256
25245,El Colegio,-,7,7,1,28,29,36,0,69.76975979268414,60.189165950128974,68.21282401091405,263.7279834228125,240.00662087229992,151.81545987433054
25258,El Peñón,-,-,-,-,1,1,1,0,0,0,0,56.59309564233164,48.89975550122249,23.51834430856068
25260,El Rosal,-,-,-,1,1,2,2,0,0,0,57.20823798627002,11.224604332697274,18.767007600638077,9.40114693992667
25269,Facatativá,-,38,38,7,170,177,215,0,66.76505727739124,56.56192786865725,70.15433954700342,277.9867220459823,248.8331552606422,155.44228753208256
25279,Fómeque,-,3,3,-,18,18,21,0,61.77924217462932,52.530204867798986,0,382.084483124602,329.9120234604106,188.0540879376735
25281,Fosca,-,-,-,1,7,8,8,0,0,0,232.5581395348837,336.0537686029765,318.34460803820133,154.4699748986291
25286,Funza,-,4,4,-,13,13,17,0,10.293890575943179,8.798944126704795,0,31.125796102092607,27.033209257834432,18.172294733241404
25288,Fúquene,-,2,2,-,1,1,3,0,107.35373054213633,91.36592051164915,0,49.800796812749006,42.716787697565145,66.2251655629139
25290,Fusagasugá,-,33,33,2,178,180,213,0,57.33745699690726,49.32587964485367,23.070711731456917,274.3864841534098,244.76142559932555,151.6629522297302
25295,Gachancipá,-,5,5,1,19,20,25,0,72.03572972194209,60.56201550387597,78.55459544383346,269.46532406750816,240.26910139356082,150.78407720144753
25297,Gachetá,-,-,-,1,3,4,4,0,0,0,196.46365422396855,88.57395925597875,102.6694045174538,51.75983436853002
25307,Girardot,-,19,19,3,167,170,189,0,45.48936985251868,39.6858551257415,50.386294927779645,367.8981340735356,331.08068631078737,190.48002983179305
25317,Guachetá,-,3,3,-,9,9,12,0,60.386473429951685,49.95004995004995,0,187.07129494907505,156.1415683553088,101.95412064570944
25320,Guaduas,-,7,7,2,16,18,25,0,46.8384074941452,41.69148302561048,117.85503830288745,135.7658039881205,133.5113484646195,82.5845665961945
25322,Guasca,-,-,-,-,6,6,6,0,0,0,0,95.34403305259812,80.8298531591001,40.2711591381972
25324,Guataquí,-,-,-,-,1,1,1,0,0,0,0,93.89671361502347,82.50825082508251,39.55696202531645
25326,Guatavita,-,-,-,-,8,8,8,0,0,0,0,312.25604996096797,270.4530087897228,133.86880856760374
25328,Guayabal de Síquima,-,1,1,-,5,5,6,0,53.41880341880342,46.317739694302915,0,276.7017155506364,239.57834211787255,141.3094677343382
25335,Guayabetal,-,3,3,-,15,15,18,0,121.95121951219512,103.59116022099447,0,678.42605156038,566.0377358490566,324.5582401730977
25339,Gutiérrez,-,3,3,-,6,6,9,0,214.43888491779842,181.15942028985506,0,517.2413793103448,429.49176807444525,294.79200786112017
25377,La Calera,-,2,2,1,3,4,6,0,15.929908403026683,13.746649254244277,52.11047420531526,22.741055184960583,26.470782873403483,20.229265003371545
25386,La Mesa,-,12,12,-,56,56,68,0,84.12787436904094,73.37654396477926,0,390.8158280410357,344.65780403741996,208.57616097171953
25394,La Palma,-,-,-,-,1,1,1,0,0,0,0,26.385224274406333,23.26663564448581,11.159468809284679
25398,La Peña,-,-,-,-,6,6,6,0,0,0,0,275.35566773749423,238.47376788553257,107.44985673352436
25402,La Vega,-,4,4,-,36,36,40,0,57.142857142857146,48.97159647404506,0,497.99419006778254,431.2410158121706,242.1893921046258
25407,Lenguazaque,-,3,3,-,25,25,28,0,78.22685788787483,65.20321669202347,0,691.9457514530861,577.634011090573,313.58494792249974
25426,Machetá,-,-,-,-,7,7,7,0,0,0,0,289.73509933774835,251.52712899748474,121.21212121212122
25430,Madrid,-,1,1,-,24,24,25,0,2.1691973969631237,1.8459039391590062,0,49.305612622236836,42.36465375721523,22.558087074216107
25436,Manta,-,1,1,-,3,3,4,0,61.91950464396285,54.495912806539515,0,186.10421836228286,168.1614349775785,110.52777010223818
25438,Medina,-,1,1,-,4,4,5,0,33.266799733865604,27.40476842970677,0,142.19694276573054,118.65915158706616,71.22507122507123
25473,Mosquera,-,3,3,-,22,22,25,0,5.489277611066384,4.660628563438922,0,37.31723038301048,32.16750497134168,18.830831343542155
25486,Nemocón,-,-,-,-,4,4,4,0,0,0,0,77.50435962022863,64.69351447517387,33.057851239669425
25488,Nilo,-,2,2,-,4,4,6,0,29.0065264684554,26.716537536735242,0,135.59322033898306,116.27906976744185,54.91488193300385
25489,Nimaima,-,1,1,1,3,4,5,0,62.03473945409429,54.318305268875605,561.7977528089888,211.118930330753,250.1563477173233,145.34883720930233
25491,Nocaima,-,1,1,-,8,8,9,0,37.064492216456635,32.65839320705422,0,324.6753246753247,286.7383512544803,153.79357484620644
25513,Pacho,-,1,1,-,1,1,2,0,10.53518752633797,8.896797153024911,0,9.86679822397632,8.523695874531196,8.706251088281386
25524,Pandi,-,2,2,-,2,2,4,0,94.11764705882354,79.87220447284345,0,104.71204188481677,91.32420091324201,85.21516829995738
25530,Paratebueno,-,-,-,2,14,16,16,0,0,0,280.8988764044944,465.4255319148936,430.10752688172045,208.85001957968936
25535,Pasca,-,1,1,-,9,9,10,0,27.041644131963224,22.696323195642307,0,264.55026455026456,221.02161100196463,117.95234725171032
25592,Quebradanegra,-,1,1,-,2,2,3,0,48.99559039686428,43.2152117545376,0,107.41138560687432,93.06654257794324,67.21935917544252
25594,Quetame,-,3,3,-,5,5,8,0,157.06806282722513,130.2648719062093,0,275.63395810363835,231.37436372049976,179.21146953405017
25596,Quipile,-,1,1,-,-,-,1,0,35.62522265764161,31.446540880503143,0,0,0,17.050298380221655
25612,Ricaurte,-,1,1,-,14,14,15,0,18.20498816675769,15.755475027572082,0,257.8743783385522,223.8567316917173,119.03817157368462
25645,San Antonio del Tequendama,-,2,2,-,6,6,8,0,40.024014408645186,34.704147145583896,0,118.85895404120444,103.8781163434903,69.33009792876332
25649,San Bernardo,-,-,-,-,5,5,5,0,0,0,0,155.4726368159204,132.9787234042553,64.50780544445878
25653,San Cayetano,-,-,-,-,1,1,1,0,0,0,0,56.4652738565782,47.75549188156638,22.517451024544023
25658,San Francisco,-,4,4,1,13,14,18,0,90.76469253460404,78.09449433814916,145.1378809869376,276.89030883919065,260.0297176820208,171.33066818960594
25718,Sasaima,-,-,-,-,7,7,7,0,0,0,0,163.39869281045753,140.73180538801768,67.45687578298158
25736,Sesquilé,-,5,5,-,10,10,15,0,109.26573426573427,91.17432530999271,0,213.67521367521368,181.2250815512867,136.33884748227595
25740,Sibaté,1,7,8,-,40,40,48,41.15226337448559,51.62622612287042,50.034398649071235,0,282.6056238519147,243.16109422492403,147.9700360676963
25743,Silvania,-,2,2,-,3,3,5,0,22.851919561243143,19.4344572927801,0,33.66247755834829,29.030385136442813,24.242424242424242
25745,Simijaca,-,2,2,-,8,8,10,0,42.09640075773521,34.29943405933802,0,149.98125234345707,125.56898446083817,81.95377806916899
25754,Soacha,2,149,151,14,1032,1046,1197,3.9924941110711862,55.797929110416234,47.61469307442712,28.60470343052122,350.9273050007141,304.93759857268213,181.32242672119972
25758,Sopó,-,-,-,-,3,3,3,0,0,0,0,25.693730729701954,22.26014691696965,11.449070717093463
25769,Subachoque,-,-,-,-,2,2,2,0,0,0,0,30.940594059405942,26.574541589157587,13.454423141607803
25772,Suesca,-,2,2,-,24,24,26,0,30.316810671517356,25.169896803423107,0,348.93864495492875,293.32681495966756,161.21031746031744
25777,Supatá,-,-,-,-,3,3,3,0,0,0,0,144.57831325301206,123.91573729863693,60.132291040288635
25779,Susa,-,1,1,-,2,2,3,0,39.96802557953637,33.06878306878307,0,78.86435331230284,66.00660066006601,49.554013875123886
25785,Tabio,-,1,1,-,1,1,2,0,11.381743683132257,9.708737864077671,0,10.524100189433803,9.108297659167501,9.398937920015038
25793,Tausa,-,1,1,-,6,6,7,0,32.102728731942214,26.824034334763947,0,211.864406779661,174.87612940833577,97.77901941611957
25797,Tena,-,3,3,-,16,16,19,0,72.4287783679382,62.03473945409429,0,408.8934321492461,355.71365051133836,203.5568887936576
25799,Tenjo,-,-,-,-,2,2,2,0,0,0,0,21.281123643328367,18.35030736764841,9.385705570416256
25807,Tibirita,-,-,-,-,1,1,1,0,0,0,0,72.8862973760933,64.43298969072166,32.8515111695138
25815,Tocaima,-,-,-,-,1,1,1,0,0,0,0,15.006002400960384,13.19087191663369,6.595435958316845
25817,Tocancipá,-,4,4,-,5,5,9,0,24.88955261029183,20.764119601328904,0,30.033637674195102,25.383287643415578,23.09943021405472
25823,Topaipí,-,-,-,-,1,1,1,0,0,0,0,64.9772579597141,56.21135469364812,25.926886180969664
25839,Ubalá,-,-,-,-,1,1,1,0,0,0,0,36.67033370003667,31.007751937984498,14.267370523612499
25841,Ubaque,-,4,4,1,12,13,17,0,144.4564824846515,123.80068090374498,234.192037470726,461.716044632551,429.61004626569735,271.6957008150871
25845,Une,-,2,2,-,2,2,4,0,67.31740154830024,57.67012687427913,0,76.27765064836004,64.3707756678468,60.836501901140686
25851,Útica,-,-,-,-,1,1,1,0,0,0,0,60.60606060606061,52.770448548812666,24.65483234714004
25862,Vergara,-,1,1,-,5,5,6,0,33.523298692591354,29.31691586045148,0,187.47656542932134,163.61256544502618,92.7787227462502
25867,Vianí,-,2,2,-,7,7,9,0,105.9322033898305,91.95402298850574,0,415.4302670623145,356.4154786150713,217.44382701135538
25843,Villa de San Diego de Ubaté,-,9,9,-,82,82,91,0,54.948409548812506,45.94415233038951,0,461.4778546907536,389.993341577095,224.0551520374246
25873,Villapinzón,-,4,4,-,24,24,28,0,62.54886630179828,50.8646998982706,0,373.948270489249,309.39796313007605,179.24588694705847
25875,Villeta,-,9,9,1,45,46,55,0,80.45771500089397,69.15097963887821,59.276822762299936,394.0110323089046,350.93072932560267,210.54243387053552
25878,Viotá,-,-,-,-,5,5,5,0,0,0,0,98.15469179426776,84.06186953597849,40.364898684104304
25885,Yacopí,-,-,-,-,2,2,2,0,0,0,0,43.25259515570934,37.41114852225963,17.95170990036801
25898,Zipacón,-,1,1,-,3,3,4,0,53.022269353128316,44.48398576512455,0,156.6579634464752,136.30168105406634,89.90784445942909
25899,Zipaquirá,-,22,22,2,142,144,166,0,41.52196889627057,35.50563248442594,22.686025408348456,244.00302426283594,214.88688593087804,128.70811171243815
94,Guainía,-,6,6,-,43,43,49,0,41.09870539078019,30.18867924528302,0,324.25910564814114,236.08213462171955,128.64606579327364
94886,Cacahual,-,1,1,-,-,-,1,0,471.6981132075471,299.4011976047904,0,0,0,158.9825119236884
94001,Inírida,-,5,5,-,43,43,48,0,47.37540269092287,36.56039777712782,0,434.34343434343435,333.1009373305446,180.5529433891292
95,Guaviare,-,4,4,1,36,37,41,0,13.427775353318339,10.78835936025029,14.475969889982627,139.42140118508192,113.04958904946683,58.73420622869094
95015,Calamar,-,-,-,-,3,3,3,0,0,0,0,108.34236186348862,86.13264427217915,37.11493257453916
95025,El Retorno,-,-,-,-,2,2,2,0,0,0,0,53.276505061267976,39.97601439136518,18.198362147406733
95001,San José del Guaviare,-,4,4,1,31,32,36,0,21.643850440993454,17.41705129321606,22.962112514351322,173.71812832726255,144.14414414414415,79.70597351990435
41,Huila,-,111,111,18,833,851,962,0,29.440081477414687,24.187064060855526,23.26092294173139,213.3637967997992,181.91690394958488,103.80708715371111
41006,Acevedo,-,-,-,-,13,13,13,0,0,0,0,173.37956788476927,135.07896924355776,65.12699764540855
41016,Aipe,-,-,-,-,5,5,5,0,0,0,0,89.44543828264759,73.60518180479906,37.0919881305638
41020,Algeciras,-,3,3,-,3,3,6,0,38.59017236943659,30.953363598844405,0,41.14097641250686,33.3000333000333,32.08384578364793
41026,Altamira,-,1,1,-,1,1,2,0,56.68934240362812,48.03073967339097,0,71.02272727272728,59.63029218843172,53.20563979781857
41078,Baraya,-,-,-,-,3,3,3,0,0,0,0,113.67942402425162,92.53547193090685,42.00504060487258
41132,Campoalegre,-,3,3,-,19,19,22,0,27.951178608031306,23.174971031286212,0,169.17460600124656,142.86788480336867,83.82868465172993
41206,Colombia,-,-,-,-,8,8,8,0,0,0,0,369.00369003690037,306.3960168517809,138.69625520110958
41298,Garzón,-,7,7,-,50,50,57,0,28.70734908136483,23.218787315908187,0,196.4713741207906,162.48537631613155,93.56533158240315
41306,Gigante,-,1,1,-,10,10,11,0,11.80637544273908,9.738994935722634,0,117.21955222131052,95.88647041902388,53.1477991979514
41319,Guadalupe,-,1,1,-,12,12,13,0,16.49620587264929,13.241525423728813,0,204.46413358323397,165.24373450839988,87.75482651545835
41349,Hobo,-,1,1,-,2,2,3,0,40.53506282934738,32.99241174529858,0,81.16883116883118,67.18172657037286,49.93342210386152
41357,Íquira,-,-,-,-,2,2,2,0,0,0,0,67.54474839581223,54.749520941691756,26.885334050275578
41359,Isnos,-,3,3,-,24,24,27,0,34.075420263516584,27.860326894502226,0,277.04028627496245,228.05017103762827,126.80819086981026
41378,La Argentina,-,-,-,-,2,2,2,0,0,0,0,47.43833017077799,38.16065636328945,18.910741301059
41396,La Plata,-,4,4,1,30,31,35,0,19.962072063080146,15.953416025206398,21.08814846056516,151.30119023602987,126.17012617012617,70.50339423483673
41483,Nátaga,-,-,-,-,3,3,3,0,0,0,0,151.13350125944584,120.82158679017317,58.490933905244695
41001,Neiva,-,60,60,12,460,472,532,0,49.47923109274882,41.41644232760406,52.96142642775179,331.42165480273206,292.3433299887274,173.67232081064492
41503,Oporapa,-,-,-,-,4,4,4,0,0,0,0,114.44921316165953,88.90864636585908,43.52083560004352
41518,Paicol,-,-,-,-,2,2,2,0,0,0,0,89.4054537326777,73.26007326007326,36.29105425512611
41524,Palermo,-,3,3,-,15,15,18,0,31.7225335730147,26.53223666755107,0,161.91709844559585,136.1532177543796,80.6307113420534
41530,Palestina,-,1,1,-,7,7,8,0,26.08242044861763,21.344717182497334,0,193.7984496124031,158.19209039548022,87.81558726673984
41548,Pital,-,2,2,-,11,11,13,0,45.537340619307834,36.35702599527358,0,251.0269283432223,202.91459140380002,119.02581944698773
41551,Pitalito,-,13,13,4,76,80,93,0,30.47565464050449,24.84709480122324,42.70310665100886,171.24059303321167,148.83997841820312,87.67877513693915
41615,Rivera,-,3,3,-,11,11,14,0,30.797659377887282,26.114206128133706,0,131.8312559923298,111.47142278070531,65.55534744334145
41660,Saladoblanco,-,-,-,-,3,3,3,0,0,0,0,93.25458501709667,74.29420505200594,36.38568829593693
41668,San Agustín,-,1,1,-,10,10,11,0,8.516436722875149,7.071135624381275,0,86.25150940141452,72.3589001447178,39.33910306845004
41676,Santa María,-,-,-,-,1,1,1,0,0,0,0,31.240237425804434,25.406504065040654,12.029351617947793
41770,Suaza,-,-,-,-,9,9,9,0,0,0,0,127.06480304955528,102.63427984946972,49.78702218288432
41791,Tarqui,-,1,1,-,2,2,3,0,16.983695652173914,13.561160835367508,0,35.1741118536757,28.220685762664036,20.745453288154344
41799,Tello,-,-,-,-,5,5,5,0,0,0,0,132.20518244315178,108.43634786380395,51.49330587023687
41797,Tesalia,-,-,-,-,1,1,1,0,0,0,0,27.070925825663238,22.5022502250225,11.12470797641562
41807,Timaná,-,-,-,-,10,10,10,0,0,0,0,133.90465988216388,111.14816049794375,54.39216752787598
41872,Villavieja,-,-,-,-,5,5,5,0,0,0,0,195.46520719311962,169.4915254237288,82.41305422778969
41885,Yaguará,-,3,3,1,14,15,18,0,104.63899546564353,88.86255924170615,218.34061135371178,498.3980064079744,459.1368227731864,270.9619147975312
44,La Guajira,-,24,24,8,306,314,338,0,8.36866770810087,6.502197200804105,9.903073666489236,97.48700173310226,79.55993726420233,44.25375469541502
44035,Albania,-,1,1,-,4,4,5,0,10.06137438374082,7.8419071518193215,0,40.399959600040404,31.434184675834967,19.625544608862896
44078,Barrancas,-,-,-,1,5,6,6,0,0,0,33.01419610432486,39.31126660901014,38.1000762001524,19.349221193846947
44090,Dibulla,-,1,1,1,5,6,7,0,7.76156473144986,5.89622641509434,28.41716396703609,39.717213440305024,37.24857213806804,21.168501270110074
44098,Distracción,-,1,1,-,10,10,11,0,20.69108214359611,16.80954782316356,0,214.08691928923142,174.94751574527643,94.29918559794255
44110,El Molino,-,-,-,-,1,1,1,0,0,0,0,35.0140056022409,29.682398337785695,14.927601134497685
44279,Fonseca,-,1,1,2,27,29,30,0,7.2854436835203265,5.818351079304126,61.595318755774564,179.74835230677053,158.74753667615502,84.61429981666902
44378,Hatonuevo,-,1,1,-,3,3,4,0,14.841199168892848,11.586142973004288,0,42.319085907744395,33.5345405767941,22.757012004323833
44420,La Jagua del Pilar,-,-,-,-,2,2,2,0,0,0,0,174.67248908296943,136.51877133105802,63.51222610352493
44430,Maicao,-,5,5,1,67,68,73,0,9.348415443582313,7.224180777899787,6.5586672788089455,110.52275614061134,89.62935625032952,50.31706644609871
44560,Manaure,-,-,-,-,2,2,2,0,0,0,0,7.488392990864161,5.590808710479971,2.8948168304650523
44001,Riohacha,-,12,12,3,160,163,175,0,19.909081859508245,15.685864421845181,18.695083193120208,239.12361196215872,196.48496829721063,109.74539069359088
44650,San Juan del Cesar,-,2,2,-,7,7,9,0,12.078753472641623,9.875567845151096,0,39.56143325421046,32.93652660800828,21.68413444163354
44847,Uribia,-,-,-,-,3,3,3,0,0,0,0,4.852719949531712,3.7835792659856224,1.9845863791221514
44855,Urumita,-,-,-,-,2,2,2,0,0,0,0,50.35246727089628,41.40786749482402,21.25624402168137
44874,Villanueva,-,-,-,-,8,8,8,0,0,0,0,78.66273352999016,64.75635421725757,33.37505214851898
47,Magdalena,1,80,81,24,804,828,909,0.891003537284043,16.887220806744754,13.82337481483504,22.63638421489474,165.19212830743817,139.69260877633997,77.11925232503093
47030,Algarrobo,-,-,-,-,2,2,2,0,0,0,0,40.62563477554337,31.58559696778269,15.14807240778611
47053,Aracataca,-,1,1,-,14,14,15,0,7.624857033930614,5.962318149296446,0,105.85210948132466,84.22065812428563,44.91690372810301
47058,Ariguaní,-,-,-,-,7,7,7,0,0,0,0,69.4375557980359,55.79467559381476,27.157045313469894
47189,Ciénaga,1,11,12,2,102,104,116,10.056315366049878,26.87055719764516,23.584442129675125,21.438525029477972,238.44589382144608,199.59313706674857,112.63557536388087
47245,El Banco,-,2,2,-,26,26,28,0,8.894423196655698,7.0733863837312105,0,115.39144328066749,92.70484204521144,49.71502636671934
47268,El Retén,-,-,-,-,4,4,4,0,0,0,0,61.06870229007634,48.07692307692308,23.688262465948124
47288,Fundación,-,2,2,-,33,33,35,0,9.121590805436467,7.15154115711936,0,140.34789265512694,112.70491803278689,61.1396429444852
47318,Guamal,-,-,-,-,2,2,2,0,0,0,0,22.168033695411214,18.061952497064933,8.78773232567336
47460,Nueva Granada,-,1,1,-,2,2,3,0,14.44669170759896,11.337868480725625,0,31.94888178913738,24.962556165751376,17.823193916349812
47541,Pedraza,-,-,-,-,1,1,1,0,0,0,0,33.59086328518643,27.367268746579093,13.197835554968986
47555,Plato,-,4,4,7,43,50,54,0,18.673264553475562,14.986324978457159,140.33680834001603,210.20727414939384,196.50998270712154,103.57725136664429
47570,Puebloviejo,-,-,-,1,15,16,16,0,0,0,38.299502106472616,149.7304851267718,126.69253305883285,61.98667286533396
47605,Remolino,-,1,1,-,1,1,2,0,23.568230025925054,19.50458357714063,0,25.01250625312656,20.885547201336674,20.171457387796266
47001,Santa Marta,-,57,57,14,529,543,600,0,31.50232951436672,25.99831239024835,37.95272175233138,262.81796502384736,227.9903261563266,131.17248525949196
47745,Sitionuevo,-,-,-,-,4,4,4,0,0,0,0,43.525571273122964,34.80076561684357,16.842105263157894
47798,Tenerife,-,-,-,-,3,3,3,0,0,0,0,72.11538461538461,57.37234652897303,27.139497014655326
47980,Zona Bananera,-,1,1,-,16,16,17,0,4.28577551107873,3.369272237196766,0,69.69551770701747,54.982817869415804,28.921401837359646
50,Meta,1,161,162,42,1134,1176,1338,1.3330134101149056,43.02661503472863,36.06371255885398,59.32957579353308,301.632646547184,263.23741731860457,149.33869077515487
50006,Acacías,1,45,46,10,141,151,197,16.957775139901646,129.54113650757097,113.2029039005783,173.16017316017317,443.31258253159785,401.7987812990607,251.86662575432135
50110,Barranca de Upía,-,1,1,-,18,18,19,0,47.75549188156638,37.85011355034065,0,863.3093525179855,681.044267877412,359.50804162724694
50124,Cabuyaro,-,2,2,1,12,13,15,0,86.02150537634408,71.22507122507123,249.37655860349128,651.8196632265074,579.8394290811775,297.029702970297
50150,Castilla la Nueva,-,1,1,-,4,4,5,0,17.917935853789643,14.843402107763099,0,76.90828686791002,62.84367635506677,38.16211265455655
50226,Cumaral,-,2,2,-,14,14,16,0,25.22704339051463,20.82682495053629,0,169.53257447323807,141.24293785310735,81.98821419420959
50245,El Calvario,-,-,-,-,2,2,2,0,0,0,0,400.8016032064128,305.3435114503817,138.50415512465375
50251,El Castillo,-,1,1,-,3,3,4,0,38.49114703618167,31.23048094940662,0,125.05210504376824,101.86757215619694,65.07239303725395
50270,El Dorado,-,1,1,-,4,4,5,0,73.69196757553426,58.651026392961874,0,294.76787030213706,238.80597014925374,147.92899408284023
50287,Fuente de Oro,-,2,2,2,18,20,22,0,46.349942062572424,38.095238095238095,220.7505518763797,427.04626334519577,390.5487209529389,212.12997782277506
50313,Granada,-,6,6,1,19,20,26,0,26.219192448872576,21.42321562466526,19.638648860958366,73.53225744030343,64.66004978823833,44.11415385659507
50318,Guamal,-,-,-,-,3,3,3,0,0,0,0,57.49329244921426,48.764629388816644,24.662939822426836
50350,La Macarena,-,-,-,-,7,7,7,0,0,0,0,92.12950776520137,70.54318250529073,32.13072615441109
50325,Mapiripán,-,-,-,-,3,3,3,0,0,0,0,175.0291715285881,131.86813186813185,58.22981366459627
50330,Mesetas,-,4,4,-,10,10,14,0,107.84578053383662,88.20286659316429,0,302.48033877797945,247.1576866040534,163.1511478848619
50450,Puerto Concordia,-,-,-,1,7,8,8,0,0,0,140.84507042253523,283.97565922920893,251.96850393700785,117.45705476435178
50568,Puerto Gaitán,-,-,-,-,11,11,11,0,0,0,0,94.63179628355127,72.98301486199574,33.413322803074024
50577,Puerto Lleras,-,2,2,-,7,7,9,0,53.937432578209275,43.4593654932638,0,222.78803309993634,177.5297996449404,105.3247513165594
50573,Puerto López,-,9,9,1,37,38,47,0,88.8888888888889,72.1327242125511,46.33920296570899,365.3599289029327,309.3203093203093,189.80696228091432
50606,Restrepo,-,2,2,1,18,19,21,0,30.057108506161704,25.192089683839278,85.39709649871904,266.42984014209594,239.68714519994953,132.35850245808646
50680,San Carlos de Guaroa,-,-,-,-,2,2,2,0,0,0,0,50.748540979446844,40.78303425774878,19.38548027527382
50683,San Juan de Arama,-,-,-,-,3,3,3,0,0,0,0,102.880658436214,84.50704225352113,39.308176100628934
50686,San Juanito,-,-,-,-,1,1,1,0,0,0,0,259.7402597402597,209.20502092050208,98.91196834817012
50223,San Luis de Cubarral,-,-,-,-,3,3,3,0,0,0,0,118.5302252074279,99.60159362549801,49.382716049382715
50689,San Martín,-,1,1,-,8,8,9,0,11.134617525887986,9.09338910611985,0,85.57064926730132,71.01642254771416,40.42763453418381
50370,Uribe,-,-,-,-,9,9,9,0,0,0,0,351.0140405616225,265.87887740029544,114.83986219216536
50001,Villavicencio,-,82,82,25,763,788,870,0,42.29660234488237,35.71848605890065,74.76523715533226,370.30925433402575,329.0435189283537,185.47931479250835
