CASOS Y TASAS X 100.00 HABITANTES",PRESUNTO DELITO SEXUAL (CASOS),PRESUNTO DELITO SEXUAL (CASOS).1,PRESUNTO DELITO SEXUAL (CASOS).2,PRESUNTO DELITO SEXUAL (CASOS).3,PRESUNTO DELITO SEXUAL (CASOS).4,PRESUNTO DELITO SEXUAL (CASOS).5,PRESUNTO DELITO SEXUAL (CASOS).6,PRESUNTO DELITO SEXUAL (CASOS).7,PRESUNTO DELITO SEXUAL (CASOS).8,PRESUNTO DELITO SEXUAL (TASAS),PRESUNTO DELITO SEXUAL (TASAS).1,PRESUNTO DELITO SEXUAL (TASAS).2,PRESUNTO DELITO SEXUAL (TASAS).3,PRESUNTO DELITO SEXUAL (TASAS).4,PRESUNTO DELITO SEXUAL (TASAS).5,PRESUNTO DELITO SEXUAL (TASAS).6,PRESUNTO DELITO SEXUAL (TASAS).7,PRESUNTO DELITO SEXUAL (TASAS).8
CÓDIGOS,SEXO,Hombre,Hombre,Hombre,HOMBRE,Mujer,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,(TASA X 100.000 HAB.)
47798,Tenerife,3,-,-,3,4,1,-,5,8,117.60094080752646,0,-,41.49951583898188,172.33950883239982,24.03846153846154,-,77.14858818083628,58.35156819839533
47980,Zona Bananera,1,-,-,1,4,1,-,5,6,6.8493150684931505,0,-,2.636227031871985,28.186879007821858,4.355969856688592,-,13.459674814256486,7.991369321133177
50,Meta,88,5,-,93,532,109,-,641,734,53.186667069595956,1.3362302805816344,-,17.23364749222633,339.2510968268544,28.99290870691627,-,120.31458227753065,68.44384434340533
50006,Acacías,7,-,-,7,36,15,-,51,58,52.56044451118786,0,-,14.566339270850674,282.4637112593174,47.160913035276366,-,114.47554488114744,62.63025473236364
50110,Barranca de Upía,2,-,-,2,4,-,-,4,6,166.38935108153078,0,-,60.679611650485434,319.744204636291,0,-,119.9040767386091,90.47044632086852
50124,Cabuyaro,1,-,-,1,10,2,-,12,13,90.41591320072332,0,-,29.146021568055964,1029.8661174047375,108.63661053775121,-,426.74253200568995,208.23322120775268
50150,Castilla la Nueva,-,-,-,-,6,1,-,7,7,0,0,-,0,229.27015666794037,19.227071716977505,-,89.53696597595292,43.63817717099931
50226,Cumaral,2,-,-,2,9,3,-,12,14,54.719562243502054,0,-,17.2666839333506,253.80710659898475,36.32840881569388,-,101.66045408336157,59.8623166716552
50251,El Castillo,1,-,-,1,2,3,-,5,6,78.74015748031496,0,-,25.853154084798348,166.38935108153078,125.05210504376824,-,138.8503193557345,80.33203909492569
50270,El Dorado,-,-,-,-,10,-,-,10,10,0,0,-,0,1587.3015873015872,0,-,503.27126321087064,249.75024975024974
50287,Fuente de Oro,3,-,-,3,8,-,-,8,11,149.17951268025857,0,-,47.42333227948151,410.2564102564103,0,-,129.764801297648,88.06340565206949
50313,Granada,3,-,-,3,8,4,-,12,15,26.669037247755355,0,-,8.789148331526674,71.41581860382074,15.480475250590194,-,32.39653357090791,21.075111698092
50318,Guamal,-,-,-,-,2,1,-,3,3,0,0,-,0,94.38414346389807,19.164430816404753,-,40.88864658579801,20.57048820625343
50350,La Macarena,-,-,-,-,5,-,-,5,5,0,0,-,0,89.55758552749418,0,-,37.93338896897048,17.674089784376104
50400,Lejanías,2,-,-,2,3,-,-,3,5,105.3740779768177,0,-,34.71619510501649,171.0376282782212,0,-,54.61496450027307,44.4286475919673
50325,Mapiripán,2,-,-,2,2,1,-,3,5,123.76237623762377,0,-,51.36106831022085,124.45550715619166,58.34305717619603,-,90.33423667570008,69.3000693000693
50330,Mesetas,-,-,-,-,7,1,-,8,8,0,0,-,0,409.5962551199532,30.248033877797944,-,159.52143569292122,76.07455306200076
50450,Puerto Concordia,1,-,-,1,7,1,-,8,9,57.971014492753625,0,-,21.673168617251843,448.4304932735426,40.56795131845842,-,198.7083954297069,104.16666666666667
50568,Puerto Gaitán,-,-,-,-,5,1,-,6,6,0,0,-,0,56.09154139555755,8.602890571231933,-,29.214139643587494,13.644426251876109
50577,Puerto Lleras,1,-,-,1,7,2,-,9,10,53.13496280552603,0,-,17.889087656529515,409.8360655737705,63.65372374283895,-,185.56701030927834,95.78544061302682
50573,Puerto López,6,-,-,6,35,6,-,41,47,111.87768040275967,0,-,38.739669421487605,707.3565076798707,59.24755603831342,-,271.97346600331673,153.7807152439224
50590,Puerto Rico,1,-,-,1,4,-,-,4,5,45.998160073597056,0,-,14.287755393627661,185.27095877721166,0,-,66.87844841999666,38.52080123266564
50606,Restrepo,1,-,-,1,14,2,-,16,17,35.95828838547285,0,-,10.598834128245894,534.1472720335751,29.603315571343988,-,170.63026554335073,90.36785030831383
50680,San Carlos de Guaroa,1,-,-,1,5,2,-,7,8,42.49893752656183,0,-,14.764506127270044,220.26431718061676,50.748540979446844,-,112.70326839478344,61.61429451632779
50683,San Juan de Arama,-,-,-,-,3,-,-,3,3,0,0,-,0,227.27272727272725,0,-,70.8215297450425,33.56455582904453
50223,San Luis de Cubarral,-,-,-,-,1,-,-,1,1,0,0,-,0,100.70493454179255,0,-,28.37684449489217,14.033118158854899
50689,San Martín,1,-,-,1,2,-,-,2,3,23.60160490913382,0,-,7.565441065214102,48.1811611659841,0,-,14.814814814814815,11.228385358185493
50370,Uribe,-,-,-,-,8,1,-,9,9,0,0,-,0,487.50761730652044,39.0015600624025,-,214.0309155766944,94.14225941422593
50001,Villavicencio,53,5,-,58,324,63,-,387,445,68.2778522106565,2.5790611185903884,-,21.363350067957555,447.6065483180217,30.57599347712139,-,138.99414213318298,80.92056691676274
50711,Vistahermosa,-,-,-,-,5,-,-,5,5,0,0,-,0,179.53321364452424,0,-,62.515628907226805,29.535117254415496
52,Nariño,3,4,-,7,60,45,-,105,112,1.2975385693339734,0.7102701512520286,-,0.881198127328094,27.117663542109213,7.355885934728772,-,12.604845302534294,6.882202501434817
52019,Albán,-,-,-,-,-,1,-,1,1,0,0,-,0,0,27.716186252771617,-,21.542438604049977,10.73191672032625
52022,Aldana,-,-,-,-,1,-,-,1,1,0,0,-,0,119.76047904191617,0,-,26.089225150013043,13.588802826470987
52079,Barbacoas,-,2,-,2,-,-,-,-,2,0,12.138868657441126,-,6.975203152791825,0,0,-,0,3.5383200056613116
52083,Belén,-,-,-,-,1,-,-,1,1,0,0,-,0,146.19883040935673,0,-,30.921459492888065,15.873015873015873
52240,Chachagüí,-,-,-,-,-,1,-,1,1,0,0,-,0,0,17.070672584499828,-,12.970168612191959,6.536374926465783
52215,Córdoba,-,-,-,-,1,-,-,1,1,0,0,-,0,47.3260766682442,0,-,12.448649321548613,6.462453147214683
52250,El Charco,-,-,-,-,1,-,-,1,1,0,0,-,0,21.079258010118043,0,-,8.942144326209425,4.434786465031708
52256,El Rosario,-,-,-,-,1,-,-,1,1,0,0,-,0,68.1663258350375,0,-,16.691704223001167,8.292561572269674
52520,Francisco Pizarro,-,-,-,-,1,1,-,2,2,0,0,-,0,38.78975950349108,22.49212775528565,-,28.473804100227788,14.129282938890851
52320,Guaitarilla,-,-,-,-,3,-,-,3,3,0,0,-,0,241.3515687851971,0,-,52.69629369401019,26.497085320614733
52352,Iles,-,-,-,-,1,-,-,1,1,0,0,-,0,101.21457489878543,0,-,25.438819638768763,13.10615989515072
52356,Ipiales,-,-,-,-,6,8,-,14,14,0,0,-,0,39.23363630419146,17.772248633758387,-,23.214552207869733,12.088766082376306
52385,La Llanada,-,-,-,-,-,1,-,1,1,0,0,-,0,0,42.3728813559322,-,30.275507114744173,15.45833977430824
52435,Mallama,-,-,-,-,-,1,-,1,1,0,0,-,0,0,30.129557095510695,-,22.276676319893074,11.180679785330948
52473,Mosquera,-,-,-,-,1,-,-,1,1,0,0,-,0,49.77600796416127,0,-,16.061676839062,7.947862025115244
52506,Ospina,-,-,-,-,-,1,-,1,1,0,0,-,0,0,35.7398141529664,-,28.08988764044944,14.304105278214847
52001,Pasto,3,2,-,5,25,23,-,48,53,6.722538430511361,1.4277657607492915,-,2.7070193010476165,57.90790327063837,13.965632400267168,-,23.092243892582577,13.500880104542665
52573,Puerres,-,-,-,-,1,-,-,1,1,0,0,-,0,101.62601626016261,0,-,23.413720440177944,11.957431543704413
52585,Pupiales,-,-,-,-,-,1,-,1,1,0,0,-,0,0,14.359563469270535,-,11.376564277588168,5.808887598024978
52612,Ricaurte,-,-,-,-,-,1,-,1,1,0,0,-,0,0,16.116035455278002,-,10.090817356205854,4.98603909054647
52678,Samaniego,-,-,-,-,1,-,-,1,1,0,0,-,0,31.565656565656568,0,-,7.105805443046969,3.6055525509284294
52835,San Andrés de Tumaco,-,-,-,-,13,5,-,18,18,0,0,-,0,29.220049449314452,5.7975719768560925,-,13.768520572464489,7.0027466328459935
52786,Taminango,-,-,-,-,1,-,-,1,1,0,0,-,0,54.02485143165856,0,-,11.114816049794376,5.593779716954747
52788,Tangua,-,-,-,-,-,1,-,1,1,0,0,-,0,0,18.953752843062926,-,14.786337424220019,7.508634930169695
52838,Túquerres,-,-,-,-,1,-,-,1,1,0,0,-,0,18.996960486322187,0,-,4.397730770922204,2.2439133849433412
52885,Yacuanquer,-,-,-,-,1,-,-,1,1,0,0,-,0,80.06405124099278,0,-,17.98561151079137,9.128251939753536
54,Norte de Santander,78,6,-,84,416,82,-,498,582,30.808242389771664,1.0778243038602278,-,10.37221431958274,172.82853000195263,13.846930625188916,-,59.79180924251702,35.42848377046726
54003,Ábrego,4,1,-,5,8,1,-,9,14,66.13756613756614,8.91583452211127,-,28.962001853568115,137.33905579399143,8.84486113568017,-,52.53633763352986,40.70359063817415
54051,Arboledas,1,-,-,1,2,1,-,3,4,59.38242280285036,0,-,18.278194114421495,132.27513227513228,31.14294612270321,-,63.51894982002964,39.238767902687854
54099,Bochalema,-,-,-,-,3,3,-,6,6,0,0,-,0,255.1020408163265,95.96928982725528,-,139.47001394700138,66.90454950936663
54128,Cáchira,-,-,-,-,1,1,-,2,2,0,0,-,0,55.24861878453039,27.824151363383418,-,37.00962250185048,17.61959298740199
54172,Chinácota,1,-,-,1,5,1,-,6,7,37.105751391465674,0,-,10.734220695577502,184.9796522382538,14.082523588227009,-,61.19951040391676,36.61087866108787
54174,Chitagá,-,-,-,-,1,-,-,1,1,0,0,-,0,51.86721991701245,0,-,16.5809981760902,7.959248646927731
54206,Convención,1,-,-,1,4,-,-,4,5,26.497085320614733,0,-,9.820288716488264,107.93308148947652,0,-,41.09729785266619,25.10544286001205
54001,Cúcuta,46,4,-,50,225,42,-,267,317,40.58119326352192,1.4873040012195893,-,13.078870822608659,208.33333333333334,14.113140341739612,-,65.82921387097967,40.23399175774314
54223,Cucutilla,2,-,-,2,4,1,-,5,7,155.64202334630352,0,-,44.83299708585519,317.9650238473768,34.81894150417828,-,121.06537530266344,81.48061925270632
54239,Durania,-,-,-,-,1,-,-,1,1,0,0,-,0,156.98587127158558,0,-,42.17629692113032,20.50020500205002
54245,El Carmen,-,-,-,-,1,-,-,1,1,0,0,-,0,38.46153846153846,0,-,14.587892049598832,7.024938531787847
54250,El Tarra,1,-,-,1,1,1,-,2,3,20.387359836901123,0,-,8.573388203017831,21.867483052700635,16.68613382279326,-,18.92863903085368,13.49527665317139
54261,El Zulia,2,-,-,2,5,-,-,5,7,38.76720294630742,0,-,13.195223329154844,105.59662090813093,0,-,34.146008331626035,23.48993288590604
54313,Gramalote,-,-,-,-,1,-,-,1,1,0,0,-,0,110.01100110011001,0,-,28.768699654775602,12.822156686754713
54344,Hacarí,-,-,-,-,2,-,-,2,2,0,0,-,0,89.16629514043692,0,-,38.6324125941665,18.608113137327877
54385,La Esperanza,1,-,-,1,8,1,-,9,10,39.52569169960474,0,-,15.422578655151142,336.417157275021,27.151778441487917,-,148.4903481273717,79.71303308090873
54398,La Playa,-,-,-,-,2,-,-,2,2,0,0,-,0,144.4043321299639,0,-,51.3347022587269,24.65483234714004
54377,Labateca,-,-,-,-,3,-,-,3,3,0,0,-,0,298.5074626865672,0,-,92.90802105915144,45.01800720288115
54405,Los Patios,6,-,-,6,11,3,-,14,20,43.07559767391773,0,-,12.715097058574214,81.72969760011888,7.9109751595379985,-,27.247426091356726,20.29035497976037
54418,Lourdes,2,-,-,2,2,-,-,2,4,264.9006622516556,0,-,89.72633467922834,302.11480362537765,0,-,99.05894006934125,94.16195856873823
54498,Ocaña,3,1,-,4,29,11,-,40,44,15.8144438587243,2.2771781208726147,-,6.360918516633802,153.56915907646686,22.296544035674472,-,58.63469121505739,33.56139828989421
54518,Pamplona,1,-,-,1,16,6,-,22,23,14.162299957513099,0,-,3.814609956131986,230.78032597721045,27.90827480347923,-,77.37760270118177,42.08831225867842
54520,Pamplonita,-,-,-,-,1,1,-,2,2,0,0,-,0,121.95121951219512,50.505050505050505,-,71.42857142857143,34.05994550408719
54553,Puerto Santander,-,-,-,-,5,-,-,5,5,0,0,-,0,313.2832080200501,0,-,105.61892691170257,53.24246619103397
54599,Ragonvalia,-,-,-,-,8,-,-,8,8,0,0,-,0,998.7515605493134,0,-,267.5585284280936,124.49424214130097
54660,Salazar,-,-,-,-,4,-,-,4,4,0,0,-,0,242.27740763173833,0,-,77.02676680146351,36.7816091954023
54720,Sardinata,1,-,-,1,7,1,-,8,9,19.561815336463223,0,-,7.048209754722301,143.67816091954023,12.328936012822092,-,61.61904028344758,33.123550844650545
54800,Teorama,-,-,-,-,3,-,-,3,3,0,0,-,0,83.19467554076539,0,-,34.21923120793886,16.745743790120013
54810,Tibú,3,-,-,3,13,1,-,14,17,24.10994133247609,0,-,9.598464245720685,115.94719942918302,5.858574023082782,-,49.503200028287544,28.554152109647944
54820,Toledo,1,-,-,1,6,1,-,7,8,37.36920777279522,0,-,11.7096018735363,238.66348448687353,18.20167455405897,-,87.41258741258741,48.344210780759006
54874,Villa del Rosario,2,-,-,2,34,6,-,40,42,11.973180076628353,0,-,3.659451448227911,215.51724137931035,14.161297174821215,-,68.79353340785966,37.234702742956436
86,Putumayo,19,1,-,20,148,29,-,177,197,31.09554515400478,0.8224090004441008,-,10.947147173446599,249.86493787142084,23.739941223180004,-,97.58033838876668,54.10824395402173
86001,Mocoa,2,-,-,2,13,5,-,18,20,23.280176929344663,0,-,6.868839509564858,152.76145710928319,22.59580621836587,-,58.75057118610875,33.47000251025019
86320,Orito,-,-,-,-,23,4,-,27,27,0,0,-,0,348.0629539951574,30.314513073133764,-,136.34297833661566,68.74952257275991
86568,Puerto Asís,5,-,-,5,24,7,-,31,36,45.28575310207409,0,-,14.655450361989624,223.65110427732736,30.0493668169135,-,91.10680068183154,52.83007792436494
86569,Puerto Caicedo,-,1,-,1,7,-,-,7,8,0,17.188037126160193,-,11.842728564661298,277.99841143764894,0,-,89.95116936520175,49.30358683594232
86571,Puerto Guzmán,2,-,-,2,7,1,-,8,10,26.581605528973952,0,-,10.232796111537477,97.04699847497574,9.601536245799327,-,45.38234626730202,26.901245527667932
86573,Puerto Leguízamo,2,-,-,2,9,1,-,10,12,33.25573661456601,0,-,12.61431725007884,152.74949083503054,12.260912211868563,-,71.18451025056947,40.12975286760526
86757,San Miguel,-,-,-,-,8,-,-,8,8,0,0,-,0,233.84975153463898,0,-,82.10180623973727,40.60295386489367
86760,Santiago,-,-,-,-,-,1,-,1,1,0,0,-,0,0,37.59398496240602,-,26.068821689259646,13.49892008639309
86749,Sibundoy,-,-,-,-,2,1,-,3,3,0,0,-,0,95.14747859181732,16.342539630658603,-,36.49191095973726,19.124115509657678
86865,Valle del Guamuez,6,-,-,6,41,9,-,50,56,103.8241910365115,0,-,34.14717432132491,767.5028079371023,73.60758976036641,-,284.5921794069099,159.3625498007968
86885,Villagarzón,2,-,-,2,14,-,-,14,16,47.359696897939855,0,-,16.414970453053183,340.1360544217687,0,-,114.36974103422922,65.50665301944728
63,Quindío,67,8,-,75,320,53,-,373,448,104.84640783687776,3.875443253822156,-,27.74376597578524,524.8827215169111,22.961615111342173,-,127.83341215822554,79.69871041082195
63001,Armenia,27,3,-,30,158,26,-,184,214,81.87028108796507,2.6747980527470174,-,20.670125467661588,496.29350420907144,19.773366795954065,-,112.65811934413382,69.37622988818757
63111,Buenavista,-,-,-,-,4,1,-,5,5,0,0,-,0,941.1764705882352,94.6969696969697,-,337.609723160027,157.92798483891346
63130,Calarcá,8,2,-,10,57,6,-,63,73,90.31384059607134,7.045478564131469,-,26.84924150892737,671.061926065458,19.962072063080146,-,163.41988534668363,96.3111509842208
63190,Circasia,3,1,-,4,10,4,-,14,18,88.60011813349084,9.292816652727442,-,28.274545840107443,303.030303030303,33.42804613070366,-,91.70706144373116,61.19742970795227
63212,Córdoba,2,-,-,2,5,2,-,7,9,249.06600249066003,0,-,64.62035541195478,682.1282401091405,101.0611419909045,-,258.1120943952802,154.98536249354228
63272,Filandia,4,1,-,5,10,-,-,10,15,272.8512960436562,21.44542140253056,-,81.57937673356176,742.9420505200594,0,-,159.33715742511154,120.91898428053204
63302,Génova,6,-,-,6,8,1,-,9,15,598.2053838484546,0,-,148.5148514851485,963.855421686747,37.50937734433609,-,257.4370709382151,199.04458598726114
63401,La Tebaida,4,1,-,5,16,4,-,20,25,87.8348704435661,7.887057338906853,-,29.014100853014565,371.0575139146568,29.239766081871345,-,111.16051578479323,70.97232079489
63470,Montenegro,6,-,-,6,33,5,-,38,44,126.26262626262627,0,-,32.0958596341072,727.5132275132274,33.930510314875136,-,197.1772519717725,115.89316757098457
63548,Pijao,-,-,-,-,4,-,-,4,4,0,0,-,0,664.4518272425249,0,-,160.51364365971108,77.19027402547279
63594,Quimbaya,4,-,-,4,14,3,-,17,21,107.18113612004286,0,-,26.193438543644817,398.5197836606889,23.56637863315004,-,104.66046912516161,66.63705019991116
63690,Salento,3,-,-,3,1,1,-,2,5,250,0,-,60.42296072507553,96.24639076034649,27.47252747252747,-,42.744176106005554,51.845707175445874
66,Risaralda,95,10,-,105,530,115,-,645,750,80.3844917161666,2.912844771589277,-,22.75243830297147,470.621664579948,29.149346040758388,-,127.18456748373713,77.42926578473012
66045,Apía,2,-,-,2,18,-,-,18,20,120.12012012012012,0,-,31.61555485298767,1235.4152367879203,0,-,300.5510101853398,162.40357287860334
66075,Balboa,-,-,-,-,1,-,-,1,1,0,0,-,0,130.89005235602096,0,-,33.3889816360601,15.75795776867318
66088,Belén de Umbría,1,-,-,1,14,4,-,18,19,28.818443804034583,0,-,7.9579818558013695,443.1782209559987,43.60148245040331,-,145.9498905375821,76.30828547331218
66170,Dosquebradas,20,1,-,21,111,23,-,134,155,77.52538956508256,1.2601600403251214,-,19.970899546375282,439.3603546548448,24.175662465707347,-,111.29475668806737,68.71968575152735
66318,Guática,-,-,-,-,3,3,-,6,6,0,0,-,0,194.42644199611146,67.98096532970767,-,100.73875083948958,49.16823731869213
66383,La Celia,-,-,-,-,2,-,-,2,2,0,0,-,0,235.01762632197415,0,-,56.59309564233164,26.727248429774153
66400,La Virginia,2,-,-,2,5,-,-,5,7,57.67012687427913,0,-,15.119443604475356,144.42518775274408,0,-,33.40236488743403,24.825336028655528
66440,Marsella,1,1,-,2,10,1,-,11,13,44.34589800443459,16.160310277957336,-,23.688262465948124,458.295142071494,16.077170418006432,-,130.9212092358962,77.1742356782428
66456,Mistrató,1,1,-,2,7,-,-,7,9,25.974025974025974,20.189783969311527,-,22.719527433829377,191.15237575095577,0,-,81.51857458949576,51.75388154111558
66001,Pereira,58,7,-,65,316,80,-,396,461,106.22321526684004,4.094956183968832,-,28.81921044230837,607.1085494716618,39.36833506389973,-,155.1365475850019,95.88126529992533
66572,Pueblo Rico,5,-,-,5,6,1,-,7,12,117.34334663224595,0,-,59.537985234579665,153.8856116953065,23.364485981308412,-,85.58503484533561,72.3894552693491
66594,Quinchía,1,-,-,1,3,-,-,3,4,23.820867079561694,0,-,7.168972686214065,78.39038411288215,0,-,22.164758034724787,14.553922282055012
66682,Santa Rosa de Cabal,3,-,-,3,25,3,-,28,31,31.655587211142766,0,-,7.665380586146101,279.4232703699564,9.399674144629653,-,68.52164549837262,38.75
66687,Santuario,1,-,-,1,9,-,-,9,10,60.024009603841534,0,-,15.63721657544957,580.6451612903227,0,-,146.6992665036675,79.80845969672785
68,Santander,113,15,-,128,793,152,-,945,1073,36.22561182814314,1.8369521290275175,-,11.342449827382092,266.5743349088,17.263448169336254,-,80.22405006659869,46.521610003230066
68013,Aguada,-,-,-,-,1,-,-,1,1,0,0,-,0,502.51256281407035,0,-,108.93246187363836,52.96610169491525
68020,Albania,-,-,-,-,1,-,-,1,1,0,0,-,0,193.7984496124031,0,-,47.596382674916704,22.80501710376283
68051,Aratoca,1,-,-,1,1,-,-,1,2,82.8500414250207,0,-,22.8675966155957,83.89261744966443,0,-,23.76425855513308,23.307306840694558
68077,Barbosa,1,1,-,2,13,2,-,15,17,21.08370229812355,8.880206020779681,-,12.496875781054737,298.5760220486909,15.794045644791915,-,88.14714697067639,51.48238999424609
68081,Barrancabermeja,10,1,-,11,85,23,-,108,119,30.980853832331615,1.3998936080857853,-,10.606294353594569,275.2947272962819,29.309444012590316,-,98.76633531170839,55.85254926992739
68092,Betulia,1,-,-,1,3,-,-,3,4,97.5609756097561,0,-,30.759766225776687,325.7328990228013,0,-,104.27528675703859,65.27415143603133
68101,Bolívar,-,-,-,-,2,-,-,2,2,0,0,-,0,130.12361743656476,0,-,36.63003663003663,18.01639491937663
68001,Bucaramanga,38,4,-,42,194,48,-,242,284,52.136928037319066,1.8249007710205758,-,14.37986818454164,276.1880356481877,19.051247856734616,-,75.11002687821623,46.233816129415615
68147,Capitanejo,2,1,-,3,1,-,-,1,4,257.0694087403599,49.9001996007984,-,107.83608914450035,152.4390243902439,0,-,36.25815808556926,72.20216606498195
68152,Carcasí,-,-,-,-,2,-,-,2,2,0,0,-,0,332.77870216306155,0,-,100.4016064257028,46.44681839294008
68162,Cerrito,-,1,-,1,3,-,-,3,4,0,38.299502106472616,-,27.17391304347826,300.9027081243731,0,-,90.09009009009009,57.06134094151213
68167,Charalá,1,-,-,1,7,2,-,9,10,56.947608200455576,0,-,16.347882949158084,425.79075425790757,43.03851947493006,-,143.0615164520744,80.59316569954868
68169,Charta,-,-,-,-,2,1,-,3,3,0,0,-,0,552.4861878453038,95.41984732824427,-,212.76595744680853,102.73972602739725
68176,Chima,-,-,-,-,2,-,-,2,2,0,0,-,0,498.75311720698255,0,-,143.78145219266716,69.01311249137336
68190,Cimitarra,2,-,-,2,26,9,-,35,37,36.94808793644929,0,-,11.206365215442371,485.61822936122525,77.66655160510874,-,206.58717978987133,106.3554571847423
68207,Concepción,-,-,-,-,3,-,-,3,3,0,0,-,0,383.63171355498724,0,-,104.8951048951049,51.53753650575503
68209,Confines,-,-,-,-,2,-,-,2,2,0,0,-,0,404.8582995951417,0,-,128.45215157353886,60.06006006006006
68211,Contratación,-,-,-,-,1,-,-,1,1,0,0,-,0,233.64485981308408,0,-,52.13764337851929,26.737967914438503
68217,Coromoro,-,-,-,-,3,-,-,3,3,0,0,-,0,429.18454935622316,0,-,125.73344509639564,59.05511811023622
68229,Curití,-,1,-,1,4,-,-,4,5,0,20.868113522537563,-,14.943215780035862,211.97668256491787,0,-,59.347181008902076,37.22453841572364
68235,El Carmen de Chucurí,1,1,-,2,20,1,-,21,23,27.800945232137895,12.866700977869275,-,17.591696719148562,566.57223796034,13.96063102052213,-,196.3901617880857,104.25165442842898
68245,El Guacamayo,-,-,-,-,2,-,-,2,2,0,0,-,0,662.2516556291391,0,-,188.5014137606032,94.87666034155598
68250,El Peñón,-,-,-,-,5,-,-,5,5,0,0,-,0,535.3319057815845,0,-,191.35093761959433,89.79885057471265
68255,El Playón,5,-,-,5,16,4,-,20,25,212.04410517387615,0,-,68.81365262868154,734.6189164370983,84.22825858075385,-,288.72527789808,176.14316916789969
68264,Encino,-,-,-,-,1,1,-,2,2,0,0,-,0,257.0694087403599,115.74074074074073,-,159.6169193934557,76.5696784073507
68266,Enciso,-,-,-,-,1,-,-,1,1,0,0,-,0,229.88505747126436,0,-,58.71990604815032,28.71088142405972
68271,Florián,-,-,-,-,3,-,-,3,3,0,0,-,0,369.00369003690037,0,-,109.5690284879474,53.087949035568926
68276,Floridablanca,7,1,-,8,66,12,-,78,86,18.323168337565114,0.9162123780292272,-,5.429323777723484,179.92475873725533,9.423960419366239,-,47.55604601961991,27.620316991312446
68296,Galán,-,-,-,-,3,-,-,3,3,0,0,-,0,771.2082262210797,0,-,210.37868162692845,102.63427984946972
68298,Gámbita,-,-,-,-,8,-,-,8,8,0,0,-,0,1275.9170653907497,0,-,409.626216077829,197.1900419028839
68307,Girón,8,1,-,9,53,11,-,64,73,33.56831151393085,1.628584922560787,-,10.559042646800023,230.91669571279192,16.754500868187773,-,72.22987156625963,41.992395349773645
68318,Guaca,-,-,-,-,2,1,-,3,3,0,0,-,0,229.6211251435132,51.54639175257732,-,106.72358591248667,50.217609641781046
68320,Guadalupe,2,-,-,2,1,-,-,1,3,328.4072249589491,0,-,88.65248226950355,173.3102253032929,0,-,44.22821760283061,66.41576267434138
68322,Guapotá,-,-,-,-,2,-,-,2,2,0,0,-,0,515.4639175257732,0,-,169.4915254237288,81.9672131147541
68327,Güepsa,2,-,-,2,4,1,-,5,7,275.4820936639118,0,-,73.93715341959334,588.2352941176471,50.42864346949067,-,187.75816748028538,130.40238450074517
68344,Hato,-,-,-,-,2,-,-,2,2,0,0,-,0,643.0868167202573,0,-,180.18018018018017,83.47245409015025
68368,Jesús María,1,-,-,1,1,-,-,1,2,224.71910112359552,0,-,58.37711617046118,237.52969121140143,0,-,60.132291040288635,59.241706161137444
68377,La Belleza,-,-,-,-,3,-,-,3,3,0,0,-,0,338.6004514672686,0,-,98.81422924901185,48.03073967339097
68397,La Paz,-,-,-,-,3,-,-,3,3,0,0,-,0,511.94539249146754,0,-,127.1186440677966,60.350030175015085
68385,Landázuri,1,1,-,2,6,-,-,6,8,59.73715651135006,26.20545073375262,-,36.42987249544627,394.47731755424064,0,-,115.05273250239692,74.73143390938813
68406,Lebrija,2,-,-,2,9,-,-,9,11,30.36744609778318,0,-,8.79430129276229,140.5152224824356,0,-,41.04903078677309,24.62668189043365
68418,Los Santos,1,-,-,1,1,1,-,2,3,42.122999157540015,0,-,12.960082944530845,44.84304932735426,19.968051118210862,-,27.631942525559545,20.061522000802462
68432,Málaga,-,-,-,-,10,3,-,13,13,0,0,-,0,343.87895460797796,35.41912632821724,-,114.25558094568466,59.32822197882439
68444,Matanza,-,-,-,-,1,2,-,3,3,0,0,-,0,161.55088852988692,111.1728738187882,-,124.06947890818859,58.927519151443725
68464,Mogotes,1,-,-,1,5,1,-,6,7,57.703404500865545,0,-,18.477457501847745,296.0331557134399,27.292576419213972,-,112.0866803661498,65.02554575011612
68468,Molagavita,-,-,-,-,2,-,-,2,2,0,0,-,0,386.1003861003861,0,-,101.93679918450562,48.1811611659841
68498,Ocamonte,-,-,-,-,1,-,-,1,1,0,0,-,0,127.2264631043257,0,-,36.25815808556926,17.02417432754511
