 DIVIPOLA,"SUICIDIOS EN COLOMBIA AÑO 2020

CASOS Y TASAS X 100.00 HABITANTES",VIOLENTA - SUICIDIO (CASOS),VIOLENTA - SUICIDIO (CASOS).1,VIOLENTA - SUICIDIO (CASOS).2,VIOLENTA - SUICIDIO (CASOS).3,VIOLENTA - SUICIDIO (CASOS).4,VIOLENTA - SUICIDIO (CASOS).5,VIOLENTA - SUICIDIO (CASOS).6,VIOLENTA - SUICIDIO (TASAS),VIOLENTA - SUICIDIO (TASAS).1,VIOLENTA - SUICIDIO (TASAS).2,VIOLENTA - SUICIDIO (TASAS).3,VIOLENTA - SUICIDIO (TASAS).4,VIOLENTA - SUICIDIO (TASAS).5,VIOLENTA - SUICIDIO (TASAS).6
CÓDIGOS,SEXO,Hombre,Hombre,HOMBRE,Mujer,Mujer,MUJER,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),TOTAL,(TASA X 100.000 HAB.)
8758,Soledad,-,5,5,-,3,3,8,0,2.290121788676722,1.7006339963538406,0,1.249781288274552,0.9591743427257816,1.3184415361821558
11,"Bogotá, D.C.",16,221,237,12,70,82,319,2.4395338660665415,7.892510436148697,6.857666668788589,1.8900495192974058,2.215345508450277,2.160918885956715,4.399594630453359
11001,"Bogotá, D.C.",16,221,237,12,70,82,319,2.4395338660665415,7.892510436148697,6.857666668788589,1.8900495192974058,2.215345508450277,2.160918885956715,4.399594630453359
13,Bolívar,6,51,57,2,9,11,68,2.3101890889769328,7.082831632759347,5.817691907284363,0.8117805594791615,1.1911379337727308,1.0978569831688545,3.431359191652512
13074,Barranco de Loba,-,1,1,-,-,-,1,0,21.290185224611456,14.452955629426219,0,0,0,7.439369141496801
13001,Cartagena de Indias,4,27,31,1,5,6,37,3.5701216518952883,7.9754945545095515,6.880051844519706,0.9306827488645669,1.3028670893167504,1.2214560978142044,3.928668128414358
13222,Clemencia,-,1,1,-,-,-,1,0,20.02002002002002,14.322543683758235,0,0,0,7.241653993772178
13212,Córdoba,-,1,1,-,-,-,1,0,16.929067208396816,12.651821862348179,0,0,0,6.710958996040534
13244,El Carmen de Bolívar,1,2,3,1,-,1,4,11.024142872891634,8.064516129032258,8.857134421776742,11.83151916706105,0,3.156067539845353,6.101653548111538
13430,Magangué,-,7,7,-,2,2,9,0,15.366378364139264,11.046410705550032,0,4.256858863844369,3.1391260673028634,7.082097245064172
13650,San Fernando,-,1,1,-,-,-,1,0,23.65744026496333,16.50437365901964,0,0,0,8.512811781731505
13654,San Jacinto,-,2,2,-,-,-,2,0,23.263929277655,17.38072477622317,0,0,0,8.904323048840212
13657,San Juan Nepomuceno,-,2,2,-,1,1,3,0,14.500108750815631,11.029006286533583,0,7.578628268283441,5.78168362627197,8.467400508044031
13667,San Martín de Loba,-,1,1,-,-,-,1,0,21.146119687037427,14.423770373575653,0,0,0,7.538067239559776
13688,Santa Rosa del Sur,-,1,1,-,-,-,1,0,9.022827754218172,6.308750236578134,0,0,0,3.238341968911917
13836,Turbaco,-,4,4,-,1,1,5,0,10.488501979704749,7.833920877399137,0,2.465118572203323,1.891539145402614,4.811069308264456
13838,Turbaná,1,-,1,-,-,-,1,50.35246727089628,0,12.362467548522686,0,0,0,6.305567816381865
13894,Zambrano,-,1,1,-,-,-,1,0,22.93052052281587,16.76727028839705,0,0,0,8.962982880702697
