CASOS Y TASAS X 100.00 HABITANTES",VIOLENTA - PRESUNTO HOMICIDIO (CASOS),VIOLENTA - PRESUNTO HOMICIDIO (CASOS).1,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).2,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).3,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).4,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).5,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).6,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).7,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).8,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).9,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).10,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).11,VIOLENTA - PRESUNTO HOMICIDIO (CASOS).12,VIOLENTA - PRESUNTO HOMICIDIO (TASAS),VIOLENTA - PRESUNTO HOMICIDIO (TASAS).1,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).2,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).3,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).4,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).5,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).6,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).7,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).8,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).9,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).10,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).11,VIOLENTA - PRESUNTO HOMICIDIO (TASAS).12
CÓDIGOS,SEXO,Hombre,Hombre,Hombre,HOMBRE,Mujer,Mujer,Mujer,MUJER,Indeterminado,Indeterminado,Indeterminado,INDETERMINADO,TOTAL,Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),Hombre (Tasa x 100.000 Hab.),HOMBRE (TASA X 100.000 HAB.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),Mujer (Tasa x 100.000 Hab.),MUJER (TASA X 100.000 HAB.),Indeterminado (Tasa x 100.000 Hab.),Indeterminado (Tasa x 100.000 Hab.),Indeterminado (Tasa x 100.000 Hab.),INDETERMINADO (TASA X 100.000 HAB.),TOTAL
N°,DEPARTAMENTO Y MUNICIPIO DEL HECHO DANE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,Menores de Edad (<18 años),Mayores de Edad (>18 años),Sin información (edad),TOTAL,(TASA X 100.000 HAB.)
63470,Montenegro,1,10,-,11,-,-,-,-,-,-,-,-,11,21.04377104377104,71.72572084349447,-,58.842409329196535,0,0,-,0,-,-,-,-,28.973291892746143
63548,Pijao,-,4,-,4,-,-,-,-,-,-,-,-,4,0,202.83975659229208,-,148.6988847583643,0,0,-,0,-,-,-,-,77.19027402547279
63594,Quimbaya,-,13,-,13,-,-,-,-,-,-,-,-,13,0,112.66140913424042,-,85.12867526684566,0,0,-,0,-,-,-,-,41.25150726661166
63690,Salento,-,1,-,1,-,-,-,-,-,-,-,-,1,0,26.560424966799467,-,20.14098690835851,0,0,-,0,-,-,-,-,10.369141435089174
66,Risaralda,10,196,-,206,2,21,-,23,-,-,-,-,229,8.461525443807009,57.09175752314984,-,44.63811705154402,1.7759308097356528,5.322924059616749,-,4.535263646706905,-,-,-,-,23.641735819604264
66045,Apía,-,1,-,1,-,1,-,1,-,-,-,-,2,0,21.454623471358076,-,15.807777426493836,0,22.06531332744925,-,16.69727834362999,-,-,-,-,16.24035728786033
66088,Belén de Umbría,1,3,-,4,-,-,-,-,-,-,-,-,4,28.818443804034583,32.98153034300791,-,31.831927423205478,0,0,-,0,-,-,-,-,16.064902204907828
66170,Dosquebradas,1,40,-,41,-,5,-,5,-,-,-,-,46,3.876269478254128,50.40640161300485,-,38.9908038762565,0,5.255578796892902,-,4.152789428659231,-,-,-,-,20.394229319808115
66383,La Celia,1,-,-,1,-,2,-,2,-,-,-,-,3,101.31712259371835,0,-,25.322866548493288,0,74.54342154304882,-,56.59309564233164,-,-,-,-,40.09087264466123
66400,La Virginia,1,6,-,7,-,-,-,-,-,-,-,-,7,28.835063437139564,61.47540983606558,-,52.91805261566375,0,0,-,0,-,-,-,-,24.825336028655528
66440,Marsella,-,1,-,1,-,-,-,-,-,-,-,-,1,0,16.160310277957336,-,11.844131232974062,0,0,-,0,-,-,-,-,5.936479667557139
66456,Mistrató,1,3,-,4,2,-,-,2,-,-,-,-,6,25.974025974025974,60.56935190793458,-,45.439054867658754,54.61496450027307,0,-,23.2910213112845,-,-,-,-,34.50258769407706
66001,Pereira,3,113,-,116,-,10,-,10,-,-,-,-,126,5.4943042379400024,66.10429268406828,-,51.43120632781187,0,4.921041882987466,-,3.9175895854798464,-,-,-,-,26.206159279372216
66572,Pueblo Rico,2,3,-,5,-,-,-,-,-,-,-,-,5,46.93733865289838,72.51631617113851,-,59.537985234579665,0,0,-,0,-,-,-,-,30.162273028895456
66594,Quinchía,-,3,-,3,-,1,-,1,-,-,-,-,4,0,30.76607527433084,-,21.506918058642196,0,10.300782859497321,-,7.388252678241596,-,-,-,-,14.553922282055012
66682,Santa Rosa de Cabal,-,18,-,18,-,2,-,2,-,-,-,-,20,0,60.687795010114634,-,45.99228351687662,0,6.266449429753101,-,4.894403249883758,-,-,-,-,25
66687,Santuario,-,5,-,5,-,-,-,-,-,-,-,-,5,0,105.73059843518715,-,78.18608287724786,0,0,-,0,-,-,-,-,39.904229848363926
68,Santander,12,306,-,318,4,19,-,23,-,-,-,-,341,3.846967627767412,37.47382343216136,-,28.178898789902387,1.3446372504857502,2.1579310211670317,-,1.9525430174939364,-,-,-,-,14.784593672974328
68077,Barbosa,-,6,-,6,-,-,-,-,-,-,-,-,6,0,53.28123612467809,-,37.490627343164206,0,0,-,0,-,-,-,-,18.170255292086853
68081,Barrancabermeja,3,37,-,40,-,-,-,-,-,-,-,-,40,9.294256149699486,51.79606349917407,-,38.568343103980254,0,0,-,0,-,-,-,-,18.773966141152062
68092,Betulia,-,-,-,-,1,-,-,1,-,-,-,-,1,0,0,-,0,108.57763300760044,0,-,34.758428919012864,-,-,-,-,16.318537859007833
68101,Bolívar,-,1,-,1,-,-,-,-,-,-,-,-,1,0,25.163563160543532,-,17.72735330615139,0,0,-,0,-,-,-,-,9.008197459688315
68001,Bucaramanga,2,124,-,126,1,5,-,6,-,-,-,-,132,2.7440488440694244,56.57192390163785,-,43.13960455362493,1.4236496682896271,1.9845049850765226,-,1.862232071360733,-,-,-,-,21.488956792545284
68167,Charalá,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,21.51925973746503,-,15.895724050230488,-,-,-,-,8.059316569954868
68190,Cimitarra,-,6,-,6,-,-,-,-,-,-,-,-,6,0,48.254785266205566,-,33.61909564632712,0,0,-,0,-,-,-,-,17.246830894823077
68229,Curití,-,1,-,1,-,-,-,-,-,-,-,-,1,0,20.868113522537563,-,14.943215780035862,0,0,-,0,-,-,-,-,7.44490768314473
68235,El Carmen de Chucurí,-,2,-,2,-,1,-,1,-,-,-,-,3,0,25.73340195573855,-,17.591696719148562,0,13.96063102052213,-,9.351912466099316,-,-,-,-,13.598041881968996
68250,El Peñón,-,1,-,1,-,-,-,-,-,-,-,-,1,0,51.62622612287042,-,33.840947546531304,0,0,-,0,-,-,-,-,17.95977011494253
68255,El Playón,-,1,-,1,-,-,-,-,-,-,-,-,1,0,20.37489812550937,-,13.762730525736306,0,0,-,0,-,-,-,-,7.045726766715988
68276,Floridablanca,2,35,-,37,1,2,-,3,-,-,-,-,40,5.235190953590032,32.06743323102295,-,25.110622471971116,2.7261327081402325,1.5706600698943731,-,1.8290786930623044,-,-,-,-,12.846659065726719
68296,Galán,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,96.43201542912247,-,70.12622720897616,-,-,-,-,34.21142661648991
68298,Gámbita,-,1,-,1,-,-,-,-,-,-,-,-,1,0,69.15629322268327,-,47.52851711026616,0,0,-,0,-,-,-,-,24.648755237860488
68307,Girón,2,22,-,24,-,2,-,2,-,-,-,-,26,8.392077878482713,35.82886829633731,-,28.157447058133396,0,3.04627288512505,-,2.2571834864456135,-,-,-,-,14.95619560402897
68318,Guaca,-,1,-,1,-,1,-,1,-,-,-,-,2,0,43.59197907585005,-,31.61555485298767,0,51.54639175257732,-,35.574528637495554,-,-,-,-,33.47840642785403
68377,La Belleza,-,1,-,1,-,-,-,-,-,-,-,-,1,0,43.55400696864111,-,31.152647975077883,0,0,-,0,-,-,-,-,16.01024655779699
68385,Landázuri,-,3,-,3,-,-,-,-,-,-,-,-,3,0,78.61635220125787,-,54.6448087431694,0,0,-,0,-,-,-,-,28.024287716020552
68406,Lebrija,1,2,-,3,-,1,-,1,-,-,-,-,4,15.18372304889159,12.379301807378065,-,13.191451939143436,0,6.443298969072165,-,4.561003420752566,-,-,-,-,8.955157051066783
68418,Los Santos,-,1,-,1,-,-,-,-,-,-,-,-,1,0,18.71958068139274,-,12.960082944530845,0,0,-,0,-,-,-,-,6.687174000267486
68432,Málaga,-,-,-,-,-,1,-,1,-,-,-,-,1,0,0,-,0,0,11.80637544273908,-,8.788890841975743,-,-,-,-,4.563709382986492
68464,Mogotes,-,2,-,2,-,1,-,1,-,-,-,-,3,0,54.36259853220984,-,36.95491500369549,0,27.292576419213972,-,18.681113394358302,-,-,-,-,27.868091035764053
68498,Ocamonte,-,1,-,1,-,-,-,-,-,-,-,-,1,0,45.49590536851684,-,32.09242618741977,0,0,-,0,-,-,-,-,17.02417432754511
68502,Onzaga,-,1,-,1,-,-,-,-,-,-,-,-,1,0,64.14368184733803,-,46.36068613815484,0,0,-,0,-,-,-,-,24.2306760358614
68547,Piedecuesta,1,25,-,26,1,1,-,2,-,-,-,-,28,3.9288099634620672,38.83555472706372,-,28.944526701325884,4.150755437489623,1.4064499796064753,-,2.100994821047766,-,-,-,-,15.133499081180414
68575,Puerto Wilches,1,12,-,13,-,1,-,1,-,-,-,-,14,15.938795027095951,103.96811644429042,-,72.96811854512796,0,9.131586156515388,-,5.963384817222256,-,-,-,-,40.47997686858465
68615,Rionegro,-,2,-,2,-,-,-,-,-,-,-,-,2,0,19.73359644795264,-,13.877324451845686,0,0,-,0,-,-,-,-,7.309674354007528
68655,Sabana de Torres,-,5,-,5,-,-,-,-,-,-,-,-,5,0,43.282548476454295,-,28.24380048579337,0,0,-,0,-,-,-,-,14.308198597796538
68669,San Andrés,-,1,-,1,-,-,-,-,-,-,-,-,1,0,29.797377830750893,-,21.982853374367995,0,0,-,0,-,-,-,-,11.506155793349443
68679,San Gil,-,4,-,4,-,-,-,-,-,-,-,-,4,0,18.95016107636915,-,13.806433798149937,0,0,-,0,-,-,-,-,6.628882039044115
68689,San Vicente de Chucurí,-,3,-,3,-,-,-,-,-,-,-,-,3,0,24.146812620734064,-,16.943409013893596,0,0,-,0,-,-,-,-,8.832621816575886
68755,Socorro,-,1,-,1,-,1,-,1,-,-,-,-,2,0,8.381527114240214,-,6.190800470500836,0,7.347538574577516,-,5.600985773496135,-,-,-,-,5.881142117799277
68770,Suaita,-,1,-,1,-,-,-,-,-,-,-,-,1,0,26.399155227032733,-,19.312475859405176,0,0,-,0,-,-,-,-,9.737098344693282
68861,Vélez,-,2,-,2,-,-,-,-,-,-,-,-,2,0,19.245573518090836,-,15.080681646810435,0,0,-,0,-,-,-,-,7.843752451172641
68867,Vetas,-,1,-,1,-,-,-,-,-,-,-,-,1,0,127.2264631043257,-,90.09009009009009,0,0,-,0,-,-,-,-,45.62043795620438
70,Sucre,2,215,-,217,-,13,-,13,-,-,-,-,230,1.2809345698621715,65.8830162777015,-,44.97670331128024,0,3.9268399510655327,-,2.7084179713949394,-,-,-,-,23.89717150999993
70110,Buenavista,-,1,-,1,-,-,-,-,-,-,-,-,1,0,26.53223666755107,-,18.001800180018,0,0,-,0,-,-,-,-,8.995232526760818
70124,Caimito,-,1,-,1,-,-,-,-,-,-,-,-,1,0,17.661603673613563,-,11.890606420927467,0,0,-,0,-,-,-,-,6.153088850603003
70230,Chalán,-,2,-,2,-,-,-,-,-,-,-,-,2,0,114.48196908986833,-,80.06405124099278,0,0,-,0,-,-,-,-,42.854081851296336
70204,Coloso,-,2,-,2,-,-,-,-,-,-,-,-,2,0,62.57822277847309,-,43.066322136089575,0,0,-,0,-,-,-,-,22.593764121102577
70215,Corozal,-,10,-,10,-,1,-,1,-,-,-,-,11,0,40.27386226339106,-,28.310967668874923,0,3.8117019249094723,-,2.7381506530489306,-,-,-,-,15.311164622858175
70221,Coveñas,-,17,-,17,-,-,-,-,-,-,-,-,17,0,206.36076717649917,-,152.2615315718764,0,0,-,0,-,-,-,-,85.90631158724544
70235,Galeras,-,7,-,7,-,-,-,-,-,-,-,-,7,0,88.17231389343746,-,58.183027179785554,0,0,-,0,-,-,-,-,29.70759241183211
70265,Guaranda,-,4,-,4,-,-,-,-,-,-,-,-,4,0,64.50572488308337,-,41.118421052631575,0,0,-,0,-,-,-,-,21.20778325645512
70400,La Unión,-,4,-,4,-,-,-,-,-,-,-,-,4,0,86.00301010535368,-,58.608058608058606,0,0,-,0,-,-,-,-,30.35822707953856
70418,Los Palmitos,-,2,-,2,-,-,-,-,-,-,-,-,2,0,23.75579047392802,-,16.282667100871123,0,0,-,0,-,-,-,-,8.26002560607938
70429,Majagual,-,5,-,5,-,-,-,-,-,-,-,-,5,0,37.738697260170575,-,24.870672502984483,0,0,-,0,-,-,-,-,12.875315445228408
70473,Morroa,-,4,-,4,-,-,-,-,-,-,-,-,4,0,73.71913011426466,-,49.769814607440594,0,0,-,0,-,-,-,-,24.87562189054726
70508,Ovejas,-,4,-,4,-,-,-,-,-,-,-,-,4,0,46.90431519699813,-,32.75198558912634,0,0,-,0,-,-,-,-,16.835725409318574
70523,Palmito,-,6,-,6,-,-,-,-,-,-,-,-,6,0,117.8318931657502,-,76.23888182973316,0,0,-,0,-,-,-,-,39.30045195519749
70670,Sampués,-,6,-,6,-,1,-,1,-,-,-,-,7,0,35.82731235445154,-,23.97889856925905,0,6.121449559255632,-,4.08513419665836,-,-,-,-,14.14112846205127
70678,San Benito Abad,-,7,-,7,-,-,-,-,-,-,-,-,7,0,65.98171363936281,-,44.376822619500444,0,0,-,0,-,-,-,-,23.19109461966605
70702,San Juan de Betulia,-,5,-,5,-,1,-,1,-,-,-,-,6,0,95.69377990430623,-,67.99945600435197,0,19.751135690302192,-,14.216661927779356,-,-,-,-,41.70431639674707
70742,San Luis de Sincé,-,10,-,10,-,-,-,-,-,-,-,-,10,0,87.7654906090925,-,61.35345726731702,0,0,-,0,-,-,-,-,30.91859134897814
70708,San Marcos,-,7,-,7,-,-,-,-,-,-,-,-,7,0,35.234308149192124,-,22.896019363490662,0,0,-,0,-,-,-,-,11.398423760828504
70713,San Onofre,1,23,-,24,-,4,-,4,-,-,-,-,28,9.99900009999,141.02642712612666,-,91.22006841505132,0,24.47081854888046,-,15.684429282829472,-,-,-,-,54.0404917684751
70717,San Pedro,-,5,-,5,-,-,-,-,-,-,-,-,5,0,74.17297136923305,-,51.10906674844118,0,0,-,0,-,-,-,-,25.673940949935815
70820,Santiago de Tolú,-,7,-,7,-,1,-,1,-,-,-,-,8,0,63.74066654525587,-,41.21283485428319,0,8.563110121596162,-,5.681172594023407,-,-,-,-,23.13007777488652
70001,Sincelejo,1,73,-,74,-,3,-,3,-,-,-,-,77,2.200704225352113,74.04026573355647,-,51.37640156906308,0,2.716776092370387,-,1.9477104663468094,-,-,-,-,25.833551408767303
70771,Sucre,-,1,-,1,-,-,-,-,-,-,-,-,1,0,8.796622097114708,-,5.964096141229796,0,0,-,0,-,-,-,-,3.2011267966324146
70823,Tolú Viejo,-,2,-,2,-,2,-,2,-,-,-,-,4,0,25.736713421696052,-,17.477934108188414,0,25.933609958506224,-,17.932394871335067,-,-,-,-,17.702248185519558
73,Tolima,11,329,-,340,1,22,-,23,-,-,-,-,363,6.0089916365761855,68.31196767535828,-,51.152972965653795,0.5758544240016124,4.351524022390569,-,3.3862122271706725,-,-,-,-,27.010978511762055
73030,Ambalema,-,7,-,7,-,-,-,-,-,-,-,-,7,0,283.6304700162075,-,209.1425156856887,0,0,-,0,-,-,-,-,106.39914880680955
73043,Anzoátegui,-,3,-,3,-,-,-,-,-,-,-,-,3,0,83.91608391608392,-,57.33944954128441,0,0,-,0,-,-,-,-,29.89834562487542
73055,Armero Guayabal,1,4,-,5,-,-,-,-,-,-,-,-,5,60.79027355623101,88.948187680676,-,81.406707912732,0,0,-,0,-,-,-,-,41.418157720344595
73067,Ataco,-,5,-,5,-,-,-,-,-,-,-,-,5,0,76.48768548263729,-,49.68203497615262,0,0,-,0,-,-,-,-,26.08105993427573
73124,Cajamarca,-,2,-,2,-,-,-,-,-,-,-,-,2,0,29.83293556085919,-,20.981955518254303,0,0,-,0,-,-,-,-,10.814318157240185
73148,Carmen de Apicalá,-,3,-,3,-,-,-,-,-,-,-,-,3,0,77.45933384972889,-,57.28470498376934,0,0,-,0,-,-,-,-,28.6286859433152
73152,Casabianca,-,1,-,1,-,-,-,-,-,-,-,-,1,0,41.78854993731718,-,29.568302779420463,0,0,-,0,-,-,-,-,15.835312747426762
73168,Chaparral,-,14,-,14,-,-,-,-,-,-,-,-,14,0,79.97714938588975,-,53.871017392642756,0,0,-,0,-,-,-,-,27.510856963194403
73200,Coello,-,1,-,1,-,-,-,-,-,-,-,-,1,0,32.69042170644001,-,23.724792408066428,0,0,-,0,-,-,-,-,11.983223487118035
73217,Coyaima,-,8,-,8,-,1,-,1,-,-,-,-,9,0,102.41966457559852,-,69.56521739130436,0,13.347570742124933,-,9.047317470370036,-,-,-,-,39.905999201880014
73226,Cunday,-,4,-,4,-,-,-,-,-,-,-,-,4,0,125.47051442910914,-,91.30335539831088,0,0,-,0,-,-,-,-,47.64740917212627
73236,Dolores,-,1,-,1,-,1,-,1,-,-,-,-,2,0,32.39390994493035,-,23.52387673488591,0,34.3878954607978,-,25.271670457417233,-,-,-,-,24.366471734892787
73268,Espinal,1,36,-,37,-,2,-,2,-,-,-,-,39,11.052166224580017,139.11968157050663,-,105.94130279169649,0,7.182360123536594,-,5.5102490632576595,-,-,-,-,54.75913003187262
73270,Falan,-,1,-,1,-,-,-,-,-,-,-,-,1,0,35.19887363604364,-,25.974025974025974,0,0,-,0,-,-,-,-,13.500742540839745
73275,Flandes,2,13,-,15,-,-,-,-,-,-,-,-,15,51.84033177812338,126.74271229404309,-,106.26992561105206,0,0,-,0,-,-,-,-,52.26480836236934
73283,Fresno,1,10,-,11,-,2,-,2,-,-,-,-,13,22.217285047767163,86.67013347200555,-,68.58282935345096,0,18.055430170623815,-,13.124220749393006,-,-,-,-,41.562759767248544
73319,Guamo,-,8,-,8,-,-,-,-,-,-,-,-,8,0,66.9288044842299,-,49.112898274909455,0,0,-,0,-,-,-,-,24.342745861733203
73347,Herveo,-,2,-,2,-,-,-,-,-,-,-,-,2,0,75.87253414264036,-,53.96654074473826,0,0,-,0,-,-,-,-,27.651043826904463
73349,Honda,-,9,-,9,-,-,-,-,-,-,-,-,9,0,98.09264305177112,-,74.67640225688682,0,0,-,0,-,-,-,-,36.56901385559303
73001,Ibagué,2,83,-,85,-,7,-,7,-,-,-,-,92,3.0601159783955807,42.90736145574856,-,32.84427562916108,0,3.1692420531255516,-,2.465422450136831,-,-,-,-,16.95152600585196
73352,Icononzo,-,1,-,1,-,1,-,1,-,-,-,-,2,0,22.301516503122212,-,16.13163413453783,0,23.803856224708404,-,17.461148943600488,-,-,-,-,16.77008217340265
73408,Lérida,-,3,-,3,-,-,-,-,-,-,-,-,3,0,44.96402877697842,-,32.81916639317361,0,0,-,0,-,-,-,-,16.069419893941827
73411,Líbano,-,11,-,11,-,3,-,3,-,-,-,-,14,0,83.99511301160659,-,61.4456485308904,0,21.571870281153377,-,16.277807921866522,-,-,-,-,38.53352416602444
73449,Melgar,-,11,-,11,-,-,-,-,-,-,-,-,11,0,78.94925715926217,-,57.66105781831525,0,0,-,0,-,-,-,-,29.104378886096043
73461,Murillo,-,1,-,1,-,-,-,-,-,-,-,-,1,0,64.14368184733803,-,44.603033006244424,0,0,-,0,-,-,-,-,24.067388688327316
73483,Natagaima,-,3,-,3,-,-,-,-,-,-,-,-,3,0,54.864667154352595,-,40.86636697997548,0,0,-,0,-,-,-,-,20.390131176510568
73504,Ortega,-,-,-,-,1,-,-,1,-,-,-,-,1,0,0,-,0,18.744142455482663,0,-,6.030635628995296,-,-,-,-,2.905625290562529
73520,Palocabildo,1,3,-,4,-,-,-,-,-,-,-,-,4,65.7030223390276,84.12787436904094,-,78.61635220125787,0,0,-,0,-,-,-,-,40.638016864777
73555,Planadas,1,10,-,11,-,1,-,1,-,-,-,-,12,19.342359767891683,121.3739531496541,-,82.03445447087778,0,12.943308309603935,-,8.024394158241051,-,-,-,-,46.38398206486027
73563,Prado,-,1,-,1,-,-,-,-,-,-,-,-,1,0,31.81673560292714,-,22.993791676247415,0,0,-,0,-,-,-,-,11.849745230477545
73585,Purificación,1,5,-,6,-,-,-,-,-,-,-,-,6,32.22687721559781,58.281851031588765,-,51.36106831022085,0,0,-,0,-,-,-,-,25.419420437214033
73616,Rioblanco,-,12,-,12,-,-,-,-,-,-,-,-,12,0,164.88046166529267,-,100.85728693898135,0,0,-,0,-,-,-,-,52.91005291005291
73624,Rovira,-,15,-,15,-,2,-,2,-,-,-,-,17,0,198.5965841387528,-,135.45241105291674,0,28.37684449489217,-,19.08943399828195,-,-,-,-,78.88265045705536
73671,Saldaña,-,4,-,4,-,-,-,-,-,-,-,-,4,0,77.89678675754625,-,56.116722783389456,0,0,-,0,-,-,-,-,27.559597629874606
73675,San Antonio,-,3,-,3,-,-,-,-,-,-,-,-,3,0,67.91940230925968,-,45.46832373446499,0,0,-,0,-,-,-,-,23.80007933359778
73678,San Luis,-,2,-,2,-,-,-,-,-,-,-,-,2,0,39.3623302499508,-,29.06554279901177,0,0,-,0,-,-,-,-,14.826895989324637
73443,San Sebastián de Mariquita,1,16,-,17,-,1,-,1,-,-,-,-,18,19.550342130987293,116.27906976744185,-,90.06622516556291,0,6.8338686530444885,-,5.109078833086395,-,-,-,-,46.81647940074907
73686,Santa Isabel,-,2,-,2,-,-,-,-,-,-,-,-,2,0,95.87727708533077,-,66.26905235255136,0,0,-,0,-,-,-,-,35.15556336790297
73770,Suárez,-,1,-,1,-,-,-,-,-,-,-,-,1,0,66.40106241699867,-,51.0986203372509,0,0,-,0,-,-,-,-,26.434047052603752
73861,Venadillo,-,5,-,5,-,-,-,-,-,-,-,-,5,0,106.45092612305727,-,76.39419404125286,0,0,-,0,-,-,-,-,39.18802413982287
73870,Villahermosa,-,5,-,5,-,1,-,1,-,-,-,-,6,0,148.720999405116,-,103.99334442595674,0,32.733224222585925,-,22.70663033605813,-,-,-,-,65.13243595310465
76,Valle del Cauca,106,2223,-,2329,12,132,-,144,-,1,-,1,2474,16.802886292015142,146.08574964070002,-,108.19710362532304,1.941571637521519,7.390225754600835,-,5.989520834173876,-,-,-,-,54.29305786226681
76020,Alcalá,1,9,-,10,-,1,-,1,-,-,-,-,11,46.554934823091244,177.65495459928937,-,138.6193512614361,0,19.489378288832587,-,13.964530093562352,-,-,-,-,76.52173913043478
76036,Andalucía,-,12,-,12,-,1,-,1,-,-,-,-,13,0,154.3011444001543,-,109.54902318787657,0,11.473152822395594,-,8.501955449753442,-,-,-,-,57.22838527909843
76041,Ansermanuevo,-,11,-,11,-,1,-,1,-,-,-,-,12,0,186.21973929236498,-,125.71428571428571,0,16.616816218012627,-,11.54867767640605,-,-,-,-,68.92986386351886
76054,Argelia,-,2,-,2,-,-,-,-,-,-,-,-,2,0,103.84215991692626,-,72.93946024799416,0,0,-,0,-,-,-,-,38.42459173871278
76100,Bolívar,-,5,-,5,-,1,-,1,-,-,-,-,6,0,91.74311926605505,-,63.163213744315314,0,18.653236336504385,-,12.687135244861711,-,-,-,-,37.9794910748196
76109,Buenaventura,11,177,-,188,-,3,-,3,-,-,-,-,191,17.375371201112024,207.90264987784252,-,126.64708576971788,0,2.9184866673800745,-,1.8174768574613485,-,-,-,-,60.92348520611914
76113,Bugalagrande,2,11,-,13,-,1,-,1,-,-,-,-,14,58.42827928717499,126.83039317421883,-,107.47354497354496,0,10.829542993285683,-,7.999360051195904,-,-,-,-,56.91751026547953
76122,Caicedonia,-,17,-,17,1,2,-,3,-,-,-,-,20,0,164.92045013581682,-,119.99717653702265,26.867275658248257,18.544274455261938,-,20.679671882539463,-,-,-,-,69.7495989398061
76001,Cali,48,1034,-,1082,4,49,-,53,-,-,-,-,1135,16.581399124640306,135.58806405421424,-,102.84340143619575,1.398645411918557,5.287739351140425,-,4.370546474989342,-,-,-,-,50.115951090364135
76126,Calima,-,8,-,8,-,-,-,-,-,-,-,-,8,0,122.4552273075157,-,87.7385391533231,0,0,-,0,-,-,-,-,43.56349379220214
76130,Candelaria,4,49,-,53,-,3,-,3,-,-,-,-,56,27.0929287455974,157.58667266996846,-,115.57416372279647,0,8.577555396711936,-,6.13773067637792,-,-,-,-,59.11163654788043
76147,Cartago,1,68,-,69,-,5,-,5,-,-,-,-,74,5.6847251435393105,146.32466861766224,-,107.70647643725708,0,8.859436185481156,-,6.758674759053245,-,-,-,-,53.60687327045392
76233,Dagua,-,11,-,11,-,2,-,2,-,1,-,1,14,0,63.32757628094416,-,44.34768585711982,0,11.546677443565613,-,8.171603677221656,-,-,-,-,28.40966740396518
76243,El Águila,-,4,-,4,-,-,-,-,-,-,-,-,4,0,128.32852101379532,-,89.02737591809482,0,0,-,0,-,-,-,-,46.468401486988846
76246,El Cairo,-,5,-,5,-,-,-,-,-,-,-,-,5,0,201.3693113169553,-,141.9647927314026,0,0,-,0,-,-,-,-,76.44091117566121
76248,El Cerrito,2,27,-,29,-,-,-,-,-,-,-,-,29,24.76780185758514,139.11072183007883,-,105.51593654489885,0,0,-,0,-,-,-,-,50.48658623631204
76250,El Dovio,-,6,-,6,-,-,-,-,-,-,-,-,6,0,219.78021978021977,-,141.9782300047326,0,0,-,0,-,-,-,-,69.26806742091895
76275,Florida,1,22,-,23,-,3,-,3,-,-,-,-,26,11.130899376669635,114.36294640536465,-,81.49959250203749,0,13.912075681691709,-,9.982696659124185,-,-,-,-,44.617575892780536
76306,Ginebra,1,4,-,5,-,1,-,1,-,-,-,-,6,30.543677458766037,49.10385465259023,-,43.78283712784589,0,11.515430677107323,-,8.507742045261187,-,-,-,-,25.89108483645465
76318,Guacarí,1,14,-,15,-,4,-,4,-,-,-,-,19,20.04008016032064,123.8938053097345,-,92.08103130755065,0,31.530821377896896,-,22.89770450512336,-,-,-,-,56.281287952842206
76111,Guadalajara de Buga,-,67,-,67,3,9,-,12,-,-,-,-,79,0,150.44009340758038,-,108.43880490726055,17.56748843473678,17.724909406018593,-,17.685290259826388,-,-,-,-,60.938452163315056
76364,Jamundí,4,93,-,97,-,9,-,9,-,-,-,-,106,16.742005692281936,162.0152607923069,-,119.31999901591755,0,14.075255700478559,-,10.370455723915423,-,-,-,-,63.06558225596297
