Departamento , MUNICIPIO DEL HECHO DANE,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),Brasil,Chile,Colombia,Cuba,Ecuador,España,Estados Unidos,Italia,México,Reino Unido,Venezuela,TOTAL
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,Mujer,Menores de Edad (<18 años),0,0,11,0,0,0,0,0,0,0,1,12
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,Mujer,Mayores de Edad (>18 años),0,0,68,0,0,0,0,0,0,0,2,70
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,MUJER,TOTAL,0,0,79,0,0,0,0,0,0,0,3,82
"Bogotá, D.C. "," Bogotá, D.C.",11001.0,TOTAL,,0,0,309,0,0,0,1,0,0,1,8,319
Bolívar , Barranco de Loba,13074.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Barranco de Loba,13074.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Barranco de Loba,13074.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Barranco de Loba,13074.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Barranco de Loba,13074.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Barranco de Loba,13074.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Barranco de Loba,13074.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Cartagena de Indias,13001.0,Hombre,Menores de Edad (<18 años),0,0,3,0,0,0,0,0,0,0,1,4
Bolívar , Cartagena de Indias,13001.0,Hombre,Mayores de Edad (>18 años),0,0,25,0,0,0,0,1,0,0,1,27
Bolívar , Cartagena de Indias,13001.0,HOMBRE,TOTAL,0,0,28,0,0,0,0,1,0,0,2,31
Bolívar , Cartagena de Indias,13001.0,Mujer,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Cartagena de Indias,13001.0,Mujer,Mayores de Edad (>18 años),0,0,5,0,0,0,0,0,0,0,0,5
Bolívar , Cartagena de Indias,13001.0,MUJER,TOTAL,0,0,6,0,0,0,0,0,0,0,0,6
Bolívar , Cartagena de Indias,13001.0,TOTAL,,0,0,34,0,0,0,0,1,0,0,2,37
Bolívar , Clemencia,13222.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Clemencia,13222.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Clemencia,13222.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Clemencia,13222.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Clemencia,13222.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Clemencia,13222.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Clemencia,13222.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Córdoba,13212.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Córdoba,13212.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Córdoba,13212.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Córdoba,13212.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Córdoba,13212.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Córdoba,13212.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Córdoba,13212.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , El Carmen de Bolívar,13244.0,Hombre,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , El Carmen de Bolívar,13244.0,Hombre,Mayores de Edad (>18 años),0,0,2,0,0,0,0,0,0,0,0,2
Bolívar , El Carmen de Bolívar,13244.0,HOMBRE,TOTAL,0,0,3,0,0,0,0,0,0,0,0,3
Bolívar , El Carmen de Bolívar,13244.0,Mujer,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , El Carmen de Bolívar,13244.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , El Carmen de Bolívar,13244.0,MUJER,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , El Carmen de Bolívar,13244.0,TOTAL,,0,0,4,0,0,0,0,0,0,0,0,4
Bolívar , Magangué,13430.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Magangué,13430.0,Hombre,Mayores de Edad (>18 años),0,0,6,0,0,0,0,0,0,0,1,7
Bolívar , Magangué,13430.0,HOMBRE,TOTAL,0,0,6,0,0,0,0,0,0,0,1,7
Bolívar , Magangué,13430.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Magangué,13430.0,Mujer,Mayores de Edad (>18 años),0,0,2,0,0,0,0,0,0,0,0,2
Bolívar , Magangué,13430.0,MUJER,TOTAL,0,0,2,0,0,0,0,0,0,0,0,2
Bolívar , Magangué,13430.0,TOTAL,,0,0,8,0,0,0,0,0,0,0,1,9
Bolívar , San Fernando,13650.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Fernando,13650.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , San Fernando,13650.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , San Fernando,13650.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Fernando,13650.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Fernando,13650.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Fernando,13650.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , San Jacinto,13654.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Jacinto,13654.0,Hombre,Mayores de Edad (>18 años),0,0,2,0,0,0,0,0,0,0,0,2
Bolívar , San Jacinto,13654.0,HOMBRE,TOTAL,0,0,2,0,0,0,0,0,0,0,0,2
Bolívar , San Jacinto,13654.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Jacinto,13654.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Jacinto,13654.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Jacinto,13654.0,TOTAL,,0,0,2,0,0,0,0,0,0,0,0,2
Bolívar , San Juan Nepomuceno,13657.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Juan Nepomuceno,13657.0,Hombre,Mayores de Edad (>18 años),0,0,2,0,0,0,0,0,0,0,0,2
Bolívar , San Juan Nepomuceno,13657.0,HOMBRE,TOTAL,0,0,2,0,0,0,0,0,0,0,0,2
Bolívar , San Juan Nepomuceno,13657.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Juan Nepomuceno,13657.0,Mujer,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , San Juan Nepomuceno,13657.0,MUJER,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , San Juan Nepomuceno,13657.0,TOTAL,,0,0,3,0,0,0,0,0,0,0,0,3
Bolívar , San Martín de Loba,13667.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Martín de Loba,13667.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , San Martín de Loba,13667.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , San Martín de Loba,13667.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Martín de Loba,13667.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Martín de Loba,13667.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , San Martín de Loba,13667.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Santa Rosa del Sur,13688.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Santa Rosa del Sur,13688.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Santa Rosa del Sur,13688.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Santa Rosa del Sur,13688.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Santa Rosa del Sur,13688.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Santa Rosa del Sur,13688.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Santa Rosa del Sur,13688.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Turbaco,13836.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Turbaco,13836.0,Hombre,Mayores de Edad (>18 años),0,0,4,0,0,0,0,0,0,0,0,4
Bolívar , Turbaco,13836.0,HOMBRE,TOTAL,0,0,4,0,0,0,0,0,0,0,0,4
Bolívar , Turbaco,13836.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Turbaco,13836.0,Mujer,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Turbaco,13836.0,MUJER,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Turbaco,13836.0,TOTAL,,0,0,5,0,0,0,0,0,0,0,0,5
Bolívar , Turbaná,13838.0,Hombre,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Turbaná,13838.0,Hombre,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Turbaná,13838.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Turbaná,13838.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Turbaná,13838.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Turbaná,13838.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Turbaná,13838.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Zambrano,13894.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Zambrano,13894.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Zambrano,13894.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Bolívar , Zambrano,13894.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Zambrano,13894.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Zambrano,13894.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Bolívar , Zambrano,13894.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Boavita,15097.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Boavita,15097.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Boavita,15097.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Boavita,15097.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Boavita,15097.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Boavita,15097.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Boavita,15097.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Boyacá,15104.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Boyacá,15104.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Boyacá,15104.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Boyacá,15104.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Boyacá,15104.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Boyacá,15104.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Boyacá,15104.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Briceño,15106.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Briceño,15106.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Briceño,15106.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Briceño,15106.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Briceño,15106.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Briceño,15106.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Briceño,15106.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Caldas,15131.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Caldas,15131.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Caldas,15131.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Caldas,15131.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Caldas,15131.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Caldas,15131.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Caldas,15131.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Chiquinquirá,15176.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Chiquinquirá,15176.0,Hombre,Mayores de Edad (>18 años),0,0,5,0,0,0,0,0,0,0,0,5
Boyacá , Chiquinquirá,15176.0,HOMBRE,TOTAL,0,0,5,0,0,0,0,0,0,0,0,5
Boyacá , Chiquinquirá,15176.0,Mujer,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Chiquinquirá,15176.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Chiquinquirá,15176.0,MUJER,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Chiquinquirá,15176.0,TOTAL,,0,0,6,0,0,0,0,0,0,0,0,6
Boyacá , Chita,15183.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Chita,15183.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Chita,15183.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Chita,15183.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Chita,15183.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Chita,15183.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Chita,15183.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Cubará,15223.0,Hombre,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Cubará,15223.0,Hombre,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Cubará,15223.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Cubará,15223.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Cubará,15223.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Cubará,15223.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Cubará,15223.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Cuítiva,15226.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Cuítiva,15226.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Cuítiva,15226.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Cuítiva,15226.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Cuítiva,15226.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Cuítiva,15226.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Cuítiva,15226.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Duitama,15238.0,Hombre,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Duitama,15238.0,Hombre,Mayores de Edad (>18 años),0,0,8,0,0,0,0,0,0,0,0,8
Boyacá , Duitama,15238.0,HOMBRE,TOTAL,0,0,9,0,0,0,0,0,0,0,0,9
Boyacá , Duitama,15238.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Duitama,15238.0,Mujer,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Duitama,15238.0,MUJER,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Duitama,15238.0,TOTAL,,0,0,10,0,0,0,0,0,0,0,0,10
Boyacá , Guateque,15322.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Guateque,15322.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Guateque,15322.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Guateque,15322.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Guateque,15322.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Guateque,15322.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Guateque,15322.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Guayatá,15325.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Guayatá,15325.0,Hombre,Mayores de Edad (>18 años),0,0,2,0,0,0,0,0,0,0,0,2
Boyacá , Guayatá,15325.0,HOMBRE,TOTAL,0,0,2,0,0,0,0,0,0,0,0,2
Boyacá , Guayatá,15325.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Guayatá,15325.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Guayatá,15325.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Guayatá,15325.0,TOTAL,,0,0,2,0,0,0,0,0,0,0,0,2
Boyacá , La Capilla,15380.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , La Capilla,15380.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , La Capilla,15380.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , La Capilla,15380.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , La Capilla,15380.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , La Capilla,15380.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , La Capilla,15380.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Miraflores,15455.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Miraflores,15455.0,Hombre,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Miraflores,15455.0,HOMBRE,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Miraflores,15455.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Miraflores,15455.0,Mujer,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Miraflores,15455.0,MUJER,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Miraflores,15455.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Nobsa,15491.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Nobsa,15491.0,Hombre,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Nobsa,15491.0,HOMBRE,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Nobsa,15491.0,Mujer,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Nobsa,15491.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Nobsa,15491.0,MUJER,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Nobsa,15491.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Nuevo Colón,15494.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Nuevo Colón,15494.0,Hombre,Mayores de Edad (>18 años),0,0,2,0,0,0,0,0,0,0,0,2
Boyacá , Nuevo Colón,15494.0,HOMBRE,TOTAL,0,0,2,0,0,0,0,0,0,0,0,2
Boyacá , Nuevo Colón,15494.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Nuevo Colón,15494.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Nuevo Colón,15494.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Nuevo Colón,15494.0,TOTAL,,0,0,2,0,0,0,0,0,0,0,0,2
Boyacá , Paipa,15516.0,Hombre,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Paipa,15516.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Paipa,15516.0,HOMBRE,TOTAL,0,0,2,0,0,0,0,0,0,0,0,2
Boyacá , Paipa,15516.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Paipa,15516.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Paipa,15516.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Paipa,15516.0,TOTAL,,0,0,2,0,0,0,0,0,0,0,0,2
Boyacá , Puerto Boyacá,15572.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Puerto Boyacá,15572.0,Hombre,Mayores de Edad (>18 años),0,0,5,0,0,0,0,0,0,0,0,5
Boyacá , Puerto Boyacá,15572.0,HOMBRE,TOTAL,0,0,5,0,0,0,0,0,0,0,0,5
Boyacá , Puerto Boyacá,15572.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Puerto Boyacá,15572.0,Mujer,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Puerto Boyacá,15572.0,MUJER,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Puerto Boyacá,15572.0,TOTAL,,0,0,6,0,0,0,0,0,0,0,0,6
Boyacá , Quípama,15580.0,Hombre,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Quípama,15580.0,Hombre,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Quípama,15580.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Quípama,15580.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Quípama,15580.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Quípama,15580.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Quípama,15580.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Ramiriquí,15599.0,Hombre,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Ramiriquí,15599.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Ramiriquí,15599.0,HOMBRE,TOTAL,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Ramiriquí,15599.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Ramiriquí,15599.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Ramiriquí,15599.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Ramiriquí,15599.0,TOTAL,,0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Saboyá,15632.0,Hombre,Menores de Edad (<18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Saboyá,15632.0,Hombre,Mayores de Edad (>18 años),0,0,1,0,0,0,0,0,0,0,0,1
Boyacá , Saboyá,15632.0,HOMBRE,TOTAL,0,0,2,0,0,0,0,0,0,0,0,2
Boyacá , Saboyá,15632.0,Mujer,Menores de Edad (<18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Saboyá,15632.0,Mujer,Mayores de Edad (>18 años),0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Saboyá,15632.0,MUJER,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0
Boyacá , Saboyá,15632.0,TOTAL,,0,0,2,0,0,0,0,0,0,0,0,2
