Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
,,,,,,
,,,,,,
,,,,,,
PROYECCIONES DE POBLACIÓN MUNICIPAL POR ÁREA.,,,,,,
,,,,,,
PROYECCIONES DE POBLACIÓN A NIVEL MUNICIPAL. PERIODO 2005 - 2019.,,,,,,
,,,,,,
,,,,,,
,,,,,,
DP,DPNOM,DPMP,MPIO,AÑO,ÁREA GEOGRÁFICA,Población
05,Antioquia,Caramanta,05145,2005,Cabecera Municipal,2513
05,Antioquia,Caramanta,05145,2005,Centros Poblados y Rural Disperso,3527
05,Antioquia,Caramanta,05145,2005,Total,6040
05,Antioquia,Carepa,05147,2005,Cabecera Municipal,21487
05,Antioquia,Carepa,05147,2005,Centros Poblados y Rural Disperso,12952
05,Antioquia,Carepa,05147,2005,Total,34439
05,Antioquia,El Carmen de Viboral,05148,2005,Cabecera Municipal,25694
05,Antioquia,El Carmen de Viboral,05148,2005,Centros Poblados y Rural Disperso,22551
05,Antioquia,El Carmen de Viboral,05148,2005,Total,48245
05,Antioquia,Carolina,05150,2005,Cabecera Municipal,2821
05,Antioquia,Carolina,05150,2005,Centros Poblados y Rural Disperso,1034
05,Antioquia,Carolina,05150,2005,Total,3855
05,Antioquia,Caucasia,05154,2005,Cabecera Municipal,56124
05,Antioquia,Caucasia,05154,2005,Centros Poblados y Rural Disperso,14506
05,Antioquia,Caucasia,05154,2005,Total,70630
05,Antioquia,Chigorodó,05172,2005,Cabecera Municipal,34583
05,Antioquia,Chigorodó,05172,2005,Centros Poblados y Rural Disperso,9543
05,Antioquia,Chigorodó,05172,2005,Total,44126
05,Antioquia,Cisneros,05190,2005,Cabecera Municipal,7973
05,Antioquia,Cisneros,05190,2005,Centros Poblados y Rural Disperso,1545
05,Antioquia,Cisneros,05190,2005,Total,9518
05,Antioquia,Cocorná,05197,2005,Cabecera Municipal,5313
05,Antioquia,Cocorná,05197,2005,Centros Poblados y Rural Disperso,13781
05,Antioquia,Cocorná,05197,2005,Total,19094
05,Antioquia,Concepción,05206,2005,Cabecera Municipal,1613
05,Antioquia,Concepción,05206,2005,Centros Poblados y Rural Disperso,3835
05,Antioquia,Concepción,05206,2005,Total,5448
05,Antioquia,Concordia,05209,2005,Cabecera Municipal,7130
05,Antioquia,Concordia,05209,2005,Centros Poblados y Rural Disperso,14417
05,Antioquia,Concordia,05209,2005,Total,21547
05,Antioquia,Copacabana,05212,2005,Cabecera Municipal,48343
05,Antioquia,Copacabana,05212,2005,Centros Poblados y Rural Disperso,15035
05,Antioquia,Copacabana,05212,2005,Total,63378
05,Antioquia,Dabeiba,05234,2005,Cabecera Municipal,8203
05,Antioquia,Dabeiba,05234,2005,Centros Poblados y Rural Disperso,14068
05,Antioquia,Dabeiba,05234,2005,Total,22271
05,Antioquia,Donmatías,05237,2005,Cabecera Municipal,9439
05,Antioquia,Donmatías,05237,2005,Centros Poblados y Rural Disperso,6623
05,Antioquia,Donmatías,05237,2005,Total,16062
05,Antioquia,Ebéjico,05240,2005,Cabecera Municipal,2055
05,Antioquia,Ebéjico,05240,2005,Centros Poblados y Rural Disperso,11593
05,Antioquia,Ebéjico,05240,2005,Total,13648
05,Antioquia,El Bagre,05250,2005,Cabecera Municipal,24747
05,Antioquia,El Bagre,05250,2005,Centros Poblados y Rural Disperso,14525
05,Antioquia,El Bagre,05250,2005,Total,39272
05,Antioquia,Entrerríos,05264,2005,Cabecera Municipal,4199
05,Antioquia,Entrerríos,05264,2005,Centros Poblados y Rural Disperso,4784
05,Antioquia,Entrerríos,05264,2005,Total,8983
05,Antioquia,Envigado,05266,2005,Cabecera Municipal,164004
05,Antioquia,Envigado,05266,2005,Centros Poblados y Rural Disperso,10497
05,Antioquia,Envigado,05266,2005,Total,174501
05,Antioquia,Fredonia,05282,2005,Cabecera Municipal,8127
05,Antioquia,Fredonia,05282,2005,Centros Poblados y Rural Disperso,16177
05,Antioquia,Fredonia,05282,2005,Total,24304
